name,typ,node,maxcap,heat_rate,mincap,var_om,no_load,st_cost,ramp,minup,mindn
ODESSA,ngcc,bus_5262,95.5,4.770346495,28.65,3,286.5,6685.0,95.5,4,4
WICHITAFALLS,coal,bus_5262,806.0,6.2099920678,241.8,4,2418.0,56420.0,265.98,12,12
SILVER,ngcc,bus_5262,537.7,4.942829918999999,161.31,3,1613.1000000000001,37639.0,537.7,4,4
GRAHAM,ngcc,bus_5262,317.35,5.230857471,95.2,3,952.0500000000001,22214.5,317.35,4,4
GRANBURY,ngcc,bus_5262,883.1999999999998,4.877441278,264.96,3,2649.5999999999995,61823.999999999985,883.1999999999998,4,4
PALOPINTO,ngcc,bus_5262,603.6,4.8213363924,181.08,3,1810.8000000000002,42252.0,603.6,4,4
ODESSA_2,ngcc,bus_1001,1343.78,4.919419822749999,403.13999999999993,3,4031.34,94064.59999999999,1343.78,4,4
MONAHANS,ngcc,bus_1081,178.8,4.942250873,53.64,3,536.4000000000001,12516.0,178.8,4,4
ODESSA_3,ngcc,bus_1081,286.5,5.1651893630000005,85.95,3,859.5,20055.0,286.5,4,4
MONAHANS_4,ngcc,bus_1048,918.6,4.952457695400001,275.58,3,2755.8,64302.0,918.6,4,4
SAVOY,ngcc,bus_2004,1175.4,5.384615385,352.62,3,3526.2000000000003,82278.0,1175.4,4,4
SHERMAN,ngcc,bus_2004,803.19,5.126969416000001,240.96,3,2409.57,56223.3,803.19,4,4
PARIS,ngcc,bus_8129,1173.6,4.918097338142856,352.0499999999999,3,3520.7999999999997,82152.0,1173.6,4,4
GREENVILLE,ngcc,bus_8129,84.7,4.746416759,25.41,3,254.10000000000002,5929.0,84.7,4,4
MTENTERPRISE,ngcc,bus_8129,939.6,5.057297949,281.88,3,2818.8,65772.0,939.6,4,4
MOUNTPLEASANT,coal,bus_8129,1980.0,9.052831985,594.0,4,5940.0,138600.0,653.4,12,12
DENTON,ngcc,bus_5007,128.1,4.703183252,38.43,3,384.29999999999995,8967.0,128.1,4,4
PARIS_5,ngcc,bus_2115,184.72,4.953142227,55.41,3,554.16,12930.4,184.72,4,4
BASTROP,ngcc,bus_6349,1233.99,5.0825282914,370.2,3,3701.9700000000003,86379.3,1233.99,4,4
CEDARCREEK,ngcc,bus_6349,618.6899999999998,4.998619928,185.64,3,1856.0699999999995,43308.29999999999,618.6899999999998,4,4
MISSION,ngcc,bus_4040,528.99,4.937190083,158.7,3,1586.97,37029.3,528.99,4,4
CHRISTINE,coal,bus_6236,410.0,8.660130719,123.0,4,1230.0,28700.0,135.3,12,12
FANNIN,coal,bus_7098,622.4,8.991596638999999,186.72,4,1867.1999999999998,43568.0,205.392,12,12
NURSERY,ngcc,bus_7098,215.2,4.6603930254,64.56,3,645.5999999999999,15064.0,215.2,4,4
VICTORIA,ngcc,bus_7098,479.3,4.902666297333333,143.78,3,1437.9,33551.0,479.3,4,4
POINTCOMFORT,ngcc,bus_7098,1062.5,4.84742596175,318.75,3,3187.5,74375.0,1062.5,4,4
WHARTON,ngcc,bus_7098,580.09,4.8120675338000005,174.01,3,1740.27,40606.3,580.09,4,4
LAREDO,ngcc,bus_4147,263.6,4.844628099,79.08,3,790.8000000000001,18452.0,263.6,4,4
SANTAROSA,coal,bus_4192,200.5,8.053221288777777,60.14999999999999,4,601.5,14035.0,66.165,12,12
BROWNSVILLE,ngcc,bus_4192,1522.71,4.8870744534,456.81,3,4568.13,106589.7,1522.71,4,4
BISHOP,ngcc,bus_4017,44.2,4.663714365,13.26,3,132.60000000000002,3094.0,44.2,4,4
GREGORY,ngcc,bus_4017,948.99,4.9003598115,284.7,3,2846.9700000000003,66429.3,948.99,4,4
CORPUSCHRISTI,ngcc,bus_4017,649.3100000000002,4.840852477,194.79,3,1947.9300000000005,45451.70000000001,649.3100000000002,4,4
CORPUSCHRISTI_6,ngcc,bus_4085,1082.2,5.13216163875,324.66,3,3246.6000000000004,75754.0,1082.2,4,4
PEARSALL,ngcc,bus_4015,267.6,4.663911845833334,80.28,3,802.8000000000001,18732.0,267.6,4,4
ALEDO,ngcc,bus_5480,4.8,4.579868081,1.44,3,14.399999999999999,336.0,4.8,4,4
DALLAS,ngcc,bus_5385,1552.95,5.031449250285715,465.88000000000005,3,4658.85,108706.5,1552.95,4,4
ENNIS,ngcc,bus_5385,418.0,5.006031363,125.4,3,1254.0,29260.0,418.0,4,4
DALLAS_7,ngcc,bus_5037,308.47,5.2110977080000005,92.54,3,925.4100000000001,21592.9,308.47,4,4
GRAHAM_8,ngcc,bus_5364,317.35,5.230857471,95.2,3,952.0500000000001,22214.5,317.35,4,4
POOLVILLE,ngcc,bus_5364,746.01,5.087467737,223.8,3,2238.0299999999997,52220.7,746.01,4,4
BRIDGEPORT,ngcc,bus_5364,1290.38,4.952681388,387.12,3,3871.1400000000003,90326.6,1290.38,4,4
ARLINGTON,ngcc,bus_5067,1327.21,5.121881273600001,398.16,3,3981.63,92904.7,1327.21,4,4
MCKINNEY,ngcc,bus_5444,894.65,4.881018008166667,268.4,3,2683.95,62625.5,894.65,4,4
MIDLOTHIAN,ngcc,bus_5444,2016.6,5.093710692,604.98,3,6049.799999999999,141162.0,2016.6,4,4
IRVING,coal,bus_5422,16.5,8.029897367,4.95,4,49.5,1155.0,5.445,12,12
LEWSIVILLE,ngcc,bus_5422,15.6,4.587037568,4.68,3,46.8,1092.0,15.6,4,4
TEMPLE,ngcc,bus_8087,803.19,5.127044025,240.96,3,2409.57,56223.3,803.19,4,4
RIESEL,coal,bus_8087,1008.0,9.60068699,302.4,4,3024.0,70560.0,332.64000000000004,12,12
FRANKLIN,coal,bus_8087,1795.4,9.424645771,538.62,4,5386.200000000001,125678.0,592.4820000000001,12,12
BREMOND,coal,bus_8087,349.2,8.291112065,104.76,4,1047.6,24444.0,115.236,12,12
MCKINNEY_9,ngcc,bus_5302,463.75,5.534729879,139.13,3,1391.25,32462.5,463.75,4,4
GRANBURY_10,ngcc,bus_5319,262.8,5.116981132,78.84,3,788.4000000000001,18396.0,262.8,4,4
DALLAS_11,ngcc,bus_5323,852.21,5.159831122,255.66,3,2556.63,59654.700000000004,852.21,4,4
SANANTONIO,ngcc,bus_6199,247.0,4.643812922285714,74.1,3,741.0,17290.0,247.0,4,4
MARION,ngcc,bus_6069,1088.22,4.946177201,326.45999999999987,3,3264.66,76175.40000000001,1088.22,4,4
LAGRANGE,coal,bus_6078,1689.9900000000002,8.902050114,507.0,4,5069.970000000001,118299.30000000002,557.6967000000001,12,12
WINCHESTER,ngcc,bus_6078,242.0,4.739166436666666,72.6,3,726.0,16940.0,242.0,4,4
ROCKDALE,coal,bus_6111,1252.1,9.0,375.63,4,3756.2999999999997,87647.0,413.193,12,12
SANANTONIO_12,ngcc,bus_6147,3276.4,5.704727921500001,982.92,3,9829.2,229348.0,3276.4,4,4
SEGUIN,ngcc,bus_6147,940.2,5.059343086,282.08,3,2820.6000000000004,65814.0,940.2,4,4
ELMENDORF,ngcc,bus_6244,1687.9899999999998,5.008548914625,506.4,3,5063.969999999999,118159.29999999999,1687.9899999999998,4,4
NEWBRAUNFELS,ngcc,bus_6058,992.2,4.9831631248,297.68,3,2976.6000000000004,69454.0,992.2,4,4
PASADENA,ngcc,bus_7127,1273.2,5.8994023574285706,381.96,3,3819.6000000000004,89124.0,1273.2,4,4
DEERPARK,ngcc,bus_7127,1428.0,4.900902735555556,428.4,3,4284.0,99960.0,1428.0,4,4
HOUSTON,ngcc,bus_7127,1904.6,4.834453268200002,571.3600000000001,3,5713.799999999999,133322.0,1904.6,4,4
MONTBELVIEU,ngcc,bus_7127,40.7,4.61362248,12.21,3,122.10000000000001,2849.0,40.7,4,4
CHANNELVIEW,ngcc,bus_7127,1378.26,4.855833842200001,413.48000000000013,3,4134.78,96478.2,1378.26,4,4
HOUSTON_13,ngcc,bus_7124,4.0,4.578497251,1.2,3,12.0,280.0,4.0,4,4
BAYTOWN,ngcc,bus_7422,914.6,5.045815516,274.36,3,2743.8,64022.0,914.6,4,4
FREEPORT,ngcc,bus_7422,497.92,4.828955406,149.36,3,1493.76,34854.4,497.92,4,4
ALVIN,ngcc,bus_7422,1508.9,4.8561670461818185,452.67,3,4526.700000000001,105623.0,1508.9,4,4
HOUSTON_14,ngcc,bus_7410,8.0,4.580024435,2.4000000000000004,3,24.0,560.0,8.0,4,4
LAPORTE,ngcc,bus_7138,1459.2,4.874465485499999,437.77999999999986,3,4377.6,102144.0,1459.2,4,4
PASADENA_15,ngcc,bus_7138,757.8,4.8857666462000005,227.33,3,2273.3999999999996,53046.0,757.8,4,4
HOUSTON_16,ngcc,bus_7404,10.2,4.59376909,3.06,3,30.599999999999998,714.0,10.2,4,4
