bus_10013,bus_20013,bus_20083,bus_30023,bus_30063,bus_40023,bus_40033,bus_40173,bus_40403,bus_40713,bus_50033,bus_50043,bus_50053,bus_50073,bus_50083,bus_50113,bus_50303,bus_50843,bus_51033,bus_52623,bus_53233,bus_53853,bus_54493,bus_54653,bus_60013,bus_60023,bus_60053,bus_60143,bus_60183,bus_61473,bus_61993,bus_70013,bus_70043,bus_70103,bus_70123,bus_70393,bus_70493,bus_70693,bus_70743,bus_70983,bus_71273,bus_71703,bus_72013,bus_72083,bus_72293,bus_72483,bus_73533,bus_80013,bus_80023,bus_80603
0.0,0.0,0.0,0.0,0.0,280.39266777589137,0.0,0.0,124.96783687606117,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,566.2642611625946,0.0,0.0,5.5204622503961955,0.0,0.0,28.717445578446917,0.0,0.0,0.0,0.0,2281.6293609925165,150.95654403339904,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,280.39266777589137,0.0,0.0,124.96783687606117,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,566.2642611625946,0.0,0.0,5.5204622503961955,0.0,0.0,28.717445578446917,0.0,0.0,0.0,0.0,2281.6293609925165,150.95654403339904,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,280.39266777589137,0.0,0.0,124.96783687606117,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,566.2642611625946,0.0,0.0,5.5204622503961955,0.0,0.0,28.717445578446917,0.0,0.0,0.0,0.0,2281.6293609925165,150.95654403339904,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,280.39266777589137,0.0,0.0,124.96783687606117,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,566.2642611625946,0.0,0.0,5.5204622503961955,0.0,0.0,28.717445578446917,0.0,0.0,0.0,0.0,2281.6293609925165,150.95654403339904,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,280.39266777589137,0.0,0.0,124.96783687606117,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,566.2642611625946,0.0,0.0,5.5204622503961955,0.0,0.0,28.717445578446917,0.0,0.0,0.0,0.0,2281.6293609925165,150.95654403339904,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,280.39266777589137,0.0,0.0,124.96783687606117,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,566.2642611625946,0.0,0.0,5.5204622503961955,0.0,0.0,28.717445578446917,0.0,0.0,0.0,0.0,2281.6293609925165,150.95654403339904,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,280.39266777589137,0.0,0.0,124.96783687606117,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,566.2642611625946,0.0,0.0,5.5204622503961955,0.0,0.0,28.717445578446917,0.0,0.0,0.0,0.0,2281.6293609925165,150.95654403339904,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,407.5107496968227,0.0,0.0,181.62292650982297,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,804.7647258394512,0.0,0.0,7.319160697305863,0.0,0.0,38.07427520941816,0.0,0.0,0.0,0.0,1304.8231904938548,166.25920359172315,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,407.5107496968227,0.0,0.0,181.62292650982297,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,804.7647258394512,0.0,0.0,7.319160697305863,0.0,0.0,38.07427520941816,0.0,0.0,0.0,0.0,1304.8231904938548,166.25920359172315,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,407.5107496968227,0.0,0.0,181.62292650982297,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,804.7647258394512,0.0,0.0,7.319160697305863,0.0,0.0,38.07427520941816,0.0,0.0,0.0,0.0,1304.8231904938548,166.25920359172315,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,407.5107496968227,0.0,0.0,181.62292650982297,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,804.7647258394512,0.0,0.0,7.319160697305863,0.0,0.0,38.07427520941816,0.0,0.0,0.0,0.0,1304.8231904938548,166.25920359172315,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,407.5107496968227,0.0,0.0,181.62292650982297,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,804.7647258394512,0.0,0.0,7.319160697305863,0.0,0.0,38.07427520941816,0.0,0.0,0.0,0.0,1304.8231904938548,166.25920359172315,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,407.5107496968227,0.0,0.0,181.62292650982297,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,804.7647258394512,0.0,0.0,7.319160697305863,0.0,0.0,38.07427520941816,0.0,0.0,0.0,0.0,1304.8231904938548,166.25920359172315,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,407.5107496968227,0.0,0.0,181.62292650982297,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,804.7647258394512,0.0,0.0,7.319160697305863,0.0,0.0,38.07427520941816,0.0,0.0,0.0,0.0,1304.8231904938548,166.25920359172315,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,557.8790573368906,0.0,0.0,248.64037846228473,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,890.3087521562961,0.0,0.0,4.596533755942945,0.0,0.0,23.911169390989357,0.0,0.0,0.0,0.0,788.128911767136,106.84348347442887,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
