bus_1001,bus_2001,bus_2008,bus_3002,bus_3006,bus_4002,bus_4003,bus_4017,bus_4040,bus_4042,bus_4066,bus_4071,bus_4085,bus_4088,bus_4103,bus_4147,bus_5003,bus_5004,bus_5005,bus_5007,bus_5008,bus_5011,bus_5030,bus_5037,bus_5084,bus_5103,bus_5161,bus_5262,bus_5305,bus_5323,bus_5385,bus_5444,bus_5449,bus_5465,bus_6001,bus_6002,bus_6005,bus_6014,bus_6018,bus_6035,bus_6120,bus_6147,bus_6199,bus_6214,bus_6230,bus_6349,bus_7001,bus_7004,bus_7010,bus_7012,bus_7039,bus_7049,bus_7069,bus_7074,bus_7084,bus_7091,bus_7098,bus_7101,bus_7127,bus_7170,bus_7177,bus_7201,bus_7208,bus_7229,bus_7246,bus_7248,bus_7330,bus_7353,bus_7410,bus_8001,bus_8002,bus_8060,bus_8070,bus_8087,bus_8129
1195.0192012748207,0.0,1241.2667497724956,0.0,1639.3883347171009,108.85625802047016,0.0,414.5918203765603,953.0921669167018,0.0,0.0,659.4638637192011,0.0,0.0,0.0,263.9600645386151,0.0,0.0,65.44464410048307,122.70870768840577,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5214.989187469044,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1251.1176457921094,0.0,1299.536218429555,0.0,1716.3470442000184,113.9663572928555,0.0,434.0542325352143,997.8336974198112,0.0,0.0,690.4214390707459,0.0,0.0,0.0,276.3512872231567,0.0,0.0,68.51684807185703,128.46909013473194,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5459.799297029965,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1234.4279216444424,0.0,1282.2005976920186,0.0,1693.451228761954,112.44606296103993,0.0,428.264013341596,984.5227436408486,0.0,0.0,681.2113193010496,0.0,0.0,0.0,272.66480196965597,0.0,0.0,67.60284346355107,126.75533149415826,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5386.966382814799,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1195.9803895765192,0.0,1242.2651363071182,0.0,1640.7069418889268,108.94381423853285,0.0,414.9252884976587,953.8587663489982,0.0,0.0,659.9942894650999,0.0,0.0,0.0,264.17237520766486,0.0,0.0,65.49728310933838,122.80740583000949,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5219.183753209183,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1166.0961714691784,0.0,1211.224391321582,0.0,1599.7102461830737,106.22161182240234,0.0,404.5574614598711,930.0244930903325,0.0,0.0,643.5028708198845,0.0,0.0,0.0,257.5714434972081,0.0,0.0,63.86068847038217,119.7387908819666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5088.770891106638,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1156.746430716297,0.0,1201.512813212072,0.0,1586.8837946025872,105.36992861033812,0.0,401.31372610009544,922.5675713398142,0.0,0.0,638.3432749279602,0.0,0.0,0.0,255.5062397164512,0.0,0.0,63.34865447515318,118.77872714091222,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5047.96920617982,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1078.977559033452,0.0,1120.734266319887,0.0,1480.1964870639636,98.28583460344879,0.0,374.33312357485863,860.5427081812982,0.0,0.0,595.4270100325165,0.0,0.0,0.0,238.32837649333277,0.0,0.0,59.08968012231391,110.79315022933858,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4708.590705386646,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
993.2570386729226,0.0,1031.6963399140068,0.0,1362.6007020129632,90.47741188349549,0.0,344.59383022962567,792.1759769919677,0.0,0.0,548.1226776028195,0.0,0.0,0.0,219.39412500807526,0.0,0.0,54.39523760530792,101.99107050995235,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4334.511706197764,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
909.8084179345889,0.0,945.0182362263253,0.0,1248.1216248226424,82.87594022441762,0.0,315.6427342615345,725.6212080971557,0.0,0.0,502.07207875433767,0.0,0.0,0.0,200.96169874057182,0.0,0.0,49.82521456377813,93.42227730708402,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3970.3471351219423,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
828.8064583278501,0.0,860.8814800813192,0.0,1136.999002251514,75.4973389385902,0.0,287.5404662380575,661.017783211825,0.0,0.0,457.37165453177994,0.0,0.0,0.0,183.0696996306496,0.0,0.0,45.38918172660734,85.10471573738877,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3616.8596404755694,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
