ODESSA_NG,WICHITAFALLS_C,WICHITAFALLS_NG,SILVER_NG,SNYDER_NG,ALEDO_NG,GRAHAM_NG,GRANBURY_NG,PALOPINTO_NG,MONAHANS_NG,IRAAN_NG,ODESSA_NG_2,SAVOY_NG,SHERMAN_NG,PARIS_NG,DENTON_NG,POOLVILLE_NG,BRIDGEPORT_NG,BASTROP_NG,MARION_NG,ROCKDALE_C,AUSTIN_NG,CEDARCREEK_NG,NEWBRAUNFELS_NG,MISSION_NG,LAREDO_NG,CHRISTINE_C,PEARSALL_NG,SANANTONIO_NG,FANNIN_C,NURSERY_NG,VICTORIA_NG,POINTCOMFORT_NG,WHARTON_NG,CORPUSCHRISTI_NG,SANTAROSA_C,BROWNSVILLE_NG,BISHOP_NG,GREGORY_NG,CORPUSCHRISTI_NG_3,DALLAS_NG,ENNIS_NG,MIDLOTHIAN_NG,GREENVILLE_NG,MCKINNEY_NG,MTENTERPRISE_NG,MOUNTPLEASANT_C,ARLINGTON_NG,IRVING_C,DALLAS_NG_4,TEMPLE_NG,RIESEL_C,FRANKLIN_C,BREMOND_C,LEWSIVILLE_NG,LAGRANGE_C,WINCHESTER_NG,SANANTONIO_NG_5,SEGUIN_NG,ELMENDORF_NG,PASADENA_NG,BAYTOWN_NG,DEERPARK_NG,LAPORTE_NG,HOUSTON_NG,MONTBELVIEU_NG,FREEPORT_NG,PASADENA_C,CHANNELVIEW_NG,ALVIN_NG,HOUSTON_NG_6,LAPORTE_NG_7,HOUSTON_NG_8,HOUSTON_NG_9,WILLIS_NG,SHIRO_NG,BRYAN_NG,BAYTOWN_NG_10,PASADENA_NG_11,NEWGULF_NG,THOMPSONS_NG,FAIRFIELD_NG,FAIRFIELD_C,JEWETT_C,JACKSONVILLE_C,TRINIDAD_C
2.686666667,1.893190476,2.686666667,2.686666667,2.686666667,2.686666667,2.686666667,2.686666667,2.686666667,2.686666667,2.686666667,2.686666667,2.686666667,2.686666667,2.686666667,2.686666667,2.686666667,2.686666667,2.686666667,2.686666667,1.893190476,2.686666667,2.686666667,2.686666667,2.686666667,2.686666667,1.893190476,2.686666667,2.686666667,1.893190476,2.686666667,2.686666667,2.686666667,2.686666667,2.686666667,1.893190476,2.686666667,2.686666667,2.686666667,2.686666667,2.686666667,2.686666667,2.686666667,2.686666667,2.686666667,2.686666667,1.893190476,2.686666667,1.893190476,2.686666667,2.686666667,1.893190476,1.893190476,1.893190476,2.686666667,1.893190476,2.686666667,2.686666667,2.686666667,2.686666667,2.686666667,2.686666667,2.686666667,2.686666667,2.686666667,2.686666667,2.686666667,1.893190476,2.686666667,2.686666667,2.686666667,2.686666667,2.686666667,2.686666667,2.686666667,2.686666667,2.686666667,2.686666667,2.686666667,2.686666667,2.686666667,2.686666667,1.893190476,1.893190476,1.893190476,1.893190476
2.72,1.893190476,2.72,2.72,2.72,2.72,2.72,2.72,2.72,2.72,2.72,2.72,2.72,2.72,2.72,2.72,2.72,2.72,2.72,2.72,1.893190476,2.72,2.72,2.72,2.72,2.72,1.893190476,2.72,2.72,1.893190476,2.72,2.72,2.72,2.72,2.72,1.893190476,2.72,2.72,2.72,2.72,2.72,2.72,2.72,2.72,2.72,2.72,1.893190476,2.72,1.893190476,2.72,2.72,1.893190476,1.893190476,1.893190476,2.72,1.893190476,2.72,2.72,2.72,2.72,2.72,2.72,2.72,2.72,2.72,2.72,2.72,1.893190476,2.72,2.72,2.72,2.72,2.72,2.72,2.72,2.72,2.72,2.72,2.72,2.72,2.72,2.72,1.893190476,1.893190476,1.893190476,1.893190476
2.71,1.893190476,2.71,2.71,2.71,2.71,2.71,2.71,2.71,2.71,2.71,2.71,2.71,2.71,2.71,2.71,2.71,2.71,2.71,2.71,1.893190476,2.71,2.71,2.71,2.71,2.71,1.893190476,2.71,2.71,1.893190476,2.71,2.71,2.71,2.71,2.71,1.893190476,2.71,2.71,2.71,2.71,2.71,2.71,2.71,2.71,2.71,2.71,1.893190476,2.71,1.893190476,2.71,2.71,1.893190476,1.893190476,1.893190476,2.71,1.893190476,2.71,2.71,2.71,2.71,2.71,2.71,2.71,2.71,2.71,2.71,2.71,1.893190476,2.71,2.71,2.71,2.71,2.71,2.71,2.71,2.71,2.71,2.71,2.71,2.71,2.71,2.71,1.893190476,1.893190476,1.893190476,1.893190476
2.72,1.893190476,2.72,2.72,2.72,2.72,2.72,2.72,2.72,2.72,2.72,2.72,2.72,2.72,2.72,2.72,2.72,2.72,2.72,2.72,1.893190476,2.72,2.72,2.72,2.72,2.72,1.893190476,2.72,2.72,1.893190476,2.72,2.72,2.72,2.72,2.72,1.893190476,2.72,2.72,2.72,2.72,2.72,2.72,2.72,2.72,2.72,2.72,1.893190476,2.72,1.893190476,2.72,2.72,1.893190476,1.893190476,1.893190476,2.72,1.893190476,2.72,2.72,2.72,2.72,2.72,2.72,2.72,2.72,2.72,2.72,2.72,1.893190476,2.72,2.72,2.72,2.72,2.72,2.72,2.72,2.72,2.72,2.72,2.72,2.72,2.72,2.72,1.893190476,1.893190476,1.893190476,1.893190476
2.72,1.893190476,2.72,2.72,2.72,2.72,2.72,2.72,2.72,2.72,2.72,2.72,2.72,2.72,2.72,2.72,2.72,2.72,2.72,2.72,1.893190476,2.72,2.72,2.72,2.72,2.72,1.893190476,2.72,2.72,1.893190476,2.72,2.72,2.72,2.72,2.72,1.893190476,2.72,2.72,2.72,2.72,2.72,2.72,2.72,2.72,2.72,2.72,1.893190476,2.72,1.893190476,2.72,2.72,1.893190476,1.893190476,1.893190476,2.72,1.893190476,2.72,2.72,2.72,2.72,2.72,2.72,2.72,2.72,2.72,2.72,2.72,1.893190476,2.72,2.72,2.72,2.72,2.72,2.72,2.72,2.72,2.72,2.72,2.72,2.72,2.72,2.72,1.893190476,1.893190476,1.893190476,1.893190476
2.75,1.893190476,2.75,2.75,2.75,2.75,2.75,2.75,2.75,2.75,2.75,2.75,2.75,2.75,2.75,2.75,2.75,2.75,2.75,2.75,1.893190476,2.75,2.75,2.75,2.75,2.75,1.893190476,2.75,2.75,1.893190476,2.75,2.75,2.75,2.75,2.75,1.893190476,2.75,2.75,2.75,2.75,2.75,2.75,2.75,2.75,2.75,2.75,1.893190476,2.75,1.893190476,2.75,2.75,1.893190476,1.893190476,1.893190476,2.75,1.893190476,2.75,2.75,2.75,2.75,2.75,2.75,2.75,2.75,2.75,2.75,2.75,1.893190476,2.75,2.75,2.75,2.75,2.75,2.75,2.75,2.75,2.75,2.75,2.75,2.75,2.75,2.75,1.893190476,1.893190476,1.893190476,1.893190476
2.75,1.893190476,2.75,2.75,2.75,2.75,2.75,2.75,2.75,2.75,2.75,2.75,2.75,2.75,2.75,2.75,2.75,2.75,2.75,2.75,1.893190476,2.75,2.75,2.75,2.75,2.75,1.893190476,2.75,2.75,1.893190476,2.75,2.75,2.75,2.75,2.75,1.893190476,2.75,2.75,2.75,2.75,2.75,2.75,2.75,2.75,2.75,2.75,1.893190476,2.75,1.893190476,2.75,2.75,1.893190476,1.893190476,1.893190476,2.75,1.893190476,2.75,2.75,2.75,2.75,2.75,2.75,2.75,2.75,2.75,2.75,2.75,1.893190476,2.75,2.75,2.75,2.75,2.75,2.75,2.75,2.75,2.75,2.75,2.75,2.75,2.75,2.75,1.893190476,1.893190476,1.893190476,1.893190476
2.75,1.893190476,2.75,2.75,2.75,2.75,2.75,2.75,2.75,2.75,2.75,2.75,2.75,2.75,2.75,2.75,2.75,2.75,2.75,2.75,1.893190476,2.75,2.75,2.75,2.75,2.75,1.893190476,2.75,2.75,1.893190476,2.75,2.75,2.75,2.75,2.75,1.893190476,2.75,2.75,2.75,2.75,2.75,2.75,2.75,2.75,2.75,2.75,1.893190476,2.75,1.893190476,2.75,2.75,1.893190476,1.893190476,1.893190476,2.75,1.893190476,2.75,2.75,2.75,2.75,2.75,2.75,2.75,2.75,2.75,2.75,2.75,1.893190476,2.75,2.75,2.75,2.75,2.75,2.75,2.75,2.75,2.75,2.75,2.75,2.75,2.75,2.75,1.893190476,1.893190476,1.893190476,1.893190476
2.75,1.893190476,2.75,2.75,2.75,2.75,2.75,2.75,2.75,2.75,2.75,2.75,2.75,2.75,2.75,2.75,2.75,2.75,2.75,2.75,1.893190476,2.75,2.75,2.75,2.75,2.75,1.893190476,2.75,2.75,1.893190476,2.75,2.75,2.75,2.75,2.75,1.893190476,2.75,2.75,2.75,2.75,2.75,2.75,2.75,2.75,2.75,2.75,1.893190476,2.75,1.893190476,2.75,2.75,1.893190476,1.893190476,1.893190476,2.75,1.893190476,2.75,2.75,2.75,2.75,2.75,2.75,2.75,2.75,2.75,2.75,2.75,1.893190476,2.75,2.75,2.75,2.75,2.75,2.75,2.75,2.75,2.75,2.75,2.75,2.75,2.75,2.75,1.893190476,1.893190476,1.893190476,1.893190476
2.66,1.893190476,2.66,2.66,2.66,2.66,2.66,2.66,2.66,2.66,2.66,2.66,2.66,2.66,2.66,2.66,2.66,2.66,2.66,2.66,1.893190476,2.66,2.66,2.66,2.66,2.66,1.893190476,2.66,2.66,1.893190476,2.66,2.66,2.66,2.66,2.66,1.893190476,2.66,2.66,2.66,2.66,2.66,2.66,2.66,2.66,2.66,2.66,1.893190476,2.66,1.893190476,2.66,2.66,1.893190476,1.893190476,1.893190476,2.66,1.893190476,2.66,2.66,2.66,2.66,2.66,2.66,2.66,2.66,2.66,2.66,2.66,1.893190476,2.66,2.66,2.66,2.66,2.66,2.66,2.66,2.66,2.66,2.66,2.66,2.66,2.66,2.66,1.893190476,1.893190476,1.893190476,1.893190476
2.55,1.893190476,2.55,2.55,2.55,2.55,2.55,2.55,2.55,2.55,2.55,2.55,2.55,2.55,2.55,2.55,2.55,2.55,2.55,2.55,1.893190476,2.55,2.55,2.55,2.55,2.55,1.893190476,2.55,2.55,1.893190476,2.55,2.55,2.55,2.55,2.55,1.893190476,2.55,2.55,2.55,2.55,2.55,2.55,2.55,2.55,2.55,2.55,1.893190476,2.55,1.893190476,2.55,2.55,1.893190476,1.893190476,1.893190476,2.55,1.893190476,2.55,2.55,2.55,2.55,2.55,2.55,2.55,2.55,2.55,2.55,2.55,1.893190476,2.55,2.55,2.55,2.55,2.55,2.55,2.55,2.55,2.55,2.55,2.55,2.55,2.55,2.55,1.893190476,1.893190476,1.893190476,1.893190476
2.54,1.893190476,2.54,2.54,2.54,2.54,2.54,2.54,2.54,2.54,2.54,2.54,2.54,2.54,2.54,2.54,2.54,2.54,2.54,2.54,1.893190476,2.54,2.54,2.54,2.54,2.54,1.893190476,2.54,2.54,1.893190476,2.54,2.54,2.54,2.54,2.54,1.893190476,2.54,2.54,2.54,2.54,2.54,2.54,2.54,2.54,2.54,2.54,1.893190476,2.54,1.893190476,2.54,2.54,1.893190476,1.893190476,1.893190476,2.54,1.893190476,2.54,2.54,2.54,2.54,2.54,2.54,2.54,2.54,2.54,2.54,2.54,1.893190476,2.54,2.54,2.54,2.54,2.54,2.54,2.54,2.54,2.54,2.54,2.54,2.54,2.54,2.54,1.893190476,1.893190476,1.893190476,1.893190476
2.5575,1.893190476,2.5575,2.5575,2.5575,2.5575,2.5575,2.5575,2.5575,2.5575,2.5575,2.5575,2.5575,2.5575,2.5575,2.5575,2.5575,2.5575,2.5575,2.5575,1.893190476,2.5575,2.5575,2.5575,2.5575,2.5575,1.893190476,2.5575,2.5575,1.893190476,2.5575,2.5575,2.5575,2.5575,2.5575,1.893190476,2.5575,2.5575,2.5575,2.5575,2.5575,2.5575,2.5575,2.5575,2.5575,2.5575,1.893190476,2.5575,1.893190476,2.5575,2.5575,1.893190476,1.893190476,1.893190476,2.5575,1.893190476,2.5575,2.5575,2.5575,2.5575,2.5575,2.5575,2.5575,2.5575,2.5575,2.5575,2.5575,1.893190476,2.5575,2.5575,2.5575,2.5575,2.5575,2.5575,2.5575,2.5575,2.5575,2.5575,2.5575,2.5575,2.5575,2.5575,1.893190476,1.893190476,1.893190476,1.893190476
2.575,1.893190476,2.575,2.575,2.575,2.575,2.575,2.575,2.575,2.575,2.575,2.575,2.575,2.575,2.575,2.575,2.575,2.575,2.575,2.575,1.893190476,2.575,2.575,2.575,2.575,2.575,1.893190476,2.575,2.575,1.893190476,2.575,2.575,2.575,2.575,2.575,1.893190476,2.575,2.575,2.575,2.575,2.575,2.575,2.575,2.575,2.575,2.575,1.893190476,2.575,1.893190476,2.575,2.575,1.893190476,1.893190476,1.893190476,2.575,1.893190476,2.575,2.575,2.575,2.575,2.575,2.575,2.575,2.575,2.575,2.575,2.575,1.893190476,2.575,2.575,2.575,2.575,2.575,2.575,2.575,2.575,2.575,2.575,2.575,2.575,2.575,2.575,1.893190476,1.893190476,1.893190476,1.893190476
2.5925,1.893190476,2.5925,2.5925,2.5925,2.5925,2.5925,2.5925,2.5925,2.5925,2.5925,2.5925,2.5925,2.5925,2.5925,2.5925,2.5925,2.5925,2.5925,2.5925,1.893190476,2.5925,2.5925,2.5925,2.5925,2.5925,1.893190476,2.5925,2.5925,1.893190476,2.5925,2.5925,2.5925,2.5925,2.5925,1.893190476,2.5925,2.5925,2.5925,2.5925,2.5925,2.5925,2.5925,2.5925,2.5925,2.5925,1.893190476,2.5925,1.893190476,2.5925,2.5925,1.893190476,1.893190476,1.893190476,2.5925,1.893190476,2.5925,2.5925,2.5925,2.5925,2.5925,2.5925,2.5925,2.5925,2.5925,2.5925,2.5925,1.893190476,2.5925,2.5925,2.5925,2.5925,2.5925,2.5925,2.5925,2.5925,2.5925,2.5925,2.5925,2.5925,2.5925,2.5925,1.893190476,1.893190476,1.893190476,1.893190476
2.61,1.893190476,2.61,2.61,2.61,2.61,2.61,2.61,2.61,2.61,2.61,2.61,2.61,2.61,2.61,2.61,2.61,2.61,2.61,2.61,1.893190476,2.61,2.61,2.61,2.61,2.61,1.893190476,2.61,2.61,1.893190476,2.61,2.61,2.61,2.61,2.61,1.893190476,2.61,2.61,2.61,2.61,2.61,2.61,2.61,2.61,2.61,2.61,1.893190476,2.61,1.893190476,2.61,2.61,1.893190476,1.893190476,1.893190476,2.61,1.893190476,2.61,2.61,2.61,2.61,2.61,2.61,2.61,2.61,2.61,2.61,2.61,1.893190476,2.61,2.61,2.61,2.61,2.61,2.61,2.61,2.61,2.61,2.61,2.61,2.61,2.61,2.61,1.893190476,1.893190476,1.893190476,1.893190476
2.53,1.893190476,2.53,2.53,2.53,2.53,2.53,2.53,2.53,2.53,2.53,2.53,2.53,2.53,2.53,2.53,2.53,2.53,2.53,2.53,1.893190476,2.53,2.53,2.53,2.53,2.53,1.893190476,2.53,2.53,1.893190476,2.53,2.53,2.53,2.53,2.53,1.893190476,2.53,2.53,2.53,2.53,2.53,2.53,2.53,2.53,2.53,2.53,1.893190476,2.53,1.893190476,2.53,2.53,1.893190476,1.893190476,1.893190476,2.53,1.893190476,2.53,2.53,2.53,2.53,2.53,2.53,2.53,2.53,2.53,2.53,2.53,1.893190476,2.53,2.53,2.53,2.53,2.53,2.53,2.53,2.53,2.53,2.53,2.53,2.53,2.53,2.53,1.893190476,1.893190476,1.893190476,1.893190476
2.53,1.893190476,2.53,2.53,2.53,2.53,2.53,2.53,2.53,2.53,2.53,2.53,2.53,2.53,2.53,2.53,2.53,2.53,2.53,2.53,1.893190476,2.53,2.53,2.53,2.53,2.53,1.893190476,2.53,2.53,1.893190476,2.53,2.53,2.53,2.53,2.53,1.893190476,2.53,2.53,2.53,2.53,2.53,2.53,2.53,2.53,2.53,2.53,1.893190476,2.53,1.893190476,2.53,2.53,1.893190476,1.893190476,1.893190476,2.53,1.893190476,2.53,2.53,2.53,2.53,2.53,2.53,2.53,2.53,2.53,2.53,2.53,1.893190476,2.53,2.53,2.53,2.53,2.53,2.53,2.53,2.53,2.53,2.53,2.53,2.53,2.53,2.53,1.893190476,1.893190476,1.893190476,1.893190476
2.54,1.893190476,2.54,2.54,2.54,2.54,2.54,2.54,2.54,2.54,2.54,2.54,2.54,2.54,2.54,2.54,2.54,2.54,2.54,2.54,1.893190476,2.54,2.54,2.54,2.54,2.54,1.893190476,2.54,2.54,1.893190476,2.54,2.54,2.54,2.54,2.54,1.893190476,2.54,2.54,2.54,2.54,2.54,2.54,2.54,2.54,2.54,2.54,1.893190476,2.54,1.893190476,2.54,2.54,1.893190476,1.893190476,1.893190476,2.54,1.893190476,2.54,2.54,2.54,2.54,2.54,2.54,2.54,2.54,2.54,2.54,2.54,1.893190476,2.54,2.54,2.54,2.54,2.54,2.54,2.54,2.54,2.54,2.54,2.54,2.54,2.54,2.54,1.893190476,1.893190476,1.893190476,1.893190476
2.58,1.893190476,2.58,2.58,2.58,2.58,2.58,2.58,2.58,2.58,2.58,2.58,2.58,2.58,2.58,2.58,2.58,2.58,2.58,2.58,1.893190476,2.58,2.58,2.58,2.58,2.58,1.893190476,2.58,2.58,1.893190476,2.58,2.58,2.58,2.58,2.58,1.893190476,2.58,2.58,2.58,2.58,2.58,2.58,2.58,2.58,2.58,2.58,1.893190476,2.58,1.893190476,2.58,2.58,1.893190476,1.893190476,1.893190476,2.58,1.893190476,2.58,2.58,2.58,2.58,2.58,2.58,2.58,2.58,2.58,2.58,2.58,1.893190476,2.58,2.58,2.58,2.58,2.58,2.58,2.58,2.58,2.58,2.58,2.58,2.58,2.58,2.58,1.893190476,1.893190476,1.893190476,1.893190476
2.58,1.893190476,2.58,2.58,2.58,2.58,2.58,2.58,2.58,2.58,2.58,2.58,2.58,2.58,2.58,2.58,2.58,2.58,2.58,2.58,1.893190476,2.58,2.58,2.58,2.58,2.58,1.893190476,2.58,2.58,1.893190476,2.58,2.58,2.58,2.58,2.58,1.893190476,2.58,2.58,2.58,2.58,2.58,2.58,2.58,2.58,2.58,2.58,1.893190476,2.58,1.893190476,2.58,2.58,1.893190476,1.893190476,1.893190476,2.58,1.893190476,2.58,2.58,2.58,2.58,2.58,2.58,2.58,2.58,2.58,2.58,2.58,1.893190476,2.58,2.58,2.58,2.58,2.58,2.58,2.58,2.58,2.58,2.58,2.58,2.58,2.58,2.58,1.893190476,1.893190476,1.893190476,1.893190476
2.58,1.893190476,2.58,2.58,2.58,2.58,2.58,2.58,2.58,2.58,2.58,2.58,2.58,2.58,2.58,2.58,2.58,2.58,2.58,2.58,1.893190476,2.58,2.58,2.58,2.58,2.58,1.893190476,2.58,2.58,1.893190476,2.58,2.58,2.58,2.58,2.58,1.893190476,2.58,2.58,2.58,2.58,2.58,2.58,2.58,2.58,2.58,2.58,1.893190476,2.58,1.893190476,2.58,2.58,1.893190476,1.893190476,1.893190476,2.58,1.893190476,2.58,2.58,2.58,2.58,2.58,2.58,2.58,2.58,2.58,2.58,2.58,1.893190476,2.58,2.58,2.58,2.58,2.58,2.58,2.58,2.58,2.58,2.58,2.58,2.58,2.58,2.58,1.893190476,1.893190476,1.893190476,1.893190476
2.58,1.893190476,2.58,2.58,2.58,2.58,2.58,2.58,2.58,2.58,2.58,2.58,2.58,2.58,2.58,2.58,2.58,2.58,2.58,2.58,1.893190476,2.58,2.58,2.58,2.58,2.58,1.893190476,2.58,2.58,1.893190476,2.58,2.58,2.58,2.58,2.58,1.893190476,2.58,2.58,2.58,2.58,2.58,2.58,2.58,2.58,2.58,2.58,1.893190476,2.58,1.893190476,2.58,2.58,1.893190476,1.893190476,1.893190476,2.58,1.893190476,2.58,2.58,2.58,2.58,2.58,2.58,2.58,2.58,2.58,2.58,2.58,1.893190476,2.58,2.58,2.58,2.58,2.58,2.58,2.58,2.58,2.58,2.58,2.58,2.58,2.58,2.58,1.893190476,1.893190476,1.893190476,1.893190476
2.59,1.893190476,2.59,2.59,2.59,2.59,2.59,2.59,2.59,2.59,2.59,2.59,2.59,2.59,2.59,2.59,2.59,2.59,2.59,2.59,1.893190476,2.59,2.59,2.59,2.59,2.59,1.893190476,2.59,2.59,1.893190476,2.59,2.59,2.59,2.59,2.59,1.893190476,2.59,2.59,2.59,2.59,2.59,2.59,2.59,2.59,2.59,2.59,1.893190476,2.59,1.893190476,2.59,2.59,1.893190476,1.893190476,1.893190476,2.59,1.893190476,2.59,2.59,2.59,2.59,2.59,2.59,2.59,2.59,2.59,2.59,2.59,1.893190476,2.59,2.59,2.59,2.59,2.59,2.59,2.59,2.59,2.59,2.59,2.59,2.59,2.59,2.59,1.893190476,1.893190476,1.893190476,1.893190476
2.59,1.902428571,2.59,2.59,2.59,2.59,2.59,2.59,2.59,2.59,2.59,2.59,2.59,2.59,2.59,2.59,2.59,2.59,2.59,2.59,1.902428571,2.59,2.59,2.59,2.59,2.59,1.902428571,2.59,2.59,1.902428571,2.59,2.59,2.59,2.59,2.59,1.902428571,2.59,2.59,2.59,2.59,2.59,2.59,2.59,2.59,2.59,2.59,1.902428571,2.59,1.902428571,2.59,2.59,1.902428571,1.902428571,1.902428571,2.59,1.902428571,2.59,2.59,2.59,2.59,2.59,2.59,2.59,2.59,2.59,2.59,2.59,1.902428571,2.59,2.59,2.59,2.59,2.59,2.59,2.59,2.59,2.59,2.59,2.59,2.59,2.59,2.59,1.902428571,1.902428571,1.902428571,1.902428571
2.63,1.902428571,2.63,2.63,2.63,2.63,2.63,2.63,2.63,2.63,2.63,2.63,2.63,2.63,2.63,2.63,2.63,2.63,2.63,2.63,1.902428571,2.63,2.63,2.63,2.63,2.63,1.902428571,2.63,2.63,1.902428571,2.63,2.63,2.63,2.63,2.63,1.902428571,2.63,2.63,2.63,2.63,2.63,2.63,2.63,2.63,2.63,2.63,1.902428571,2.63,1.902428571,2.63,2.63,1.902428571,1.902428571,1.902428571,2.63,1.902428571,2.63,2.63,2.63,2.63,2.63,2.63,2.63,2.63,2.63,2.63,2.63,1.902428571,2.63,2.63,2.63,2.63,2.63,2.63,2.63,2.63,2.63,2.63,2.63,2.63,2.63,2.63,1.902428571,1.902428571,1.902428571,1.902428571
2.59,1.902428571,2.59,2.59,2.59,2.59,2.59,2.59,2.59,2.59,2.59,2.59,2.59,2.59,2.59,2.59,2.59,2.59,2.59,2.59,1.902428571,2.59,2.59,2.59,2.59,2.59,1.902428571,2.59,2.59,1.902428571,2.59,2.59,2.59,2.59,2.59,1.902428571,2.59,2.59,2.59,2.59,2.59,2.59,2.59,2.59,2.59,2.59,1.902428571,2.59,1.902428571,2.59,2.59,1.902428571,1.902428571,1.902428571,2.59,1.902428571,2.59,2.59,2.59,2.59,2.59,2.59,2.59,2.59,2.59,2.59,2.59,1.902428571,2.59,2.59,2.59,2.59,2.59,2.59,2.59,2.59,2.59,2.59,2.59,2.59,2.59,2.59,1.902428571,1.902428571,1.902428571,1.902428571
2.573333333,1.902428571,2.573333333,2.573333333,2.573333333,2.573333333,2.573333333,2.573333333,2.573333333,2.573333333,2.573333333,2.573333333,2.573333333,2.573333333,2.573333333,2.573333333,2.573333333,2.573333333,2.573333333,2.573333333,1.902428571,2.573333333,2.573333333,2.573333333,2.573333333,2.573333333,1.902428571,2.573333333,2.573333333,1.902428571,2.573333333,2.573333333,2.573333333,2.573333333,2.573333333,1.902428571,2.573333333,2.573333333,2.573333333,2.573333333,2.573333333,2.573333333,2.573333333,2.573333333,2.573333333,2.573333333,1.902428571,2.573333333,1.902428571,2.573333333,2.573333333,1.902428571,1.902428571,1.902428571,2.573333333,1.902428571,2.573333333,2.573333333,2.573333333,2.573333333,2.573333333,2.573333333,2.573333333,2.573333333,2.573333333,2.573333333,2.573333333,1.902428571,2.573333333,2.573333333,2.573333333,2.573333333,2.573333333,2.573333333,2.573333333,2.573333333,2.573333333,2.573333333,2.573333333,2.573333333,2.573333333,2.573333333,1.902428571,1.902428571,1.902428571,1.902428571
2.556666667,1.902428571,2.556666667,2.556666667,2.556666667,2.556666667,2.556666667,2.556666667,2.556666667,2.556666667,2.556666667,2.556666667,2.556666667,2.556666667,2.556666667,2.556666667,2.556666667,2.556666667,2.556666667,2.556666667,1.902428571,2.556666667,2.556666667,2.556666667,2.556666667,2.556666667,1.902428571,2.556666667,2.556666667,1.902428571,2.556666667,2.556666667,2.556666667,2.556666667,2.556666667,1.902428571,2.556666667,2.556666667,2.556666667,2.556666667,2.556666667,2.556666667,2.556666667,2.556666667,2.556666667,2.556666667,1.902428571,2.556666667,1.902428571,2.556666667,2.556666667,1.902428571,1.902428571,1.902428571,2.556666667,1.902428571,2.556666667,2.556666667,2.556666667,2.556666667,2.556666667,2.556666667,2.556666667,2.556666667,2.556666667,2.556666667,2.556666667,1.902428571,2.556666667,2.556666667,2.556666667,2.556666667,2.556666667,2.556666667,2.556666667,2.556666667,2.556666667,2.556666667,2.556666667,2.556666667,2.556666667,2.556666667,1.902428571,1.902428571,1.902428571,1.902428571
2.54,1.902428571,2.54,2.54,2.54,2.54,2.54,2.54,2.54,2.54,2.54,2.54,2.54,2.54,2.54,2.54,2.54,2.54,2.54,2.54,1.902428571,2.54,2.54,2.54,2.54,2.54,1.902428571,2.54,2.54,1.902428571,2.54,2.54,2.54,2.54,2.54,1.902428571,2.54,2.54,2.54,2.54,2.54,2.54,2.54,2.54,2.54,2.54,1.902428571,2.54,1.902428571,2.54,2.54,1.902428571,1.902428571,1.902428571,2.54,1.902428571,2.54,2.54,2.54,2.54,2.54,2.54,2.54,2.54,2.54,2.54,2.54,1.902428571,2.54,2.54,2.54,2.54,2.54,2.54,2.54,2.54,2.54,2.54,2.54,2.54,2.54,2.54,1.902428571,1.902428571,1.902428571,1.902428571
2.54,1.902428571,2.54,2.54,2.54,2.54,2.54,2.54,2.54,2.54,2.54,2.54,2.54,2.54,2.54,2.54,2.54,2.54,2.54,2.54,1.902428571,2.54,2.54,2.54,2.54,2.54,1.902428571,2.54,2.54,1.902428571,2.54,2.54,2.54,2.54,2.54,1.902428571,2.54,2.54,2.54,2.54,2.54,2.54,2.54,2.54,2.54,2.54,1.902428571,2.54,1.902428571,2.54,2.54,1.902428571,1.902428571,1.902428571,2.54,1.902428571,2.54,2.54,2.54,2.54,2.54,2.54,2.54,2.54,2.54,2.54,2.54,1.902428571,2.54,2.54,2.54,2.54,2.54,2.54,2.54,2.54,2.54,2.54,2.54,2.54,2.54,2.54,1.902428571,1.902428571,1.902428571,1.902428571
2.64,1.902428571,2.64,2.64,2.64,2.64,2.64,2.64,2.64,2.64,2.64,2.64,2.64,2.64,2.64,2.64,2.64,2.64,2.64,2.64,1.902428571,2.64,2.64,2.64,2.64,2.64,1.902428571,2.64,2.64,1.902428571,2.64,2.64,2.64,2.64,2.64,1.902428571,2.64,2.64,2.64,2.64,2.64,2.64,2.64,2.64,2.64,2.64,1.902428571,2.64,1.902428571,2.64,2.64,1.902428571,1.902428571,1.902428571,2.64,1.902428571,2.64,2.64,2.64,2.64,2.64,2.64,2.64,2.64,2.64,2.64,2.64,1.902428571,2.64,2.64,2.64,2.64,2.64,2.64,2.64,2.64,2.64,2.64,2.64,2.64,2.64,2.64,1.902428571,1.902428571,1.902428571,1.902428571
2.62,1.902428571,2.62,2.62,2.62,2.62,2.62,2.62,2.62,2.62,2.62,2.62,2.62,2.62,2.62,2.62,2.62,2.62,2.62,2.62,1.902428571,2.62,2.62,2.62,2.62,2.62,1.902428571,2.62,2.62,1.902428571,2.62,2.62,2.62,2.62,2.62,1.902428571,2.62,2.62,2.62,2.62,2.62,2.62,2.62,2.62,2.62,2.62,1.902428571,2.62,1.902428571,2.62,2.62,1.902428571,1.902428571,1.902428571,2.62,1.902428571,2.62,2.62,2.62,2.62,2.62,2.62,2.62,2.62,2.62,2.62,2.62,1.902428571,2.62,2.62,2.62,2.62,2.62,2.62,2.62,2.62,2.62,2.62,2.62,2.62,2.62,2.62,1.902428571,1.902428571,1.902428571,1.902428571
