ODESSA_NG,WICHITAFALLS_C,WICHITAFALLS_NG,SILVER_NG,SNYDER_NG,ALEDO_NG,GRAHAM_NG,GRANBURY_NG,PALOPINTO_NG,MONAHANS_NG,IRAAN_NG,ODESSA_NG_2,SAVOY_NG,SHERMAN_NG,PARIS_NG,DENTON_NG,POOLVILLE_NG,BRIDGEPORT_NG,BASTROP_NG,MARION_NG,ROCKDALE_C,AUSTIN_NG,CEDARCREEK_NG,NEWBRAUNFELS_NG,MISSION_NG,LAREDO_NG,CHRISTINE_C,PEARSALL_NG,SANANTONIO_NG,FANNIN_C,NURSERY_NG,VICTORIA_NG,POINTCOMFORT_NG,WHARTON_NG,CORPUSCHRISTI_NG,SANTAROSA_C,BROWNSVILLE_NG,BISHOP_NG,GREGORY_NG,CORPUSCHRISTI_NG_3,DALLAS_NG,ENNIS_NG,MIDLOTHIAN_NG,GREENVILLE_NG,MCKINNEY_NG,MTENTERPRISE_NG,MOUNTPLEASANT_C,ARLINGTON_NG,IRVING_C,DALLAS_NG_4,TEMPLE_NG,RIESEL_C,FRANKLIN_C,BREMOND_C,LEWSIVILLE_NG,LAGRANGE_C,WINCHESTER_NG,SANANTONIO_NG_5,SEGUIN_NG,ELMENDORF_NG,PASADENA_NG,BAYTOWN_NG,DEERPARK_NG,LAPORTE_NG,HOUSTON_NG,MONTBELVIEU_NG,FREEPORT_NG,PASADENA_C,CHANNELVIEW_NG,ALVIN_NG,HOUSTON_NG_6,LAPORTE_NG_7,HOUSTON_NG_8,HOUSTON_NG_9,WILLIS_NG,SHIRO_NG,BRYAN_NG,BAYTOWN_NG_10,PASADENA_NG_11,NEWGULF_NG,THOMPSONS_NG,FAIRFIELD_NG,FAIRFIELD_C,JEWETT_C,JACKSONVILLE_C,TRINIDAD_C
2.096666667,1.860588235,2.096666667,2.096666667,2.096666667,2.096666667,2.096666667,2.096666667,2.096666667,2.096666667,2.096666667,2.096666667,2.096666667,2.096666667,2.096666667,2.096666667,2.096666667,2.096666667,2.096666667,2.096666667,1.860588235,2.096666667,2.096666667,2.096666667,2.096666667,2.096666667,1.860588235,2.096666667,2.096666667,1.860588235,2.096666667,2.096666667,2.096666667,2.096666667,2.096666667,1.860588235,2.096666667,2.096666667,2.096666667,2.096666667,2.096666667,2.096666667,2.096666667,2.096666667,2.096666667,2.096666667,1.860588235,2.096666667,1.860588235,2.096666667,2.096666667,1.860588235,1.860588235,1.860588235,2.096666667,1.860588235,2.096666667,2.096666667,2.096666667,2.096666667,2.096666667,2.096666667,2.096666667,2.096666667,2.096666667,2.096666667,2.096666667,1.860588235,2.096666667,2.096666667,2.096666667,2.096666667,2.096666667,2.096666667,2.096666667,2.096666667,2.096666667,2.096666667,2.096666667,2.096666667,2.096666667,2.096666667,1.860588235,1.860588235,1.860588235,1.860588235
2.113333333,1.860588235,2.113333333,2.113333333,2.113333333,2.113333333,2.113333333,2.113333333,2.113333333,2.113333333,2.113333333,2.113333333,2.113333333,2.113333333,2.113333333,2.113333333,2.113333333,2.113333333,2.113333333,2.113333333,1.860588235,2.113333333,2.113333333,2.113333333,2.113333333,2.113333333,1.860588235,2.113333333,2.113333333,1.860588235,2.113333333,2.113333333,2.113333333,2.113333333,2.113333333,1.860588235,2.113333333,2.113333333,2.113333333,2.113333333,2.113333333,2.113333333,2.113333333,2.113333333,2.113333333,2.113333333,1.860588235,2.113333333,1.860588235,2.113333333,2.113333333,1.860588235,1.860588235,1.860588235,2.113333333,1.860588235,2.113333333,2.113333333,2.113333333,2.113333333,2.113333333,2.113333333,2.113333333,2.113333333,2.113333333,2.113333333,2.113333333,1.860588235,2.113333333,2.113333333,2.113333333,2.113333333,2.113333333,2.113333333,2.113333333,2.113333333,2.113333333,2.113333333,2.113333333,2.113333333,2.113333333,2.113333333,1.860588235,1.860588235,1.860588235,1.860588235
2.13,1.860588235,2.13,2.13,2.13,2.13,2.13,2.13,2.13,2.13,2.13,2.13,2.13,2.13,2.13,2.13,2.13,2.13,2.13,2.13,1.860588235,2.13,2.13,2.13,2.13,2.13,1.860588235,2.13,2.13,1.860588235,2.13,2.13,2.13,2.13,2.13,1.860588235,2.13,2.13,2.13,2.13,2.13,2.13,2.13,2.13,2.13,2.13,1.860588235,2.13,1.860588235,2.13,2.13,1.860588235,1.860588235,1.860588235,2.13,1.860588235,2.13,2.13,2.13,2.13,2.13,2.13,2.13,2.13,2.13,2.13,2.13,1.860588235,2.13,2.13,2.13,2.13,2.13,2.13,2.13,2.13,2.13,2.13,2.13,2.13,2.13,2.13,1.860588235,1.860588235,1.860588235,1.860588235
2.21,1.860588235,2.21,2.21,2.21,2.21,2.21,2.21,2.21,2.21,2.21,2.21,2.21,2.21,2.21,2.21,2.21,2.21,2.21,2.21,1.860588235,2.21,2.21,2.21,2.21,2.21,1.860588235,2.21,2.21,1.860588235,2.21,2.21,2.21,2.21,2.21,1.860588235,2.21,2.21,2.21,2.21,2.21,2.21,2.21,2.21,2.21,2.21,1.860588235,2.21,1.860588235,2.21,2.21,1.860588235,1.860588235,1.860588235,2.21,1.860588235,2.21,2.21,2.21,2.21,2.21,2.21,2.21,2.21,2.21,2.21,2.21,1.860588235,2.21,2.21,2.21,2.21,2.21,2.21,2.21,2.21,2.21,2.21,2.21,2.21,2.21,2.21,1.860588235,1.860588235,1.860588235,1.860588235
2.34,1.860588235,2.34,2.34,2.34,2.34,2.34,2.34,2.34,2.34,2.34,2.34,2.34,2.34,2.34,2.34,2.34,2.34,2.34,2.34,1.860588235,2.34,2.34,2.34,2.34,2.34,1.860588235,2.34,2.34,1.860588235,2.34,2.34,2.34,2.34,2.34,1.860588235,2.34,2.34,2.34,2.34,2.34,2.34,2.34,2.34,2.34,2.34,1.860588235,2.34,1.860588235,2.34,2.34,1.860588235,1.860588235,1.860588235,2.34,1.860588235,2.34,2.34,2.34,2.34,2.34,2.34,2.34,2.34,2.34,2.34,2.34,1.860588235,2.34,2.34,2.34,2.34,2.34,2.34,2.34,2.34,2.34,2.34,2.34,2.34,2.34,2.34,1.860588235,1.860588235,1.860588235,1.860588235
2.33,1.860588235,2.33,2.33,2.33,2.33,2.33,2.33,2.33,2.33,2.33,2.33,2.33,2.33,2.33,2.33,2.33,2.33,2.33,2.33,1.860588235,2.33,2.33,2.33,2.33,2.33,1.860588235,2.33,2.33,1.860588235,2.33,2.33,2.33,2.33,2.33,1.860588235,2.33,2.33,2.33,2.33,2.33,2.33,2.33,2.33,2.33,2.33,1.860588235,2.33,1.860588235,2.33,2.33,1.860588235,1.860588235,1.860588235,2.33,1.860588235,2.33,2.33,2.33,2.33,2.33,2.33,2.33,2.33,2.33,2.33,2.33,1.860588235,2.33,2.33,2.33,2.33,2.33,2.33,2.33,2.33,2.33,2.33,2.33,2.33,2.33,2.33,1.860588235,1.860588235,1.860588235,1.860588235
2.26,1.860588235,2.26,2.26,2.26,2.26,2.26,2.26,2.26,2.26,2.26,2.26,2.26,2.26,2.26,2.26,2.26,2.26,2.26,2.26,1.860588235,2.26,2.26,2.26,2.26,2.26,1.860588235,2.26,2.26,1.860588235,2.26,2.26,2.26,2.26,2.26,1.860588235,2.26,2.26,2.26,2.26,2.26,2.26,2.26,2.26,2.26,2.26,1.860588235,2.26,1.860588235,2.26,2.26,1.860588235,1.860588235,1.860588235,2.26,1.860588235,2.26,2.26,2.26,2.26,2.26,2.26,2.26,2.26,2.26,2.26,2.26,1.860588235,2.26,2.26,2.26,2.26,2.26,2.26,2.26,2.26,2.26,2.26,2.26,2.26,2.26,2.26,1.860588235,1.860588235,1.860588235,1.860588235
2.336666667,1.860588235,2.336666667,2.336666667,2.336666667,2.336666667,2.336666667,2.336666667,2.336666667,2.336666667,2.336666667,2.336666667,2.336666667,2.336666667,2.336666667,2.336666667,2.336666667,2.336666667,2.336666667,2.336666667,1.860588235,2.336666667,2.336666667,2.336666667,2.336666667,2.336666667,1.860588235,2.336666667,2.336666667,1.860588235,2.336666667,2.336666667,2.336666667,2.336666667,2.336666667,1.860588235,2.336666667,2.336666667,2.336666667,2.336666667,2.336666667,2.336666667,2.336666667,2.336666667,2.336666667,2.336666667,1.860588235,2.336666667,1.860588235,2.336666667,2.336666667,1.860588235,1.860588235,1.860588235,2.336666667,1.860588235,2.336666667,2.336666667,2.336666667,2.336666667,2.336666667,2.336666667,2.336666667,2.336666667,2.336666667,2.336666667,2.336666667,1.860588235,2.336666667,2.336666667,2.336666667,2.336666667,2.336666667,2.336666667,2.336666667,2.336666667,2.336666667,2.336666667,2.336666667,2.336666667,2.336666667,2.336666667,1.860588235,1.860588235,1.860588235,1.860588235
2.413333333,1.860588235,2.413333333,2.413333333,2.413333333,2.413333333,2.413333333,2.413333333,2.413333333,2.413333333,2.413333333,2.413333333,2.413333333,2.413333333,2.413333333,2.413333333,2.413333333,2.413333333,2.413333333,2.413333333,1.860588235,2.413333333,2.413333333,2.413333333,2.413333333,2.413333333,1.860588235,2.413333333,2.413333333,1.860588235,2.413333333,2.413333333,2.413333333,2.413333333,2.413333333,1.860588235,2.413333333,2.413333333,2.413333333,2.413333333,2.413333333,2.413333333,2.413333333,2.413333333,2.413333333,2.413333333,1.860588235,2.413333333,1.860588235,2.413333333,2.413333333,1.860588235,1.860588235,1.860588235,2.413333333,1.860588235,2.413333333,2.413333333,2.413333333,2.413333333,2.413333333,2.413333333,2.413333333,2.413333333,2.413333333,2.413333333,2.413333333,1.860588235,2.413333333,2.413333333,2.413333333,2.413333333,2.413333333,2.413333333,2.413333333,2.413333333,2.413333333,2.413333333,2.413333333,2.413333333,2.413333333,2.413333333,1.860588235,1.860588235,1.860588235,1.860588235
2.49,1.860588235,2.49,2.49,2.49,2.49,2.49,2.49,2.49,2.49,2.49,2.49,2.49,2.49,2.49,2.49,2.49,2.49,2.49,2.49,1.860588235,2.49,2.49,2.49,2.49,2.49,1.860588235,2.49,2.49,1.860588235,2.49,2.49,2.49,2.49,2.49,1.860588235,2.49,2.49,2.49,2.49,2.49,2.49,2.49,2.49,2.49,2.49,1.860588235,2.49,1.860588235,2.49,2.49,1.860588235,1.860588235,1.860588235,2.49,1.860588235,2.49,2.49,2.49,2.49,2.49,2.49,2.49,2.49,2.49,2.49,2.49,1.860588235,2.49,2.49,2.49,2.49,2.49,2.49,2.49,2.49,2.49,2.49,2.49,2.49,2.49,2.49,1.860588235,1.860588235,1.860588235,1.860588235
2.61,1.860588235,2.61,2.61,2.61,2.61,2.61,2.61,2.61,2.61,2.61,2.61,2.61,2.61,2.61,2.61,2.61,2.61,2.61,2.61,1.860588235,2.61,2.61,2.61,2.61,2.61,1.860588235,2.61,2.61,1.860588235,2.61,2.61,2.61,2.61,2.61,1.860588235,2.61,2.61,2.61,2.61,2.61,2.61,2.61,2.61,2.61,2.61,1.860588235,2.61,1.860588235,2.61,2.61,1.860588235,1.860588235,1.860588235,2.61,1.860588235,2.61,2.61,2.61,2.61,2.61,2.61,2.61,2.61,2.61,2.61,2.61,1.860588235,2.61,2.61,2.61,2.61,2.61,2.61,2.61,2.61,2.61,2.61,2.61,2.61,2.61,2.61,1.860588235,1.860588235,1.860588235,1.860588235
2.71,1.860588235,2.71,2.71,2.71,2.71,2.71,2.71,2.71,2.71,2.71,2.71,2.71,2.71,2.71,2.71,2.71,2.71,2.71,2.71,1.860588235,2.71,2.71,2.71,2.71,2.71,1.860588235,2.71,2.71,1.860588235,2.71,2.71,2.71,2.71,2.71,1.860588235,2.71,2.71,2.71,2.71,2.71,2.71,2.71,2.71,2.71,2.71,1.860588235,2.71,1.860588235,2.71,2.71,1.860588235,1.860588235,1.860588235,2.71,1.860588235,2.71,2.71,2.71,2.71,2.71,2.71,2.71,2.71,2.71,2.71,2.71,1.860588235,2.71,2.71,2.71,2.71,2.71,2.71,2.71,2.71,2.71,2.71,2.71,2.71,2.71,2.71,1.860588235,1.860588235,1.860588235,1.860588235
2.73,1.860588235,2.73,2.73,2.73,2.73,2.73,2.73,2.73,2.73,2.73,2.73,2.73,2.73,2.73,2.73,2.73,2.73,2.73,2.73,1.860588235,2.73,2.73,2.73,2.73,2.73,1.860588235,2.73,2.73,1.860588235,2.73,2.73,2.73,2.73,2.73,1.860588235,2.73,2.73,2.73,2.73,2.73,2.73,2.73,2.73,2.73,2.73,1.860588235,2.73,1.860588235,2.73,2.73,1.860588235,1.860588235,1.860588235,2.73,1.860588235,2.73,2.73,2.73,2.73,2.73,2.73,2.73,2.73,2.73,2.73,2.73,1.860588235,2.73,2.73,2.73,2.73,2.73,2.73,2.73,2.73,2.73,2.73,2.73,2.73,2.73,2.73,1.860588235,1.860588235,1.860588235,1.860588235
2.54,1.805176471,2.54,2.54,2.54,2.54,2.54,2.54,2.54,2.54,2.54,2.54,2.54,2.54,2.54,2.54,2.54,2.54,2.54,2.54,1.805176471,2.54,2.54,2.54,2.54,2.54,1.805176471,2.54,2.54,1.805176471,2.54,2.54,2.54,2.54,2.54,1.805176471,2.54,2.54,2.54,2.54,2.54,2.54,2.54,2.54,2.54,2.54,1.805176471,2.54,1.805176471,2.54,2.54,1.805176471,1.805176471,1.805176471,2.54,1.805176471,2.54,2.54,2.54,2.54,2.54,2.54,2.54,2.54,2.54,2.54,2.54,1.805176471,2.54,2.54,2.54,2.54,2.54,2.54,2.54,2.54,2.54,2.54,2.54,2.54,2.54,2.54,1.805176471,1.805176471,1.805176471,1.805176471
2.616666667,1.805176471,2.616666667,2.616666667,2.616666667,2.616666667,2.616666667,2.616666667,2.616666667,2.616666667,2.616666667,2.616666667,2.616666667,2.616666667,2.616666667,2.616666667,2.616666667,2.616666667,2.616666667,2.616666667,1.805176471,2.616666667,2.616666667,2.616666667,2.616666667,2.616666667,1.805176471,2.616666667,2.616666667,1.805176471,2.616666667,2.616666667,2.616666667,2.616666667,2.616666667,1.805176471,2.616666667,2.616666667,2.616666667,2.616666667,2.616666667,2.616666667,2.616666667,2.616666667,2.616666667,2.616666667,1.805176471,2.616666667,1.805176471,2.616666667,2.616666667,1.805176471,1.805176471,1.805176471,2.616666667,1.805176471,2.616666667,2.616666667,2.616666667,2.616666667,2.616666667,2.616666667,2.616666667,2.616666667,2.616666667,2.616666667,2.616666667,1.805176471,2.616666667,2.616666667,2.616666667,2.616666667,2.616666667,2.616666667,2.616666667,2.616666667,2.616666667,2.616666667,2.616666667,2.616666667,2.616666667,2.616666667,1.805176471,1.805176471,1.805176471,1.805176471
2.693333333,1.805176471,2.693333333,2.693333333,2.693333333,2.693333333,2.693333333,2.693333333,2.693333333,2.693333333,2.693333333,2.693333333,2.693333333,2.693333333,2.693333333,2.693333333,2.693333333,2.693333333,2.693333333,2.693333333,1.805176471,2.693333333,2.693333333,2.693333333,2.693333333,2.693333333,1.805176471,2.693333333,2.693333333,1.805176471,2.693333333,2.693333333,2.693333333,2.693333333,2.693333333,1.805176471,2.693333333,2.693333333,2.693333333,2.693333333,2.693333333,2.693333333,2.693333333,2.693333333,2.693333333,2.693333333,1.805176471,2.693333333,1.805176471,2.693333333,2.693333333,1.805176471,1.805176471,1.805176471,2.693333333,1.805176471,2.693333333,2.693333333,2.693333333,2.693333333,2.693333333,2.693333333,2.693333333,2.693333333,2.693333333,2.693333333,2.693333333,1.805176471,2.693333333,2.693333333,2.693333333,2.693333333,2.693333333,2.693333333,2.693333333,2.693333333,2.693333333,2.693333333,2.693333333,2.693333333,2.693333333,2.693333333,1.805176471,1.805176471,1.805176471,1.805176471
2.77,1.805176471,2.77,2.77,2.77,2.77,2.77,2.77,2.77,2.77,2.77,2.77,2.77,2.77,2.77,2.77,2.77,2.77,2.77,2.77,1.805176471,2.77,2.77,2.77,2.77,2.77,1.805176471,2.77,2.77,1.805176471,2.77,2.77,2.77,2.77,2.77,1.805176471,2.77,2.77,2.77,2.77,2.77,2.77,2.77,2.77,2.77,2.77,1.805176471,2.77,1.805176471,2.77,2.77,1.805176471,1.805176471,1.805176471,2.77,1.805176471,2.77,2.77,2.77,2.77,2.77,2.77,2.77,2.77,2.77,2.77,2.77,1.805176471,2.77,2.77,2.77,2.77,2.77,2.77,2.77,2.77,2.77,2.77,2.77,2.77,2.77,2.77,1.805176471,1.805176471,1.805176471,1.805176471
2.77,1.805176471,2.77,2.77,2.77,2.77,2.77,2.77,2.77,2.77,2.77,2.77,2.77,2.77,2.77,2.77,2.77,2.77,2.77,2.77,1.805176471,2.77,2.77,2.77,2.77,2.77,1.805176471,2.77,2.77,1.805176471,2.77,2.77,2.77,2.77,2.77,1.805176471,2.77,2.77,2.77,2.77,2.77,2.77,2.77,2.77,2.77,2.77,1.805176471,2.77,1.805176471,2.77,2.77,1.805176471,1.805176471,1.805176471,2.77,1.805176471,2.77,2.77,2.77,2.77,2.77,2.77,2.77,2.77,2.77,2.77,2.77,1.805176471,2.77,2.77,2.77,2.77,2.77,2.77,2.77,2.77,2.77,2.77,2.77,2.77,2.77,2.77,1.805176471,1.805176471,1.805176471,1.805176471
2.82,1.805176471,2.82,2.82,2.82,2.82,2.82,2.82,2.82,2.82,2.82,2.82,2.82,2.82,2.82,2.82,2.82,2.82,2.82,2.82,1.805176471,2.82,2.82,2.82,2.82,2.82,1.805176471,2.82,2.82,1.805176471,2.82,2.82,2.82,2.82,2.82,1.805176471,2.82,2.82,2.82,2.82,2.82,2.82,2.82,2.82,2.82,2.82,1.805176471,2.82,1.805176471,2.82,2.82,1.805176471,1.805176471,1.805176471,2.82,1.805176471,2.82,2.82,2.82,2.82,2.82,2.82,2.82,2.82,2.82,2.82,2.82,1.805176471,2.82,2.82,2.82,2.82,2.82,2.82,2.82,2.82,2.82,2.82,2.82,2.82,2.82,2.82,1.805176471,1.805176471,1.805176471,1.805176471
2.84,1.805176471,2.84,2.84,2.84,2.84,2.84,2.84,2.84,2.84,2.84,2.84,2.84,2.84,2.84,2.84,2.84,2.84,2.84,2.84,1.805176471,2.84,2.84,2.84,2.84,2.84,1.805176471,2.84,2.84,1.805176471,2.84,2.84,2.84,2.84,2.84,1.805176471,2.84,2.84,2.84,2.84,2.84,2.84,2.84,2.84,2.84,2.84,1.805176471,2.84,1.805176471,2.84,2.84,1.805176471,1.805176471,1.805176471,2.84,1.805176471,2.84,2.84,2.84,2.84,2.84,2.84,2.84,2.84,2.84,2.84,2.84,1.805176471,2.84,2.84,2.84,2.84,2.84,2.84,2.84,2.84,2.84,2.84,2.84,2.84,2.84,2.84,1.805176471,1.805176471,1.805176471,1.805176471
2.87,1.805176471,2.87,2.87,2.87,2.87,2.87,2.87,2.87,2.87,2.87,2.87,2.87,2.87,2.87,2.87,2.87,2.87,2.87,2.87,1.805176471,2.87,2.87,2.87,2.87,2.87,1.805176471,2.87,2.87,1.805176471,2.87,2.87,2.87,2.87,2.87,1.805176471,2.87,2.87,2.87,2.87,2.87,2.87,2.87,2.87,2.87,2.87,1.805176471,2.87,1.805176471,2.87,2.87,1.805176471,1.805176471,1.805176471,2.87,1.805176471,2.87,2.87,2.87,2.87,2.87,2.87,2.87,2.87,2.87,2.87,2.87,1.805176471,2.87,2.87,2.87,2.87,2.87,2.87,2.87,2.87,2.87,2.87,2.87,2.87,2.87,2.87,1.805176471,1.805176471,1.805176471,1.805176471
2.8325,1.805176471,2.8325,2.8325,2.8325,2.8325,2.8325,2.8325,2.8325,2.8325,2.8325,2.8325,2.8325,2.8325,2.8325,2.8325,2.8325,2.8325,2.8325,2.8325,1.805176471,2.8325,2.8325,2.8325,2.8325,2.8325,1.805176471,2.8325,2.8325,1.805176471,2.8325,2.8325,2.8325,2.8325,2.8325,1.805176471,2.8325,2.8325,2.8325,2.8325,2.8325,2.8325,2.8325,2.8325,2.8325,2.8325,1.805176471,2.8325,1.805176471,2.8325,2.8325,1.805176471,1.805176471,1.805176471,2.8325,1.805176471,2.8325,2.8325,2.8325,2.8325,2.8325,2.8325,2.8325,2.8325,2.8325,2.8325,2.8325,1.805176471,2.8325,2.8325,2.8325,2.8325,2.8325,2.8325,2.8325,2.8325,2.8325,2.8325,2.8325,2.8325,2.8325,2.8325,1.805176471,1.805176471,1.805176471,1.805176471
2.795,1.805176471,2.795,2.795,2.795,2.795,2.795,2.795,2.795,2.795,2.795,2.795,2.795,2.795,2.795,2.795,2.795,2.795,2.795,2.795,1.805176471,2.795,2.795,2.795,2.795,2.795,1.805176471,2.795,2.795,1.805176471,2.795,2.795,2.795,2.795,2.795,1.805176471,2.795,2.795,2.795,2.795,2.795,2.795,2.795,2.795,2.795,2.795,1.805176471,2.795,1.805176471,2.795,2.795,1.805176471,1.805176471,1.805176471,2.795,1.805176471,2.795,2.795,2.795,2.795,2.795,2.795,2.795,2.795,2.795,2.795,2.795,1.805176471,2.795,2.795,2.795,2.795,2.795,2.795,2.795,2.795,2.795,2.795,2.795,2.795,2.795,2.795,1.805176471,1.805176471,1.805176471,1.805176471
2.7575,1.805176471,2.7575,2.7575,2.7575,2.7575,2.7575,2.7575,2.7575,2.7575,2.7575,2.7575,2.7575,2.7575,2.7575,2.7575,2.7575,2.7575,2.7575,2.7575,1.805176471,2.7575,2.7575,2.7575,2.7575,2.7575,1.805176471,2.7575,2.7575,1.805176471,2.7575,2.7575,2.7575,2.7575,2.7575,1.805176471,2.7575,2.7575,2.7575,2.7575,2.7575,2.7575,2.7575,2.7575,2.7575,2.7575,1.805176471,2.7575,1.805176471,2.7575,2.7575,1.805176471,1.805176471,1.805176471,2.7575,1.805176471,2.7575,2.7575,2.7575,2.7575,2.7575,2.7575,2.7575,2.7575,2.7575,2.7575,2.7575,1.805176471,2.7575,2.7575,2.7575,2.7575,2.7575,2.7575,2.7575,2.7575,2.7575,2.7575,2.7575,2.7575,2.7575,2.7575,1.805176471,1.805176471,1.805176471,1.805176471
2.72,1.805176471,2.72,2.72,2.72,2.72,2.72,2.72,2.72,2.72,2.72,2.72,2.72,2.72,2.72,2.72,2.72,2.72,2.72,2.72,1.805176471,2.72,2.72,2.72,2.72,2.72,1.805176471,2.72,2.72,1.805176471,2.72,2.72,2.72,2.72,2.72,1.805176471,2.72,2.72,2.72,2.72,2.72,2.72,2.72,2.72,2.72,2.72,1.805176471,2.72,1.805176471,2.72,2.72,1.805176471,1.805176471,1.805176471,2.72,1.805176471,2.72,2.72,2.72,2.72,2.72,2.72,2.72,2.72,2.72,2.72,2.72,1.805176471,2.72,2.72,2.72,2.72,2.72,2.72,2.72,2.72,2.72,2.72,2.72,2.72,2.72,2.72,1.805176471,1.805176471,1.805176471,1.805176471
2.66,1.805176471,2.66,2.66,2.66,2.66,2.66,2.66,2.66,2.66,2.66,2.66,2.66,2.66,2.66,2.66,2.66,2.66,2.66,2.66,1.805176471,2.66,2.66,2.66,2.66,2.66,1.805176471,2.66,2.66,1.805176471,2.66,2.66,2.66,2.66,2.66,1.805176471,2.66,2.66,2.66,2.66,2.66,2.66,2.66,2.66,2.66,2.66,1.805176471,2.66,1.805176471,2.66,2.66,1.805176471,1.805176471,1.805176471,2.66,1.805176471,2.66,2.66,2.66,2.66,2.66,2.66,2.66,2.66,2.66,2.66,2.66,1.805176471,2.66,2.66,2.66,2.66,2.66,2.66,2.66,2.66,2.66,2.66,2.66,2.66,2.66,2.66,1.805176471,1.805176471,1.805176471,1.805176471
2.68,1.805176471,2.68,2.68,2.68,2.68,2.68,2.68,2.68,2.68,2.68,2.68,2.68,2.68,2.68,2.68,2.68,2.68,2.68,2.68,1.805176471,2.68,2.68,2.68,2.68,2.68,1.805176471,2.68,2.68,1.805176471,2.68,2.68,2.68,2.68,2.68,1.805176471,2.68,2.68,2.68,2.68,2.68,2.68,2.68,2.68,2.68,2.68,1.805176471,2.68,1.805176471,2.68,2.68,1.805176471,1.805176471,1.805176471,2.68,1.805176471,2.68,2.68,2.68,2.68,2.68,2.68,2.68,2.68,2.68,2.68,2.68,1.805176471,2.68,2.68,2.68,2.68,2.68,2.68,2.68,2.68,2.68,2.68,2.68,2.68,2.68,2.68,1.805176471,1.805176471,1.805176471,1.805176471
2.7,1.805176471,2.7,2.7,2.7,2.7,2.7,2.7,2.7,2.7,2.7,2.7,2.7,2.7,2.7,2.7,2.7,2.7,2.7,2.7,1.805176471,2.7,2.7,2.7,2.7,2.7,1.805176471,2.7,2.7,1.805176471,2.7,2.7,2.7,2.7,2.7,1.805176471,2.7,2.7,2.7,2.7,2.7,2.7,2.7,2.7,2.7,2.7,1.805176471,2.7,1.805176471,2.7,2.7,1.805176471,1.805176471,1.805176471,2.7,1.805176471,2.7,2.7,2.7,2.7,2.7,2.7,2.7,2.7,2.7,2.7,2.7,1.805176471,2.7,2.7,2.7,2.7,2.7,2.7,2.7,2.7,2.7,2.7,2.7,2.7,2.7,2.7,1.805176471,1.805176471,1.805176471,1.805176471
2.68,1.805176471,2.68,2.68,2.68,2.68,2.68,2.68,2.68,2.68,2.68,2.68,2.68,2.68,2.68,2.68,2.68,2.68,2.68,2.68,1.805176471,2.68,2.68,2.68,2.68,2.68,1.805176471,2.68,2.68,1.805176471,2.68,2.68,2.68,2.68,2.68,1.805176471,2.68,2.68,2.68,2.68,2.68,2.68,2.68,2.68,2.68,2.68,1.805176471,2.68,1.805176471,2.68,2.68,1.805176471,1.805176471,1.805176471,2.68,1.805176471,2.68,2.68,2.68,2.68,2.68,2.68,2.68,2.68,2.68,2.68,2.68,1.805176471,2.68,2.68,2.68,2.68,2.68,2.68,2.68,2.68,2.68,2.68,2.68,2.68,2.68,2.68,1.805176471,1.805176471,1.805176471,1.805176471
2.66,1.805176471,2.66,2.66,2.66,2.66,2.66,2.66,2.66,2.66,2.66,2.66,2.66,2.66,2.66,2.66,2.66,2.66,2.66,2.66,1.805176471,2.66,2.66,2.66,2.66,2.66,1.805176471,2.66,2.66,1.805176471,2.66,2.66,2.66,2.66,2.66,1.805176471,2.66,2.66,2.66,2.66,2.66,2.66,2.66,2.66,2.66,2.66,1.805176471,2.66,1.805176471,2.66,2.66,1.805176471,1.805176471,1.805176471,2.66,1.805176471,2.66,2.66,2.66,2.66,2.66,2.66,2.66,2.66,2.66,2.66,2.66,1.805176471,2.66,2.66,2.66,2.66,2.66,2.66,2.66,2.66,2.66,2.66,2.66,2.66,2.66,2.66,1.805176471,1.805176471,1.805176471,1.805176471
2.64,1.805176471,2.64,2.64,2.64,2.64,2.64,2.64,2.64,2.64,2.64,2.64,2.64,2.64,2.64,2.64,2.64,2.64,2.64,2.64,1.805176471,2.64,2.64,2.64,2.64,2.64,1.805176471,2.64,2.64,1.805176471,2.64,2.64,2.64,2.64,2.64,1.805176471,2.64,2.64,2.64,2.64,2.64,2.64,2.64,2.64,2.64,2.64,1.805176471,2.64,1.805176471,2.64,2.64,1.805176471,1.805176471,1.805176471,2.64,1.805176471,2.64,2.64,2.64,2.64,2.64,2.64,2.64,2.64,2.64,2.64,2.64,1.805176471,2.64,2.64,2.64,2.64,2.64,2.64,2.64,2.64,2.64,2.64,2.64,2.64,2.64,2.64,1.805176471,1.805176471,1.805176471,1.805176471
2.53,1.805176471,2.53,2.53,2.53,2.53,2.53,2.53,2.53,2.53,2.53,2.53,2.53,2.53,2.53,2.53,2.53,2.53,2.53,2.53,1.805176471,2.53,2.53,2.53,2.53,2.53,1.805176471,2.53,2.53,1.805176471,2.53,2.53,2.53,2.53,2.53,1.805176471,2.53,2.53,2.53,2.53,2.53,2.53,2.53,2.53,2.53,2.53,1.805176471,2.53,1.805176471,2.53,2.53,1.805176471,1.805176471,1.805176471,2.53,1.805176471,2.53,2.53,2.53,2.53,2.53,2.53,2.53,2.53,2.53,2.53,2.53,1.805176471,2.53,2.53,2.53,2.53,2.53,2.53,2.53,2.53,2.53,2.53,2.53,2.53,2.53,2.53,1.805176471,1.805176471,1.805176471,1.805176471
