Node,Time,Value
bus_1070,20,0.0
bus_1070,21,0.0
bus_1070,22,0.0
bus_1070,23,0.0
bus_1070,24,0.0
bus_1081,1,0.0
bus_1081,2,0.0
bus_1081,3,0.0
bus_1081,4,0.0
bus_1081,5,0.0
bus_1081,6,0.0
bus_1081,7,0.0
bus_1081,8,0.0
bus_1081,9,0.0
bus_1081,10,0.0
bus_1081,11,0.0
bus_1081,12,0.0
bus_1081,13,0.0
bus_1081,14,0.0
bus_1081,15,0.0
bus_1081,16,0.0
bus_1081,17,0.0
bus_1081,18,0.0
bus_1081,19,0.0
bus_1081,20,0.0
bus_1081,21,0.0
bus_1081,22,0.0
bus_1081,23,0.0
bus_1081,24,0.0
bus_1082,1,0.0
bus_1082,2,0.0
bus_1082,3,0.0
bus_1082,4,0.0
bus_1082,5,0.0
bus_1082,6,0.0
bus_1082,7,0.0
bus_1082,8,0.0
bus_1082,9,0.0
bus_1082,10,0.0
bus_1082,11,0.0
bus_1082,12,0.0
bus_1082,13,0.0
bus_1082,14,0.0
bus_1082,15,0.0
bus_1082,16,0.0
bus_1082,17,0.0
bus_1082,18,0.0
bus_1082,19,0.0
bus_1082,20,0.0
bus_1082,21,0.0
bus_1082,22,0.0
bus_1082,23,0.0
bus_1082,24,0.0
bus_1090,1,0.0
bus_1090,2,0.0
bus_1090,3,0.0
bus_1090,4,0.0
bus_1090,5,0.0
bus_1090,6,0.0
bus_1090,7,0.0
bus_1090,8,0.0
bus_1090,9,0.0
bus_1090,10,0.0
bus_1090,11,0.0
bus_1090,12,0.0
bus_1090,13,0.0
bus_1090,14,0.0
bus_1090,15,0.0
bus_1090,16,0.0
bus_1090,17,0.0
bus_1090,18,0.0
bus_1090,19,0.0
bus_1090,20,0.0
bus_1090,21,0.0
bus_1090,22,0.0
bus_1090,23,0.0
bus_1090,24,0.0
bus_2001,1,0.0
bus_2001,2,0.0
bus_2001,3,0.0
bus_2001,4,0.0
bus_2001,5,0.0
bus_2001,6,0.0
bus_2001,7,0.0
bus_2001,8,0.0
bus_2001,9,0.0
bus_2001,10,0.0
bus_2001,11,0.0
bus_2001,12,0.0
bus_2001,13,0.0
bus_2001,14,0.0
bus_2001,15,0.0
bus_2001,16,0.0
bus_2001,17,0.0
bus_2001,18,0.0
bus_2001,19,0.0
bus_2001,20,0.0
bus_2001,21,0.0
bus_2001,22,0.0
bus_2001,23,0.0
bus_2001,24,0.0
bus_2004,1,0.0
bus_2004,2,0.0
bus_2004,3,0.0
bus_2004,4,0.0
bus_2004,5,0.0
bus_2004,6,0.0
bus_2004,7,0.0
bus_2004,8,0.0
bus_2004,9,0.0
bus_2004,10,0.0
bus_2004,11,0.0
bus_2004,12,0.0
bus_2004,13,0.0
bus_2004,14,0.0
bus_2004,15,0.0
bus_2004,16,0.0
bus_2004,17,0.0
bus_2004,18,0.0
bus_2004,19,0.0
bus_2004,20,0.0
bus_2004,21,0.0
bus_2004,22,0.0
bus_2004,23,0.0
bus_2004,24,0.0
bus_2008,1,0.0
bus_2008,2,0.0
bus_2008,3,0.0
bus_2008,4,0.0
bus_2008,5,0.0
bus_2008,6,0.0
bus_2008,7,0.0
bus_2008,8,0.0
bus_2008,9,0.0
bus_2008,10,0.0
bus_2008,11,0.0
bus_2008,12,0.0
bus_2008,13,0.0
bus_2008,14,0.0
bus_2008,15,0.0
bus_2008,16,0.0
bus_2008,17,0.0
bus_2008,18,0.0
bus_2008,19,0.0
bus_2008,20,0.0
bus_2008,21,0.0
bus_2008,22,0.0
bus_2008,23,0.0
bus_2008,24,0.0
bus_2019,1,0.0
bus_2019,2,0.0
bus_2019,3,0.0
bus_2019,4,0.0
bus_2019,5,0.0
bus_2019,6,0.0
bus_2019,7,0.0
bus_2019,8,0.0
bus_2019,9,0.0
bus_2019,10,0.0
bus_2019,11,0.0
bus_2019,12,0.0
bus_2019,13,0.0
bus_2019,14,0.0
bus_2019,15,0.0
bus_2019,16,0.0
bus_2019,17,0.0
bus_2019,18,0.0
bus_2019,19,0.0
bus_2019,20,0.0
bus_2019,21,0.0
bus_2019,22,0.0
bus_2019,23,0.0
bus_2019,24,0.0
bus_2057,1,0.0
bus_2057,2,0.0
bus_2057,3,0.0
bus_2057,4,0.0
bus_2057,5,0.0
bus_2057,6,0.0
bus_2057,7,0.0
bus_2057,8,0.0
bus_2057,9,0.0
bus_2057,10,0.0
bus_2057,11,0.0
bus_2057,12,0.0
bus_2057,13,0.0
bus_2057,14,0.0
bus_2057,15,0.0
bus_2057,16,0.0
bus_2057,17,0.0
bus_2057,18,0.0
bus_2057,19,0.0
bus_2057,20,0.0
bus_2057,21,0.0
bus_2057,22,0.0
bus_2057,23,0.0
bus_2057,24,0.0
bus_2071,1,0.0
bus_2071,2,0.0
bus_2071,3,0.0
bus_2071,4,0.0
bus_2071,5,0.0
bus_2071,6,0.0
bus_2071,7,0.0
bus_2071,8,0.0
bus_2071,9,0.0
bus_2071,10,0.0
bus_2071,11,0.0
bus_2071,12,0.0
bus_2071,13,0.0
bus_2071,14,0.0
bus_2071,15,0.0
bus_2071,16,0.0
bus_2071,17,0.0
bus_2071,18,0.0
bus_2071,19,0.0
bus_2071,20,0.0
bus_2071,21,0.0
bus_2071,22,0.0
bus_2071,23,0.0
bus_2071,24,0.0
bus_2103,1,0.0
bus_2103,2,0.0
bus_2103,3,0.0
bus_2103,4,0.0
bus_2103,5,0.0
bus_2103,6,0.0
bus_2103,7,0.0
bus_2103,8,0.0
bus_2103,9,0.0
bus_2103,10,0.0
bus_2103,11,0.0
bus_2103,12,0.0
bus_2103,13,0.0
bus_2103,14,0.0
bus_2103,15,0.0
bus_2103,16,0.0
bus_2103,17,0.0
bus_2103,18,0.0
bus_2103,19,0.0
bus_2103,20,0.0
bus_2103,21,0.0
bus_2103,22,0.0
bus_2103,23,0.0
bus_2103,24,0.0
bus_2115,1,0.0
bus_2115,2,0.0
bus_2115,3,0.0
bus_2115,4,0.0
bus_2115,5,0.0
bus_2115,6,0.0
bus_2115,7,0.0
bus_2115,8,0.0
bus_2115,9,0.0
bus_2115,10,0.0
bus_2115,11,0.0
bus_2115,12,0.0
bus_2115,13,0.0
bus_2115,14,0.0
bus_2115,15,0.0
bus_2115,16,0.0
bus_2115,17,0.0
bus_2115,18,0.0
bus_2115,19,0.0
bus_2115,20,0.0
bus_2115,21,0.0
bus_2115,22,0.0
bus_2115,23,0.0
bus_2115,24,0.0
bus_2127,1,0.0
bus_2127,2,0.0
bus_2127,3,0.0
bus_2127,4,0.0
bus_2127,5,0.0
bus_2127,6,0.0
bus_2127,7,0.0
bus_2127,8,0.0
bus_2127,9,0.0
bus_2127,10,0.0
bus_2127,11,0.0
bus_2127,12,0.0
bus_2127,13,0.0
bus_2127,14,0.0
bus_2127,15,0.0
bus_2127,16,0.0
bus_2127,17,0.0
bus_2127,18,0.0
bus_2127,19,0.0
bus_2127,20,0.0
bus_2127,21,0.0
bus_2127,22,0.0
bus_2127,23,0.0
bus_2127,24,0.0
bus_3002,1,0.0
bus_3002,2,0.0
bus_3002,3,0.0
bus_3002,4,0.0
bus_3002,5,0.0
bus_3002,6,0.0
bus_3002,7,0.0
bus_3002,8,0.0
bus_3002,9,0.0
bus_3002,10,0.0
bus_3002,11,0.0
bus_3002,12,0.0
bus_3002,13,0.0
bus_3002,14,0.0
bus_3002,15,0.0
bus_3002,16,0.0
bus_3002,17,0.0
bus_3002,18,0.0
bus_3002,19,0.0
bus_3002,20,0.0
bus_3002,21,0.0
bus_3002,22,0.0
bus_3002,23,0.0
bus_3002,24,0.0
bus_3006,1,0.0
bus_3006,2,0.0
bus_3006,3,0.0
bus_3006,4,0.0
bus_3006,5,0.0
bus_3006,6,0.0
bus_3006,7,0.0
bus_3006,8,0.0
bus_3006,9,0.0
bus_3006,10,0.0
bus_3006,11,0.0
bus_3006,12,0.0
bus_3006,13,0.0
bus_3006,14,0.0
bus_3006,15,0.0
bus_3006,16,0.0
bus_3006,17,0.0
bus_3006,18,0.0
bus_3006,19,0.0
bus_3006,20,0.0
bus_3006,21,0.0
bus_3006,22,0.0
bus_3006,23,0.0
bus_3006,24,0.0
bus_3028,1,0.0
bus_3028,2,0.0
bus_3028,3,0.0
bus_3028,4,0.0
bus_3028,5,0.0
bus_3028,6,0.0
bus_3028,7,0.0
bus_3028,8,0.0
bus_3028,9,0.0
bus_3028,10,0.0
bus_3028,11,0.0
bus_3028,12,0.0
bus_3028,13,0.0
bus_3028,14,0.0
bus_3028,15,0.0
bus_3028,16,0.0
bus_3028,17,0.0
bus_3028,18,0.0
bus_3028,19,0.0
bus_3028,20,0.0
bus_3028,21,0.0
bus_3028,22,0.0
bus_3028,23,0.0
bus_3028,24,0.0
bus_3030,1,0.0
bus_3030,2,0.0
bus_3030,3,0.0
bus_3030,4,0.0
bus_3030,5,0.0
bus_3030,6,0.0
bus_3030,7,0.0
bus_3030,8,0.0
bus_3030,9,0.0
bus_3030,10,0.0
bus_3030,11,0.0
bus_3030,12,0.0
bus_3030,13,0.0
bus_3030,14,0.0
bus_3030,15,0.0
bus_3030,16,0.0
bus_3030,17,0.0
bus_3030,18,0.0
bus_3030,19,0.0
bus_3030,20,0.0
bus_3030,21,0.0
bus_3030,22,0.0
bus_3030,23,0.0
bus_3030,24,0.0
bus_3034,1,0.0
bus_3034,2,0.0
bus_3034,3,0.0
bus_3034,4,0.0
bus_3034,5,0.0
bus_3034,6,0.0
bus_3034,7,0.0
bus_3034,8,0.0
bus_3034,9,0.0
bus_3034,10,0.0
bus_3034,11,0.0
bus_3034,12,0.0
bus_3034,13,0.0
bus_3034,14,0.0
bus_3034,15,0.0
bus_3034,16,0.0
bus_3034,17,0.0
bus_3034,18,0.0
bus_3034,19,0.0
bus_3034,20,0.0
bus_3034,21,0.0
bus_3034,22,0.0
bus_3034,23,0.0
bus_3034,24,0.0
bus_3045,1,0.0
bus_3045,2,0.0
bus_3045,3,0.0
bus_3045,4,0.0
bus_3045,5,0.0
bus_3045,6,0.0
bus_3045,7,0.0
bus_3045,8,0.0
bus_3045,9,0.0
bus_3045,10,0.0
bus_3045,11,0.0
bus_3045,12,0.0
bus_3045,13,0.0
bus_3045,14,0.0
bus_3045,15,0.0
bus_3045,16,0.0
bus_3045,17,0.0
bus_3045,18,0.0
bus_3045,19,0.0
bus_3045,20,0.0
bus_3045,21,0.0
bus_3045,22,0.0
bus_3045,23,0.0
bus_3045,24,0.0
bus_3048,1,0.0
bus_3048,2,0.0
bus_3048,3,0.0
bus_3048,4,0.0
bus_3048,5,0.0
bus_3048,6,0.0
bus_3048,7,0.0
bus_3048,8,0.0
bus_3048,9,0.0
bus_3048,10,0.0
bus_3048,11,0.0
bus_3048,12,0.0
bus_3048,13,0.0
bus_3048,14,0.0
bus_3048,15,0.0
bus_3048,16,0.0
bus_3048,17,0.0
bus_3048,18,0.0
bus_3048,19,0.0
bus_3048,20,0.0
bus_3048,21,0.0
bus_3048,22,0.0
bus_3048,23,0.0
bus_3048,24,0.0
bus_3051,1,0.0
bus_3051,2,0.0
bus_3051,3,0.0
bus_3051,4,0.0
bus_3051,5,0.0
bus_3051,6,0.0
bus_3051,7,0.0
bus_3051,8,0.0
bus_3051,9,0.0
bus_3051,10,0.0
bus_3051,11,0.0
bus_3051,12,0.0
bus_3051,13,0.0
bus_3051,14,0.0
bus_3051,15,0.0
bus_3051,16,0.0
bus_3051,17,0.0
bus_3051,18,0.0
bus_3051,19,0.0
bus_3051,20,0.0
bus_3051,21,0.0
bus_3051,22,0.0
bus_3051,23,0.0
bus_3051,24,0.0
bus_3055,1,0.0
bus_3055,2,0.0
bus_3055,3,0.0
bus_3055,4,0.0
bus_3055,5,0.0
bus_3055,6,0.0
bus_3055,7,0.0
bus_3055,8,0.0
bus_3055,9,0.0
bus_3055,10,0.0
bus_3055,11,0.0
bus_3055,12,0.0
bus_3055,13,0.0
bus_3055,14,0.0
bus_3055,15,0.0
bus_3055,16,0.0
bus_3055,17,0.0
bus_3055,18,0.0
bus_3055,19,0.0
bus_3055,20,0.0
bus_3055,21,0.0
bus_3055,22,0.0
bus_3055,23,0.0
bus_3055,24,0.0
bus_3060,1,0.0
bus_3060,2,0.0
bus_3060,3,0.0
bus_3060,4,0.0
bus_3060,5,0.0
bus_3060,6,0.0
bus_3060,7,0.0
bus_3060,8,0.0
bus_3060,9,0.0
bus_3060,10,0.0
bus_3060,11,0.0
bus_3060,12,0.0
bus_3060,13,0.0
bus_3060,14,0.0
bus_3060,15,0.0
bus_3060,16,0.0
bus_3060,17,0.0
bus_3060,18,0.0
bus_3060,19,0.0
bus_3060,20,0.0
bus_3060,21,0.0
bus_3060,22,0.0
bus_3060,23,0.0
bus_3060,24,0.0
bus_3081,1,0.0
bus_3081,2,0.0
bus_3081,3,0.0
bus_3081,4,0.0
bus_3081,5,0.0
bus_3081,6,0.0
bus_3081,7,0.0
bus_3081,8,0.0
bus_3081,9,0.0
bus_3081,10,0.0
bus_3081,11,0.0
bus_3081,12,0.0
bus_3081,13,0.0
bus_3081,14,0.0
bus_3081,15,0.0
bus_3081,16,0.0
bus_3081,17,0.0
bus_3081,18,0.0
bus_3081,19,0.0
bus_3081,20,0.0
bus_3081,21,0.0
bus_3081,22,0.0
bus_3081,23,0.0
bus_3081,24,0.0
bus_3084,1,0.0
bus_3084,2,0.0
bus_3084,3,0.0
bus_3084,4,0.0
bus_3084,5,0.0
bus_3084,6,0.0
bus_3084,7,0.0
bus_3084,8,0.0
bus_3084,9,0.0
bus_3084,10,0.0
bus_3084,11,0.0
bus_3084,12,0.0
bus_3084,13,0.0
bus_3084,14,0.0
bus_3084,15,0.0
bus_3084,16,0.0
bus_3084,17,0.0
bus_3084,18,0.0
bus_3084,19,0.0
bus_3084,20,0.0
bus_3084,21,0.0
bus_3084,22,0.0
bus_3084,23,0.0
bus_3084,24,0.0
bus_3098,1,0.0
bus_3098,2,0.0
bus_3098,3,0.0
bus_3098,4,0.0
bus_3098,5,0.0
bus_3098,6,0.0
bus_3098,7,0.0
bus_3098,8,0.0
bus_3098,9,0.0
bus_3098,10,0.0
bus_3098,11,0.0
bus_3098,12,0.0
bus_3098,13,0.0
bus_3098,14,0.0
bus_3098,15,0.0
bus_3098,16,0.0
bus_3098,17,0.0
bus_3098,18,0.0
bus_3098,19,0.0
bus_3098,20,0.0
bus_3098,21,0.0
bus_3098,22,0.0
bus_3098,23,0.0
bus_3098,24,0.0
bus_3106,1,0.0
bus_3106,2,0.0
bus_3106,3,0.0
bus_3106,4,0.0
bus_3106,5,0.0
bus_3106,6,0.0
bus_3106,7,0.0
bus_3106,8,0.0
bus_3106,9,0.0
bus_3106,10,0.0
bus_3106,11,0.0
bus_3106,12,0.0
bus_3106,13,0.0
bus_3106,14,0.0
bus_3106,15,0.0
bus_3106,16,0.0
bus_3106,17,0.0
bus_3106,18,0.0
bus_3106,19,0.0
bus_3106,20,0.0
bus_3106,21,0.0
bus_3106,22,0.0
bus_3106,23,0.0
bus_3106,24,0.0
bus_3118,1,0.0
bus_3118,2,0.0
bus_3118,3,0.0
bus_3118,4,0.0
bus_3118,5,0.0
bus_3118,6,0.0
bus_3118,7,0.0
bus_3118,8,0.0
bus_3118,9,0.0
bus_3118,10,0.0
bus_3118,11,0.0
bus_3118,12,0.0
bus_3118,13,0.0
bus_3118,14,0.0
bus_3118,15,0.0
bus_3118,16,0.0
bus_3118,17,0.0
bus_3118,18,0.0
bus_3118,19,0.0
bus_3118,20,0.0
bus_3118,21,0.0
bus_3118,22,0.0
bus_3118,23,0.0
bus_3118,24,0.0
bus_3127,1,0.0
bus_3127,2,0.0
bus_3127,3,0.0
bus_3127,4,0.0
bus_3127,5,0.0
bus_3127,6,0.0
bus_3127,7,0.0
bus_3127,8,0.0
bus_3127,9,0.0
bus_3127,10,0.0
bus_3127,11,0.0
bus_3127,12,0.0
bus_3127,13,0.0
bus_3127,14,0.0
bus_3127,15,0.0
bus_3127,16,0.0
bus_3127,17,0.0
bus_3127,18,0.0
bus_3127,19,0.0
bus_3127,20,0.0
bus_3127,21,0.0
bus_3127,22,0.0
bus_3127,23,0.0
bus_3127,24,0.0
bus_4002,1,0.0
bus_4002,2,0.0
bus_4002,3,0.0
bus_4002,4,0.0
bus_4002,5,0.0
bus_4002,6,0.0
bus_4002,7,0.0
bus_4002,8,0.0
bus_4002,9,0.0
bus_4002,10,0.0
bus_4002,11,0.0
bus_4002,12,0.0
bus_4002,13,0.0
bus_4002,14,0.0
bus_4002,15,0.0
bus_4002,16,0.0
bus_4002,17,0.0
bus_4002,18,0.0
bus_4002,19,0.0
bus_4002,20,0.0
bus_4002,21,0.0
bus_4002,22,0.0
bus_4002,23,0.0
bus_4002,24,0.0
bus_4003,1,0.0
bus_4003,2,0.0
bus_4003,3,0.0
bus_4003,4,0.0
bus_4003,5,0.0
bus_4003,6,0.0
bus_4003,7,0.0
bus_4003,8,0.0
bus_4003,9,0.0
bus_4003,10,0.0
bus_4003,11,0.0
bus_4003,12,0.0
bus_4003,13,0.0
bus_4003,14,0.0
bus_4003,15,0.0
bus_4003,16,0.0
bus_4003,17,0.0
bus_4003,18,0.0
bus_4003,19,0.0
bus_4003,20,0.0
bus_4003,21,0.0
bus_4003,22,0.0
bus_4003,23,0.0
bus_4003,24,0.0
bus_4005,1,0.0
bus_4005,2,0.0
bus_4005,3,0.0
bus_4005,4,0.0
bus_4005,5,0.0
bus_4005,6,0.0
bus_4005,7,0.0
bus_4005,8,0.0
bus_4005,9,0.0
bus_4005,10,0.0
bus_4005,11,0.0
bus_4005,12,0.0
bus_4005,13,0.0
bus_4005,14,0.0
bus_4005,15,0.0
bus_4005,16,0.0
bus_4005,17,0.0
bus_4005,18,0.0
bus_4005,19,0.0
bus_4005,20,0.0
bus_4005,21,0.0
bus_4005,22,0.0
bus_4005,23,0.0
bus_4005,24,0.0
bus_4007,1,0.0
bus_4007,2,0.0
bus_4007,3,0.0
bus_4007,4,0.0
bus_4007,5,0.0
bus_4007,6,0.0
bus_4007,7,0.0
bus_4007,8,0.0
bus_4007,9,0.0
bus_4007,10,0.0
bus_4007,11,0.0
bus_4007,12,0.0
bus_4007,13,0.0
bus_4007,14,0.0
bus_4007,15,0.0
bus_4007,16,0.0
bus_4007,17,0.0
bus_4007,18,0.0
bus_4007,19,0.0
bus_4007,20,0.0
bus_4007,21,0.0
bus_4007,22,0.0
bus_4007,23,0.0
bus_4007,24,0.0
bus_4010,1,0.0
bus_4010,2,0.0
bus_4010,3,0.0
bus_4010,4,0.0
bus_4010,5,0.0
bus_4010,6,0.0
bus_4010,7,0.0
bus_4010,8,0.0
bus_4010,9,0.0
bus_4010,10,0.0
bus_4010,11,0.0
bus_4010,12,0.0
bus_4010,13,0.0
bus_4010,14,0.0
bus_4010,15,0.0
bus_4010,16,0.0
bus_4010,17,0.0
bus_4010,18,0.0
bus_4010,19,0.0
bus_4010,20,0.0
bus_4010,21,0.0
bus_4010,22,0.0
bus_4010,23,0.0
bus_4010,24,0.0
bus_4015,1,0.0
bus_4015,2,0.0
bus_4015,3,0.0
bus_4015,4,0.0
bus_4015,5,0.0
bus_4015,6,0.0
bus_4015,7,0.0
bus_4015,8,0.0
bus_4015,9,0.0
bus_4015,10,0.0
bus_4015,11,0.0
bus_4015,12,0.0
bus_4015,13,0.0
bus_4015,14,0.0
bus_4015,15,0.0
bus_4015,16,0.0
bus_4015,17,0.0
bus_4015,18,0.0
bus_4015,19,0.0
bus_4015,20,0.0
bus_4015,21,0.0
bus_4015,22,0.0
bus_4015,23,0.0
bus_4015,24,0.0
bus_4017,1,0.0
bus_4017,2,0.0
bus_4017,3,0.0
bus_4017,4,0.0
bus_4017,5,0.0
bus_4017,6,0.0
bus_4017,7,0.0
bus_4017,8,0.0
bus_4017,9,0.0
bus_4017,10,0.0
bus_4017,11,0.0
bus_4017,12,0.0
bus_4017,13,0.0
bus_4017,14,0.0
bus_4017,15,0.0
bus_4017,16,0.0
bus_4017,17,0.0
bus_4017,18,0.0
bus_4017,19,0.0
bus_4017,20,0.0
bus_4017,21,0.0
bus_4017,22,0.0
bus_4017,23,0.0
bus_4017,24,0.0
bus_4019,1,0.0
bus_4019,2,0.0
bus_4019,3,0.0
bus_4019,4,0.0
bus_4019,5,0.0
bus_4019,6,0.0
bus_4019,7,0.0
bus_4019,8,0.0
bus_4019,9,0.0
bus_4019,10,0.0
bus_4019,11,0.0
bus_4019,12,0.0
bus_4019,13,0.0
bus_4019,14,0.0
bus_4019,15,0.0
bus_4019,16,0.0
bus_4019,17,0.0
bus_4019,18,0.0
bus_4019,19,0.0
bus_4019,20,0.0
bus_4019,21,0.0
bus_4019,22,0.0
bus_4019,23,0.0
bus_4019,24,0.0
bus_4020,1,0.0
bus_4020,2,0.0
bus_4020,3,0.0
bus_4020,4,0.0
bus_4020,5,0.0
bus_4020,6,0.0
bus_4020,7,0.0
bus_4020,8,0.0
bus_4020,9,0.0
bus_4020,10,0.0
bus_4020,11,0.0
bus_4020,12,0.0
bus_4020,13,0.0
bus_4020,14,0.0
bus_4020,15,0.0
bus_4020,16,0.0
bus_4020,17,0.0
bus_4020,18,0.0
bus_4020,19,0.0
bus_4020,20,0.0
bus_4020,21,0.0
bus_4020,22,0.0
bus_4020,23,0.0
bus_4020,24,0.0
bus_4026,1,0.0
bus_4026,2,0.0
bus_4026,3,0.0
bus_4026,4,0.0
bus_4026,5,0.0
bus_4026,6,0.0
bus_4026,7,0.0
bus_4026,8,0.0
bus_4026,9,0.0
bus_4026,10,0.0
bus_4026,11,0.0
bus_4026,12,0.0
bus_4026,13,0.0
bus_4026,14,0.0
bus_4026,15,0.0
bus_4026,16,0.0
bus_4026,17,0.0
bus_4026,18,0.0
bus_4026,19,0.0
bus_4026,20,0.0
bus_4026,21,0.0
bus_4026,22,0.0
bus_4026,23,0.0
bus_4026,24,0.0
bus_4030,1,0.0
bus_4030,2,0.0
bus_4030,3,0.0
bus_4030,4,0.0
bus_4030,5,0.0
bus_4030,6,0.0
bus_4030,7,0.0
bus_4030,8,0.0
bus_4030,9,0.0
bus_4030,10,0.0
bus_4030,11,0.0
bus_4030,12,0.0
bus_4030,13,0.0
bus_4030,14,0.0
bus_4030,15,0.0
bus_4030,16,0.0
bus_4030,17,0.0
bus_4030,18,0.0
bus_4030,19,0.0
bus_4030,20,0.0
bus_4030,21,0.0
bus_4030,22,0.0
bus_4030,23,0.0
bus_4030,24,0.0
bus_4033,1,0.0
bus_4033,2,0.0
bus_4033,3,0.0
bus_4033,4,0.0
bus_4033,5,0.0
bus_4033,6,0.0
bus_4033,7,0.0
bus_4033,8,0.0
bus_4033,9,0.0
bus_4033,10,0.0
bus_4033,11,0.0
bus_4033,12,0.0
bus_4033,13,0.0
bus_4033,14,0.0
bus_4033,15,0.0
bus_4033,16,0.0
bus_4033,17,0.0
bus_4033,18,0.0
bus_4033,19,0.0
bus_4033,20,0.0
bus_4033,21,0.0
bus_4033,22,0.0
bus_4033,23,0.0
bus_4033,24,0.0
bus_4040,1,0.0
bus_4040,2,0.0
bus_4040,3,0.0
bus_4040,4,0.0
bus_4040,5,0.0
bus_4040,6,0.0
bus_4040,7,0.0
bus_4040,8,0.0
bus_4040,9,0.0
bus_4040,10,0.0
bus_4040,11,0.0
bus_4040,12,0.0
bus_4040,13,0.0
bus_4040,14,0.0
bus_4040,15,0.0
bus_4040,16,0.0
bus_4040,17,0.0
bus_4040,18,0.0
bus_4040,19,0.0
bus_4040,20,0.0
bus_4040,21,0.0
bus_4040,22,0.0
bus_4040,23,0.0
bus_4040,24,0.0
bus_4042,1,0.0
bus_4042,2,0.0
bus_4042,3,0.0
bus_4042,4,0.0
bus_4042,5,0.0
bus_4042,6,0.0
bus_4042,7,0.0
bus_4042,8,0.0
bus_4042,9,0.0
bus_4042,10,0.0
bus_4042,11,0.0
bus_4042,12,0.0
bus_4042,13,0.0
