,Settlement Point Price
6131,38.07
6132,52.78
6133,76.33
6134,124.04
6135,125.78
6136,48.05
6137,38.12
6138,34.43
6139,30.9
6140,25.96
6141,21.5
6142,20.03
6143,19.1
6144,17.39
6145,16.89
6146,16.3
6147,15.7
6148,16.08
6149,17.33
6150,17.94
6151,19.59
6152,22.94
6153,25.01
6154,33.95
6155,41.66
6156,51.19
6157,57.61
6158,85.09
6159,95.46
6160,60.8
6161,43.03
6162,34.86
6163,31.35
6164,26.65
6165,21.23
6166,20.31
6167,17.82
6168,16.51
6169,15.71
6170,15.36
6171,14.97
6172,15.28
6173,16.16
6174,16.94
6175,18.63
6176,21.32
6177,24.86
6178,32.41
6179,40.04
6180,45.53
6181,64.39
6182,85.98
6183,106.65
6184,58.78
6185,43.01
6186,33.48
6187,31.25
6188,27.01
6189,21.68
6190,19.65
6191,17.1
6192,15.87
6193,16.35
6194,15.87
6195,15.95
6196,17.04
6197,19.42
6198,19.55
6199,20.55
6200,22.22
6201,25.72
6202,30.81
6203,35.96
6204,44.17
6205,59.89
6206,91.81
6207,102.94
6208,48.39
6209,34.5
6210,33.09
6211,27.61
6212,22.94
6213,17.09
6214,16.85
6215,17.51
6216,16.73
6217,15.85
6218,15.64
6219,16.05
6220,17.04
6221,19.68
6222,19.38
6223,20.47
6224,23.67
6225,25.54
6226,29.67
6227,36.54
6228,40.43
6229,43.5
6230,59.59
6231,62.08
6232,35.93
6233,31.04
6234,30.72
6235,25.46
6236,23.28
6237,20.68
6238,18.2
6239,15.9
6240,15.74
6241,15.18
6242,13.85
6243,14.56
6244,16.67
6245,18.0
6246,18.61
6247,20.37
6248,21.88
6249,25.08
6250,29.12
6251,33.01
6252,38.74
6253,46.44
6254,55.82
6255,58.35
6256,39.25
6257,31.89
6258,27.36
6259,23.99
6260,21.05
6261,19.82
6262,17.67
6263,16.8
6264,15.64
6265,15.64
6266,15.29
6267,16.08
6268,15.39
6269,19.98
6270,20.94
6271,21.01
6272,21.88
6273,24.6
6274,29.13
6275,32.39
6276,46.36
6277,41.87
6278,41.26
6279,39.71
6280,32.43
6281,25.66
6282,24.55
6283,24.19
6284,19.88
6285,19.5
6286,17.66
6287,16.24
6288,16.0
6289,15.96
6290,16.02
6291,16.51
6292,17.45
6293,20.81
6294,20.89
6295,20.72
6296,20.8
6297,22.66
6298,24.88
6299,27.11
6300,37.6
6301,35.48
6302,37.36
6303,39.55
6304,30.52
6305,23.54
6306,22.51
6307,20.39
6308,19.75
6309,18.9
6310,15.66
6311,14.52
6312,14.28
6313,12.45
6314,12.53
6315,12.66
6316,10.16
6317,13.85
6318,12.17
6319,13.77
6320,14.29
6321,16.8
6322,18.72
6323,19.34
6324,23.7
6325,28.77
6326,35.69
6327,41.23
6328,42.23
6329,25.67
6330,25.36
6331,21.72
6332,19.91
6333,18.25
6334,14.71
6335,14.62
6336,14.67
6337,14.57
6338,13.77
6339,13.55
6340,12.65
6341,13.78
6342,13.65
6343,13.78
6344,15.6
6345,18.41
6346,22.48
6347,26.63
6348,36.03
6349,47.73
6350,72.43
6351,80.04
6352,57.81
6353,43.98
6354,37.93
6355,32.17
6356,29.28
6357,24.83
6358,20.42
6359,17.82
6360,16.67
6361,15.87
6362,15.61
6363,16.11
6364,17.43
6365,21.32
6366,22.01
6367,22.57
6368,24.51
6369,29.05
6370,36.11
6371,53.87
6372,151.4
6373,149.11
6374,162.08
6375,121.09
6376,70.92
6377,45.64
6378,44.05
6379,33.11
6380,23.83
6381,21.77
6382,18.66
6383,18.52
6384,17.55
6385,16.43
6386,15.66
6387,15.34
6388,17.06
6389,21.47
6390,20.76
6391,21.94
6392,24.8
6393,27.27
6394,31.25
6395,42.42
6396,169.32
6397,209.66
6398,343.09
6399,349.5
6400,144.69
6401,44.56
6402,36.77
6403,32.53
6404,23.88
6405,20.24
6406,18.58
6407,14.4
6408,14.24
6409,13.78
6410,13.57
6411,13.72
6412,13.44
6413,17.2
6414,18.07
6415,19.64
6416,20.86
6417,23.29
6418,27.22
6419,35.9
6420,130.76
6421,246.01
6422,502.75
6423,959.53
6424,166.86
6425,45.63
6426,42.52
6427,30.96
6428,22.44
6429,19.09
6430,16.48
6431,15.32
6432,13.96
6433,14.5
6434,12.95
6435,13.89
6436,14.4
6437,18.97
6438,19.7
6439,21.94
6440,23.43
6441,27.61
6442,36.42
6443,55.53
6444,246.13
6445,513.86
6446,1197.93
6447,1332.94
6448,147.22
6449,51.12
6450,36.42
6451,28.94
6452,22.77
6453,17.39
6454,15.34
6455,15.59
6456,13.95
6457,12.69
6458,13.36
6459,11.47
6460,13.25
6461,15.2
6462,14.5
6463,16.39
6464,19.26
6465,21.32
6466,22.97
6467,28.44
6468,40.27
6469,76.28
6470,91.64
6471,96.7
6472,42.42
6473,33.51
6474,24.31
6475,19.7
6476,18.44
6477,16.32
6478,15.1
6479,14.77
6480,13.73
6481,12.84
6482,12.52
6483,12.74
6484,11.95
6485,14.95
6486,14.83
6487,17.67
6488,19.88
6489,21.03
6490,21.14
6491,22.19
6492,27.2
6493,33.11
6494,39.03
6495,37.15
6496,31.28
6497,29.84
6498,21.27
6499,19.45
6500,17.27
6501,14.55
6502,15.07
6503,11.66
6504,12.31
6505,12.66
6506,12.85
6507,12.46
6508,13.18
6509,13.94
6510,13.66
6511,12.31
6512,12.95
6513,13.65
6514,16.3
6515,18.41
6516,22.71
6517,27.99
6518,34.84
6519,37.76
6520,33.66
6521,24.9
6522,22.62
6523,20.17
6524,18.03
6525,15.71
6526,16.17
6527,15.01
6528,13.9
6529,12.58
6530,12.42
6531,12.92
6532,13.35
6533,17.89
6534,17.77
6535,17.11
6536,16.71
6537,19.49
6538,19.92
6539,22.27
6540,29.17
6541,34.24
6542,44.25
6543,43.44
6544,35.19
6545,27.43
6546,23.98
6547,24.58
6548,19.69
6549,16.65
6550,14.19
6551,16.13
6552,13.88
6553,13.06
6554,12.64
6555,11.47
6556,13.12
6557,14.95
6558,13.72
6559,15.73
6560,16.8
6561,21.01
6562,20.62
6563,21.96
6564,27.49
6565,36.28
6566,54.56
6567,53.02
6568,46.36
6569,35.59
6570,32.42
6571,23.52
6572,18.89
6573,17.64
6574,18.07
6575,15.36
6576,15.96
6577,13.94
6578,13.57
6579,13.62
6580,13.66
6581,17.49
6582,18.11
6583,18.75
6584,17.8
6585,22.07
6586,25.68
6587,39.89
6588,104.12
6589,200.0
6590,556.46
6591,851.39
6592,357.11
6593,75.41
6594,49.47
6595,40.2
6596,30.0
6597,24.07
6598,19.81
6599,15.79
6600,15.27
6601,14.56
6602,13.94
6603,14.5
6604,15.6
6605,17.49
6606,18.39
6607,20.43
6608,21.72
6609,29.5
6610,42.38
6611,56.94
6612,109.58
6613,201.99
6614,426.79
6615,552.12
6616,190.4
6617,42.81
6618,42.73
6619,31.39
6620,22.97
6621,20.84
6622,18.02
6623,17.96
6624,16.65
6625,15.53
6626,14.92
6627,15.48
6628,17.17
6629,20.84
6630,20.58
6631,21.28
6632,23.22
6633,27.06
6634,30.17
6635,39.19
6636,48.88
6637,61.62
6638,132.32
6639,116.19
6640,46.79
6641,31.4
6642,29.26
6643,24.89
6644,21.97
6645,21.12
6646,18.78
6647,17.91
6648,16.45
6649,14.87
6650,12.66
6651,13.06
6652,13.43
6653,14.4
6654,15.29
6655,17.35
6656,21.03
6657,24.22
6658,32.39
6659,35.48
6660,52.29
6661,100.21
6662,316.07
6663,397.9
6664,246.8
6665,47.73
6666,49.4
6667,35.41
6668,25.67
6669,21.92
6670,18.93
6671,18.54
6672,17.76
6673,16.67
6674,15.83
6675,16.3
6676,16.84
6677,16.75
6678,17.3
6679,19.35
6680,21.89
6681,25.13
6682,31.38
6683,39.1
6684,49.88
6685,96.55
6686,115.03
6687,95.06
6688,44.48
6689,27.78
6690,25.13
6691,17.86
6692,14.86
6693,13.96
6694,13.49
6695,14.21
6696,13.33
6697,13.56
6698,13.7
6699,13.9
6700,14.65
6701,16.89
6702,16.6
6703,17.02
6704,18.39
6705,18.81
6706,20.35
6707,22.39
6708,25.62
6709,31.36
6710,36.14
6711,37.86
6712,37.4
6713,29.35
6714,27.47
6715,21.85
6716,19.06
6717,18.35
6718,16.39
6719,15.31
6720,13.32
6721,12.53
6722,11.73
6723,11.72
6724,13.16
6725,16.58
6726,16.18
6727,16.68
6728,17.23
6729,17.92
6730,19.23
6731,20.82
6732,24.76
6733,26.22
6734,33.66
6735,37.3
6736,29.14
6737,23.19
6738,21.18
6739,17.45
6740,15.48
6741,12.92
6742,12.0
6743,11.61
6744,10.49
6745,8.75
6746,9.35
6747,9.29
6748,11.23
6749,13.75
6750,13.53
6751,13.68
6752,15.46
6753,14.36
6754,15.98
6755,17.89
6756,23.32
6757,30.88
6758,39.13
6759,52.12
6760,37.57
6761,29.02
6762,24.69
6763,19.55
6764,17.27
6765,15.04
6766,15.06
6767,13.86
6768,12.73
6769,11.52
6770,11.37
6771,11.09
6772,11.58
6773,12.65
6774,13.95
6775,14.93
6776,15.14
6777,16.22
6778,21.74
6779,30.09
6780,43.66
6781,77.32
6782,222.8
6783,225.0
6784,98.35
6785,42.41
6786,36.16
6787,23.12
6788,18.32
6789,16.79
6790,13.57
6791,13.6
6792,11.38
6793,10.31
6794,9.71
6795,10.24
6796,10.34
6797,14.24
6798,14.62
6799,13.93
6800,15.16
6801,15.69
6802,15.63
6803,15.15
6804,15.79
6805,16.6
6806,18.46
6807,18.26
6808,18.38
6809,20.27
6810,20.69
6811,18.79
6812,18.84
6813,18.25
6814,16.99
6815,17.23
6816,15.55
6817,14.95
6818,14.52
6819,14.68
6820,14.86
6821,15.1
6822,17.59
6823,17.4
6824,17.99
6825,18.68
6826,18.8
6827,18.0
6828,17.64
6829,17.38
6830,20.39
6831,19.94
6832,19.86
6833,19.38
6834,18.52
6835,18.12
6836,16.58
6837,12.63
6838,12.12
6839,11.91
6840,10.08
6841,9.33
6842,9.05
6843,10.17
6844,11.33
6845,14.43
6846,16.33
6847,17.04
6848,18.28
6849,19.06
6850,20.78
6851,21.77
6852,24.39
6853,27.55
6854,32.7
6855,33.46
6856,29.39
6857,24.62
6858,24.79
6859,20.07
6860,18.23
6861,14.38
6862,12.04
6863,11.6
6864,11.25
6865,10.37
6866,10.86
6867,11.57
6868,13.05
6869,14.99
6870,16.34
6871,17.48
6872,18.08
6873,19.72
6874,21.13
6875,23.99
6876,25.89
6877,31.67
6878,44.23
6879,47.59
6880,34.44
6881,27.4
6882,23.05
6883,22.53
6884,18.92
6885,17.0
6886,15.99
6887,12.11
6888,12.75
6889,10.15
6890,11.16
6891,11.9
6892,14.68
6893,17.7
6894,18.68
6895,20.16
6896,20.2
6897,21.04
6898,21.49
6899,26.03
6900,34.47
6901,45.18
6902,73.69
6903,75.55
6904,36.89
6905,27.96
6906,24.87
6907,20.97
6908,19.0
6909,18.48
6910,14.34
6911,13.02
6912,13.06
6913,13.0
6914,13.45
6915,14.28
6916,17.05
6917,20.41
6918,19.61
6919,19.73
6920,20.65
6921,19.32
6922,21.15
6923,23.08
6924,20.84
6925,21.65
6926,22.35
6927,22.46
6928,21.29
6929,21.31
6930,20.91
6931,18.83
6932,18.2
6933,17.6
6934,16.14
6935,14.5
6936,12.81
6937,12.05
6938,11.97
6939,13.36
6940,15.77
6941,18.58
6942,18.79
6943,17.47
6944,19.06
6945,18.36
6946,18.57
6947,18.64
6948,19.17
6949,19.89
6950,19.88
6951,20.94
6952,19.9
6953,18.18
6954,18.08
6955,16.48
6956,17.04
6957,15.1
6958,11.88
6959,9.95
6960,8.44
6961,7.97
6962,8.22
6963,8.31
6964,9.39
6965,13.16
6966,13.66
6967,14.12
6968,15.89
6969,16.27
6970,17.06
6971,16.12
6972,17.36
6973,18.82
6974,20.15
6975,22.16
6976,20.61
6977,16.77
6978,16.11
6979,14.83
6980,13.52
6981,12.58
6982,12.58
6983,10.15
6984,8.39
6985,8.15
6986,7.81
6987,8.11
6988,9.45
6989,11.27
6990,12.91
6991,14.4
6992,15.22
6993,18.45
6994,20.96
6995,28.83
6996,34.15
6997,53.76
6998,105.07
6999,124.19
7000,70.7
7001,56.33
7002,34.76
7003,26.83
7004,24.32
7005,20.0
7006,18.12
7007,16.14
7008,16.0
7009,15.48
7010,12.06
7011,10.74
7012,11.03
7013,11.47
7014,12.26
7015,15.4
7016,15.47
7017,13.71
7018,15.73
7019,16.07
7020,18.96
7021,20.5
7022,28.69
7023,36.76
7024,33.13
7025,31.8
7026,30.42
7027,21.44
7028,18.15
7029,16.07
7030,13.05
7031,13.38
7032,13.26
7033,13.33
7034,14.83
7035,17.08
7036,18.05
7037,23.41
7038,26.76
7039,22.48
7040,23.44
7041,26.68
7042,26.57
7043,27.56
7044,36.19
7045,34.21
7046,35.62
7047,38.22
7048,28.71
7049,27.54
7050,27.65
7051,24.51
7052,20.92
7053,17.74
7054,16.56
7055,18.75
7056,16.07
7057,15.63
7058,14.84
7059,15.42
7060,18.41
7061,20.62
7062,21.09
7063,19.49
7064,19.04
7065,19.78
7066,20.23
7067,21.02
7068,21.29
7069,27.56
7070,30.16
7071,31.03
7072,25.55
7073,21.72
7074,20.99
7075,18.47
7076,16.36
7077,14.08
7078,11.7
7079,8.68
7080,6.55
7081,6.12
7082,6.45
7083,6.05
7084,9.5
7085,14.72
7086,13.24
7087,12.79
7088,12.32
7089,13.55
7090,15.01
7091,15.7
7092,17.06
7093,19.16
7094,26.82
7095,22.74
7096,21.55
7097,19.75
7098,18.66
7099,16.41
7100,13.7
7101,11.99
7102,11.62
7103,12.01
7104,10.81
7105,10.55
7106,10.44
7107,10.41
7108,13.65
7109,19.32
7110,14.21
7111,13.4
7112,14.08
7113,13.83
7114,13.77
7115,14.19
7116,16.45
7117,17.54
7118,19.65
7119,18.87
7120,17.68
7121,15.48
7122,15.18
7123,14.7
7124,13.22
7125,12.82
7126,10.25
7127,10.72
7128,9.68
7129,8.95
7130,7.66
7131,8.54
7132,10.5
7133,16.64
7134,16.13
7135,14.57
7136,15.1
7137,14.37
7138,14.53
7139,13.79
7140,16.33
7141,17.17
7142,17.25
7143,20.57
7144,22.7
7145,30.45
7146,33.55
7147,28.27
7148,25.28
7149,23.15
7150,20.58
7151,19.46
7152,17.56
7153,17.15
7154,16.42
7155,16.12
7156,17.42
7157,20.19
7158,21.79
7159,26.09
7160,27.47
7161,28.84
7162,27.37
7163,24.25
7164,22.44
7165,23.43
7166,22.17
7167,22.44
7168,22.53
7169,22.29
7170,20.42
7171,18.17
7172,16.1
7173,11.72
7174,9.13
7175,9.09
7176,7.79
7177,7.33
7178,6.99
7179,7.33
7180,7.2
7181,8.83
7182,10.54
7183,14.01
7184,15.85
7185,16.09
7186,18.38
7187,18.92
7188,21.05
7189,21.11
7190,25.41
7191,26.02
7192,25.25
7193,22.58
7194,20.12
7195,18.26
7196,15.19
7197,13.24
7198,10.84
7199,12.86
7200,12.6
7201,12.81
7202,13.34
7203,14.12
7204,14.87
7205,18.94
7206,18.81
7207,18.93
7208,18.79
7209,20.29
7210,19.75
7211,21.54
7212,26.26
7213,36.74
7214,50.47
7215,48.67
7216,27.0
7217,23.38
7218,21.05
7219,19.86
7220,18.66
7221,15.96
7222,15.7
7223,20.79
7224,20.74
7225,20.87
7226,17.81
7227,18.34
7228,21.45
7229,25.52
7230,24.46
7231,23.48
7232,22.02
7233,25.48
7234,25.75
7235,28.26
7236,32.74
7237,31.98
7238,33.83
7239,33.22
7240,25.79
7241,28.07
7242,30.17
7243,24.78
7244,21.76
7245,23.41
7246,19.89
7247,20.47
7248,17.04
7249,15.99
7250,15.81
7251,15.98
7252,17.72
7253,23.77
7254,23.75
7255,20.69
7256,22.42
7257,19.67
7258,19.1
7259,18.76
7260,18.95
7261,19.43
7262,20.92
7263,21.72
7264,19.85
7265,22.81
7266,25.11
7267,21.03
7268,20.48
7269,17.48
7270,17.15
7271,26.3
7272,27.21
7273,25.52
7274,19.31
7275,22.76
7276,31.27
7277,84.7
7278,80.28
7279,42.05
7280,41.77
7281,41.71
7282,26.72
7283,27.98
7284,28.39
7285,25.84
7286,26.99
7287,28.34
7288,32.18
7289,51.59
7290,61.24
7291,37.57
7292,31.66
7293,22.65
7294,20.77
7295,16.34
7296,14.71
7297,14.58
7298,14.5
7299,16.98
7300,20.79
7301,45.67
7302,43.55
7303,25.93
7304,24.65
7305,20.3
7306,19.17
7307,19.34
7308,19.24
7309,19.31
7310,19.22
7311,20.12
7312,21.58
7313,23.79
7314,27.06
7315,20.4
7316,19.28
7317,15.38
7318,14.3
7319,14.77
7320,14.91
7321,14.57
7322,15.67
7323,17.12
7324,20.11
7325,24.32
7326,28.4
7327,32.54
7328,49.22
7329,37.14
7330,29.8
7331,27.5
7332,24.93
7333,24.41
7334,23.6
7335,24.88
7336,25.0
7337,33.36
7338,36.01
7339,26.24
7340,22.59
7341,19.88
7342,18.47
7343,16.53
7344,14.21
7345,15.83
7346,12.83
7347,12.38
7348,13.13
7349,14.83
7350,18.82
7351,23.34
7352,22.86
7353,19.54
7354,18.56
7355,16.89
7356,17.54
7357,17.8
7358,17.92
7359,19.25
7360,19.59
7361,24.99
7362,25.42
7363,20.46
7364,17.86
7365,17.21
7366,15.21
7367,16.06
7368,10.05
7369,10.13
7370,11.49
7371,12.25
7372,16.25
7373,17.61
7374,23.4
7375,24.92
7376,25.88
7377,25.37
7378,27.24
7379,25.6
7380,26.7
7381,30.78
7382,33.8
7383,30.3
7384,33.12
7385,31.18
7386,30.55
7387,24.09
7388,21.73
7389,21.24
7390,19.91
7391,18.81
7392,13.17
7393,12.45
7394,15.18
7395,16.19
7396,17.41
7397,19.76
7398,28.26
7399,30.06
7400,28.53
7401,29.6
7402,33.94
7403,34.19
7404,41.0
7405,43.62
7406,37.7
7407,34.15
7408,36.94
7409,39.62
7410,35.63
7411,27.22
7412,25.38
7413,23.77
7414,20.92
7415,19.81
7416,18.05
7417,16.38
7418,16.19
7419,16.32
7420,17.1
7421,20.52
7422,30.31
7423,25.65
7424,25.48
7425,24.34
7426,23.04
7427,19.15
7428,20.97
7429,25.35
7430,25.31
7431,25.32
7432,28.54
7433,41.3
7434,31.83
7435,22.56
7436,20.55
7437,20.28
7438,17.65
7439,17.51
7440,18.87
7441,14.77
7442,13.12
7443,12.25
7444,13.16
7445,14.1
7446,19.98
7447,16.12
7448,14.41
7449,15.73
7450,15.87
7451,16.76
7452,18.87
7453,18.98
7454,19.86
7455,20.01
7456,20.28
7457,45.88
7458,32.31
7459,27.45
7460,26.28
7461,26.57
7462,21.16
7463,20.28
7464,18.51
7465,18.9
7466,18.4
7467,18.76
7468,21.86
7469,29.16
7470,47.33
7471,50.35
7472,43.28
7473,47.42
7474,35.74
7475,32.3
7476,28.83
7477,26.65
7478,23.92
7479,25.35
7480,32.21
7481,56.16
7482,59.41
7483,42.07
7484,30.32
7485,31.09
7486,23.51
7487,23.95
7488,22.94
7489,20.0
7490,19.56
7491,19.99
7492,19.77
7493,22.7
7494,28.36
7495,36.99
7496,53.91
7497,61.53
7498,38.16
7499,33.06
7500,27.39
7501,26.77
7502,22.79
7503,23.65
7504,23.49
7505,30.9
7506,22.72
7507,20.66
7508,20.35
7509,19.51
7510,17.19
7511,15.84
7512,13.82
7513,12.33
7514,11.78
7515,11.87
7516,12.34
7517,14.05
7518,18.47
7519,19.07
7520,20.68
7521,24.49
7522,23.67
7523,21.49
7524,21.32
7525,19.79
7526,18.74
7527,19.0
7528,21.06
7529,28.7
7530,21.35
7531,19.01
7532,18.24
7533,17.77
7534,12.85
7535,11.57
7536,6.5
7537,6.42
7538,6.49
7539,9.44
7540,10.91
7541,13.09
7542,18.57
7543,17.17
7544,16.52
7545,15.99
7546,15.34
7547,15.26
7548,15.67
7549,15.87
7550,17.34
7551,17.38
7552,18.28
7553,23.96
7554,24.19
7555,22.97
7556,22.59
7557,20.85
7558,16.88
7559,16.02
7560,16.32
7561,16.24
7562,17.09
7563,17.61
7564,19.06
7565,37.22
7566,201.15
7567,179.39
7568,93.75
7569,60.81
7570,48.76
7571,40.11
7572,30.79
7573,26.08
7574,23.6
7575,22.6
7576,31.0
7577,84.36
7578,110.33
7579,79.11
7580,46.24
7581,32.71
7582,25.59
7583,20.57
7584,17.72
7585,17.01
7586,18.33
7587,17.56
7588,19.12
7589,26.04
7590,123.18
7591,79.82
7592,42.86
7593,28.52
7594,24.36
7595,21.16
7596,21.03
7597,19.68
7598,20.6
7599,21.31
7600,22.54
7601,34.47
7602,45.85
7603,37.48
7604,34.65
7605,30.88
7606,25.17
7607,24.68
7608,23.23
7609,22.85
7610,21.78
7611,21.68
7612,20.68
7613,24.19
7614,46.1
7615,40.55
7616,27.2
7617,25.5
7618,23.22
7619,21.08
7620,19.98
7621,19.68
7622,18.96
7623,20.42
7624,21.42
7625,50.45
7626,46.73
7627,40.61
7628,31.92
7629,28.61
7630,28.22
7631,24.49
7632,22.87
7633,22.2
7634,19.66
7635,19.56
7636,22.81
7637,29.03
7638,105.07
7639,75.14
7640,35.59
7641,26.25
7642,24.26
7643,23.56
7644,23.65
7645,19.82
7646,18.76
7647,18.8
7648,19.99
7649,27.31
7650,24.64
7651,21.24
7652,19.16
7653,17.56
7654,17.03
7655,15.79
7656,15.21
7657,14.27
7658,14.41
7659,14.7
7660,16.64
7661,16.24
7662,31.53
7663,35.49
7664,37.87
7665,32.5
7666,28.0
7667,25.89
7668,20.8
7669,18.91
7670,17.02
7671,16.12
7672,16.65
7673,19.68
7674,17.77
7675,16.32
7676,15.44
7677,15.73
7678,13.56
7679,13.09
7680,15.33
7681,14.98
7682,15.07
7683,16.02
7684,16.89
7685,19.17
7686,22.14
7687,21.92
7688,22.3
7689,20.22
7690,18.03
7691,19.42
7692,19.32
7693,20.19
7694,20.02
7695,22.06
7696,24.72
7697,58.26
7698,40.59
7699,37.64
7700,33.48
7701,29.43
7702,23.79
7703,20.56
7704,22.03
7705,18.21
7706,17.37
7707,16.75
7708,17.45
7709,22.38
7710,27.04
7711,30.08
7712,27.54
7713,26.13
7714,28.1
7715,24.5
7716,24.17
7717,25.38
7718,25.32
7719,26.97
7720,31.32
7721,49.08
7722,45.73
7723,33.4
7724,30.68
7725,28.01
7726,23.56
7727,21.6
7728,19.92
7729,18.26
7730,18.58
7731,18.3
7732,18.54
7733,21.1
7734,49.12
7735,33.53
7736,25.5
7737,23.66
7738,20.59
7739,19.58
7740,19.13
7741,19.81
7742,19.97
7743,18.8
7744,19.1
7745,21.12
7746,16.51
7747,16.58
7748,14.39
7749,13.61
7750,11.9
7751,8.23
7752,7.31
7753,5.17
7754,4.45
7755,4.9
7756,5.87
7757,9.86
7758,15.45
7759,14.5
7760,13.95
7761,14.06
7762,15.17
7763,15.69
7764,17.9
7765,19.64
7766,20.0
7767,19.86
7768,22.07
7769,36.67
7770,25.29
7771,23.29
7772,19.46
7773,18.0
7774,16.87
7775,14.43
7776,14.47
7777,13.56
7778,15.0
7779,16.31
7780,16.14
7781,17.92
7782,24.81
7783,22.21
7784,21.0
7785,20.43
7786,22.86
7787,22.93
7788,22.51
7789,20.97
7790,20.97
7791,21.5
7792,23.78
7793,35.81
7794,30.21
7795,22.06
7796,19.49
7797,19.86
7798,19.59
7799,16.3
7800,13.95
7801,11.35
7802,12.22
7803,14.66
7804,15.01
7805,19.98
7806,25.45
7807,23.56
7808,22.0
7809,22.33
7810,24.19
7811,23.8
7812,24.26
7813,24.71
7814,24.07
7815,24.04
7816,27.74
7817,49.53
7818,44.85
7819,28.84
7820,28.74
7821,24.66
7822,20.73
7823,20.21
7824,20.93
7825,19.98
7826,18.14
7827,18.17
7828,18.77
7829,18.91
7830,21.8
7831,25.78
7832,32.15
7833,27.81
7834,23.1
7835,21.19
7836,18.34
7837,16.99
7838,17.33
7839,18.56
7840,22.68
7841,40.36
7842,38.45
7843,30.09
7844,25.13
7845,22.32
7846,20.93
7847,19.54
7848,20.97
7849,19.96
7850,19.07
7851,18.84
7852,19.07
7853,18.43
7854,21.65
7855,22.46
7856,24.6
7857,26.53
7858,21.42
7859,19.1
7860,18.09
7861,16.52
7862,18.62
7863,15.75
7864,18.08
7865,27.69
7866,20.0
7867,18.2
7868,17.37
7869,15.82
7870,13.27
7871,9.99
7872,4.54
7873,4.4
7874,4.94
7875,5.13
7876,6.91
7877,16.18
7878,15.92
7879,16.48
7880,16.35
7881,17.82
7882,17.62
7883,19.21
7884,19.93
7885,20.05
7886,22.17
7887,22.13
7888,27.91
7889,46.57
7890,19.4
7891,18.96
7892,18.87
7893,17.86
7894,15.44
7895,8.89
7896,4.71
7897,3.31
7898,3.17
7899,2.91
7900,3.96
7901,6.95
7902,15.03
7903,14.39
7904,15.93
7905,14.47
7906,15.26
7907,16.35
7908,15.45
7909,16.6
7910,15.25
7911,15.23
7912,16.74
7913,35.82
7914,21.64
7915,20.05
7916,17.94
7917,17.27
7918,16.88
7919,16.01
7920,17.61
7921,14.28
7922,14.11
7923,14.93
7924,16.9
7925,19.07
7926,21.09
7927,21.76
7928,21.68
7929,21.05
7930,20.78
7931,20.83
7932,21.16
7933,19.34
7934,19.51
7935,19.43
7936,19.47
7937,40.49
7938,36.51
7939,25.15
7940,25.35
7941,24.58
7942,22.3
7943,22.01
7944,20.73
7945,20.69
7946,17.66
7947,17.57
7948,18.64
7949,18.03
7950,18.77
7951,19.9
7952,23.75
7953,35.74
7954,28.41
7955,28.06
7956,22.21
7957,20.07
7958,20.53
7959,20.55
7960,20.62
7961,31.4
7962,30.08
7963,22.03
7964,20.09
7965,22.34
7966,19.13
7967,18.57
7968,20.6
7969,19.63
7970,18.86
7971,18.17
7972,18.92
7973,18.53
7974,22.27
7975,19.49
7976,23.26
7977,19.95
7978,18.81
7979,17.23
7980,16.39
7981,14.46
7982,13.91
7983,13.67
7984,14.56
7985,23.0
7986,16.67
7987,14.93
7988,15.4
7989,15.3
7990,17.19
7991,13.59
7992,13.9
7993,11.83
7994,12.42
7995,12.76
7996,13.5
7997,12.32
7998,16.53
7999,17.4
8000,17.49
8001,17.11
8002,16.69
8003,17.31
8004,14.86
8005,14.75
8006,14.61
8007,19.07
8008,20.83
8009,39.68
8010,24.6
8011,22.03
8012,19.28
8013,17.0
8014,16.13
8015,14.75
8016,16.53
8017,15.99
8018,16.53
8019,15.98
8020,17.31
8021,17.19
8022,18.16
8023,20.5
8024,24.0
8025,20.51
8026,20.59
8027,19.91
8028,18.49
8029,17.59
8030,17.62
8031,17.35
8032,22.12
8033,44.19
8034,34.51
8035,31.21
8036,30.4
8037,28.34
8038,23.06
8039,22.6
8040,18.68
8041,16.72
8042,16.1
8043,17.98
8044,19.58
8045,28.05
8046,59.74
8047,52.07
8048,31.08
8049,28.15
8050,23.16
8051,20.62
8052,19.81
8053,18.12
8054,16.98
8055,17.8
8056,18.78
8057,28.15
8058,21.18
8059,18.97
8060,18.49
8061,17.48
8062,14.51
8063,12.96
8064,13.99
8065,13.01
8066,12.79
8067,13.69
8068,14.6
8069,17.68
8070,27.68
8071,25.28
8072,20.08
8073,19.76
8074,19.7
8075,18.63
8076,18.14
8077,18.07
8078,18.01
8079,18.26
8080,19.57
8081,40.18
8082,30.49
8083,26.13
8084,21.24
8085,18.91
8086,18.24
8087,17.57
8088,17.05
8089,16.48
8090,16.51
8091,16.96
8092,18.07
8093,19.61
8094,48.98
8095,39.51
8096,26.15
8097,22.64
8098,21.76
8099,18.86
8100,19.88
8101,19.4
8102,18.99
8103,19.19
8104,20.2
8105,24.02
8106,18.97
8107,18.33
8108,18.23
8109,16.84
8110,14.49
8111,13.25
8112,9.65
8113,9.01
8114,9.86
8115,11.87
8116,14.14
8117,15.21
8118,22.4
8119,21.33
8120,20.65
8121,19.29
8122,21.34
8123,19.05
8124,18.17
8125,17.13
8126,16.17
8127,16.96
8128,18.37
