UnitID,AliasID,CommercialDT_grp,ID_SK,NERCID_AliasID,RatingMW_grp,RegionCode,StateName,UnitRetireDT_grp,UnitTimeZoneCode,UnitTypeCode,UnitTypeCodeDesc,RatingMW_BrochureGroup
683,0xA82550312DAA5BCF89D45DE8EF691980,4,612,0xACDEDACD26E54665C0C812C11B483992,2,RFC,Ohio,Retired,EPT,300,Gas Turbine/Jet Engine (Simple Cycle Operation),50+
688,0xA529CDA16A59CC24FB97F5FAC98FF354,4,617,0xACDEDACD26E54665C0C812C11B483992,1,RFC,Ohio,Retired,EPT,300,Gas Turbine/Jet Engine (Simple Cycle Operation),50+
804,0xDD9F7F90E857CCC3F5BE1DE343C327F4,1,715,0x294415FE5EB754E2A57A3D161A30F061,3,NPCC,New York,,EPT,100,Fossil-Steam,300-399
807,0x27A64F25F7D218C40C40CF41EDAEEA3D,1,718,0x9CD60AD28DAE5D947A1EE560A551EEBF,3,SERC,Missouri,,CPT,100,Fossil-Steam,200-299
808,0x252829651EEF61278183EE5A2449955D,1,719,0x9CD60AD28DAE5D947A1EE560A551EEBF,3,SERC,Missouri,,CPT,100,Fossil-Steam,300-399
823,0x7543588B1D2E7D2170E5D88870BDB3A1,1,732,0x2DC60E4DACFDB23A1A0D511F77984FD7,1,NPCC,New York,,EPT,300,Gas Turbine/Jet Engine (Simple Cycle Operation),<50
831,0x3961E0B344852E85D8F24B0D7C683BD1,1,740,0x2DC60E4DACFDB23A1A0D511F77984FD7,1,NPCC,New York,,EPT,300,Gas Turbine/Jet Engine (Simple Cycle Operation),<50
841,0xAA7C7D8AD6794E309C07F45D5C732DF9,1,750,0x80A3DEA88CB4F4D524BCBC9FC7D59769,1,NPCC,New York,,EPT,300,Gas Turbine/Jet Engine (Simple Cycle Operation),<50
845,0xEF404F21AA5B560391C09D678E6BF4B0,1,754,0x80A3DEA88CB4F4D524BCBC9FC7D59769,1,NPCC,New York,,EPT,300,Gas Turbine/Jet Engine (Simple Cycle Operation),<50
862,0x40F1DBD84DAE87511792C162C21DF29D,1,771,0x80A3DEA88CB4F4D524BCBC9FC7D59769,1,NPCC,New York,,EPT,300,Gas Turbine/Jet Engine (Simple Cycle Operation),<50
867,0xC4EB12AC3D24F60875EC1D636D5DB8A6,1,776,0x80A3DEA88CB4F4D524BCBC9FC7D59769,1,NPCC,New York,,EPT,300,Gas Turbine/Jet Engine (Simple Cycle Operation),<50
876,0x8232C18747DDE66FF0C4DBC6990BCD42,1,785,0x80A3DEA88CB4F4D524BCBC9FC7D59769,1,NPCC,New York,,EPT,300,Gas Turbine/Jet Engine (Simple Cycle Operation),<50
928,0xECD9669CFD939077B9AE2EE49A3AC8FB,2,837,0x89163B246A4DA8DF13ECD82C3FFB17C3,1,WECC,Washington,,PPT,100,Fossil-Steam,<100
931,0x40B9F649AC92AAF38281648F000E3F25,1,840,0x89163B246A4DA8DF13ECD82C3FFB17C3,1,WECC,Washington,,PPT,300,Gas Turbine/Jet Engine (Simple Cycle Operation),50+
941,0x383B3C2C32117F64D0F6FB193D05A6D9,1,850,0x89163B246A4DA8DF13ECD82C3FFB17C3,1,WECC,Washington,,PPT,500,Pumped Storage/Hydro,<30
4668,0x76C7F68D4715814562F46EC3C40A3831,1,26885,0xD264357FC73B220E9DC07D92206FAC50,3,MRO,Missouri,,CPT,100,Fossil-Steam,400-599
9957,0xF0A191C5D1B170A102481206A7BA095B,4,26898,0xD264357FC73B220E9DC07D92206FAC50,1,MRO,Missouri,,CPT,300,Gas Turbine/Jet Engine (Simple Cycle Operation),50+
12144,0x97B9BC65D652B2306CF6FE6718999DEC,2,22279,0x5F6E45596C9BFF9F32A867BC0D2A4B33,1,WECC,California,Retired,PPT,851,CC GT units ,All
5001,0xB1A690739A0AC67D8D40D7F225418A17,1,22294,0xE8E5E322646F435388EEEE255A077D67,3,TRE,Texas,,CPT,100,Fossil-Steam,300-399
5009,0x57114B2C877D37520431C1BF994726EB,2,22300,0xE8E5E322646F435388EEEE255A077D67,1,TRE,Texas,,CPT,300,Gas Turbine/Jet Engine (Simple Cycle Operation),50+
5592,0xE2B37B0AFB4B9FD2B22AAE150C71B7A2,4,22307,0xE8E5E322646F435388EEEE255A077D67,3,TRE,Texas,,CPT,850,Combined Cycle Block,All
8174,0xA5A1F74CB8672BC3A6CCD10FDA6D8BF0,1,7332,0xD3E3BDBE360C63F3E927FFE438357FAC,1,SERC,Tennessee,,EPT,300,Gas Turbine/Jet Engine (Simple Cycle Operation),<50
8202,0x8191B7C364BA39E6AAE03B801C242E44,4,7360,0xD3E3BDBE360C63F3E927FFE438357FAC,1,SERC,Tennessee,,EPT,300,Gas Turbine/Jet Engine (Simple Cycle Operation),50+
8211,0xD3E3F4FC6737F9CD10BB90D86BCFE785,1,7369,0xD3E3BDBE360C63F3E927FFE438357FAC,1,SERC,Tennessee,,EPT,300,Gas Turbine/Jet Engine (Simple Cycle Operation),50+
8228,0x788029E8ADBDBEEFE58A2469B8CDB813,4,7386,0xD3E3BDBE360C63F3E927FFE438357FAC,1,SERC,Mississippi,,EPT,300,Gas Turbine/Jet Engine (Simple Cycle Operation),50+
8291,0xDA4A48C1570480ECEE17C192D27F1E94,1,7449,0xD3E3BDBE360C63F3E927FFE438357FAC,1,SERC,Tennessee,,EPT,500,Pumped Storage/Hydro,30+
8294,0xD6D0B7E054EB58E3798737CDF4048951,1,7452,0xD3E3BDBE360C63F3E927FFE438357FAC,1,SERC,Tennessee,,EPT,500,Pumped Storage/Hydro,<30
8313,0x5FB7A1DB93E009BBFECF66C2BF87BE87,1,7471,0xD3E3BDBE360C63F3E927FFE438357FAC,3,SERC,Tennessee,,EPT,500,Pumped Storage/Hydro,30+
8321,0x31E645A532C3079594B0CE2336E66C7A,1,7479,0xD3E3BDBE360C63F3E927FFE438357FAC,1,SERC,Tennessee,,EPT,500,Pumped Storage/Hydro,30+
8345,0x332970F761EE907879E186C80FC8DE1E,1,7503,0xD3E3BDBE360C63F3E927FFE438357FAC,1,SERC,Alabama,,EPT,500,Pumped Storage/Hydro,30+
8360,0xADA57653D439EE99DA00429DAC4BF53C,4,7518,0xD3E3BDBE360C63F3E927FFE438357FAC,2,SERC,Mississippi,,EPT,851,CC GT units ,All
8371,0xA78C750D376BD125E689FBCB612DAFD0,4,7529,0xD3E3BDBE360C63F3E927FFE438357FAC,2,SERC,Mississippi,,EPT,852,CC steam units,All
8745,0xDAB123FB072802C5F2AF84C488828690,1,7876,0x54E1ED7854328AB3AEF0A7FD00F77257,1,WECC,Arizona,,GMT,500,Pumped Storage/Hydro,30+
8858,0xD58A8D4CF34F43FDDDB194081D32F85E,1,7989,0x54E1ED7854328AB3AEF0A7FD00F77257,2,WECC,California,,PPT,500,Pumped Storage/Hydro,30+
8875,0x210F5FE651F0FCC9591F1EE3C8BF3234,1,8006,0x54E1ED7854328AB3AEF0A7FD00F77257,1,WECC,California,,GMT,500,Pumped Storage/Hydro,30+
8892,0x6B376260222466080A8BCA45C9CCC6A7,1,8023,0x54E1ED7854328AB3AEF0A7FD00F77257,2,WECC,California,,PPT,500,Pumped Storage/Hydro,30+
9182,0xFD755D9CD6C46721396CB9296BEFD9DA,1,8306,0x540BE5C2F86AD21AC8E6A09A9D9B10C9,1,RFC,Delaware,Retired,EPT,300,Gas Turbine/Jet Engine (Simple Cycle Operation),<50
9194,0xDD0252E25282E85B9E4D9CDBDABF558E,1,8318,0xC6181316268F15B45353A43A903654D3,3,SERC,West Virginia,,EPT,100,Fossil-Steam,600-799
9207,0x6CFAF1BE2D38403955BA2284C104CF2B,1,8331,0xC6181316268F15B45353A43A903654D3,3,SERC,Virginia,,EPT,100,Fossil-Steam,800+
9252,0xDCEEC06BCEEB9ECEC1D5E1870E7BDB89,4,8376,0xC6181316268F15B45353A43A903654D3,3,SERC,Virginia,,EPT,300,Gas Turbine/Jet Engine (Simple Cycle Operation),50+
9259,0xAD01855256C88B41C01EB8071264AA6B,3,8383,0xC6181316268F15B45353A43A903654D3,2,SERC,Virginia,,EPT,300,Gas Turbine/Jet Engine (Simple Cycle Operation),50+
9288,0x2C9ABBBEAABADD789E2EDF134BA7585C,3,8411,0xC6181316268F15B45353A43A903654D3,3,SERC,North Carolina,,EPT,850,Combined Cycle Block,All
9478,0x835EC37324CD81CEEBE414E0469EC122,1,8598,0x039386647F44BC49D31ACC98C07983BB,2,RFC,Wisconsin,,CPT,810,Multi-boiler/Multi-turbine,All
10562,0xE476BCA82206678D27C60E6C79BB703D,1,16369,0x35E25816ED8B723D583EF1306CAA65ED,1,SERC,Georgia,,EPT,500,Pumped Storage/Hydro,30+
10622,0x626853058C0327BA5BEAC72A90AF5254,2,16405,0x4F4EBFDFC80F0F189D94BBBDDDB40D0A,1,SERC,Georgia,,EPT,500,Pumped Storage/Hydro,30+
8936,0x415E64D6526D273BED25A7E4237CCD85,1,16499,0xB7468ED19D8990B8134C07E71710206E,2,MRO,South Dakota,,CPT,500,Pumped Storage/Hydro,30+
1379,0x62EBB2B63BD2F695B1389498E9C6B812,4,16784,0x12CD85697FE1EBCB1CA051A73D80952B,2,MRO,Oklahoma,,CPT,851,CC GT units ,All
2350,0xB2187F444A5392D5896C8C7B309EFE6C,4,16832,0x5AFB3C1D81CA63B2A0E51673068F4366,3,MRO,Missouri,,CPT,851,CC GT units ,All
2927,0xC4C0179AD74378190C8FB16C8D7FA766,2,16853,0x53561B76F369CF1A9078EBB86BA57B02,3,SERC,Arkansas,,EPT,200,Nuclear,<1000
2964,0x479348977B1E8270EB2A221D309569A3,1,16890,0x53561B76F369CF1A9078EBB86BA57B02,3,SERC,Texas,,EPT,100,Fossil-Steam,400-599
2992,0xE6FB0CA66CD46DC5D96236F03FB25BCE,2,16918,0x53561B76F369CF1A9078EBB86BA57B02,3,SERC,Louisiana,,EPT,200,Nuclear,1000+
3015,0x05901F23F15D6048406711116DAE8585,4,16941,0x53561B76F369CF1A9078EBB86BA57B02,3,SERC,Mississippi,,EPT,850,Combined Cycle Block,All
4347,0x2722653DF6B6197430F6ACCF93D67EF8,4,16950,0x7C3F5C996C96B1B18DCA61D1AA163F09,3,MRO,Oklahoma,,CPT,850,Combined Cycle Block,All
6012,0x92E99236F71E8B192B09CDE69F73B733,1,17045,0xF920BF85367AC5CE062E6B40435ED1FD,2,MRO,Nebraska,,CPT,100,Fossil-Steam,100-199
7943,0x532DE2C818D9FC44AF4164EEAD937F62,5,17078,0x5818659E035F675B37279D80A51F6DC1,2,MRO,Texas,,CPT,300,Gas Turbine/Jet Engine (Simple Cycle Operation),50+
7955,0x867D42480D4B75283E28EFAD3F3D0D61,1,17090,0x5818659E035F675B37279D80A51F6DC1,2,MRO,Texas,,CPT,100,Fossil-Steam,100-199
8568,0x8D4B54FE2C9CB2A8A82F88369D78C7BE,2,17125,0x43D968509D15548A63BBFF90D51E42DF,2,MRO,Missouri,,CPT,300,Gas Turbine/Jet Engine (Simple Cycle Operation),50+
9081,0x982688D358077DC0FDE1603410B3A4B4,1,17145,0x2963F3F4BF69D59AA01B62EB4FE8323A,1,MRO,Arkansas,,CPT,500,Pumped Storage/Hydro,30+
9090,0x5949678AF62DDD0C9511419DADA1A212,1,17154,0xDA7AEE858A7BC90C74F34BB065BCE214,1,MRO,Oklahoma,,CPT,500,Pumped Storage/Hydro,30+
9106,0xFC24C73DA312E27446F0006AF974D8A6,1,17170,0x2963F3F4BF69D59AA01B62EB4FE8323A,1,MRO,Arkansas,,CPT,500,Pumped Storage/Hydro,<30
9118,0x32A65F0880F22A409F9CB60F74697EF0,1,17182,0xDA7AEE858A7BC90C74F34BB065BCE214,1,MRO,Oklahoma,,CPT,500,Pumped Storage/Hydro,<30
9122,0x4D63C2373F51C82D35546402BDB589B9,2,17186,0x573B23414460C9E5678FF899F32E756F,1,MRO,Missouri,,CPT,500,Pumped Storage/Hydro,30+
9126,0xABE781D1E4F6610F01A93E733BD07C59,1,17190,0x573B23414460C9E5678FF899F32E756F,1,MRO,Missouri,,CPT,500,Pumped Storage/Hydro,30+
11124,0xDFD7D3C45F9E24F1204649EDAFF13AF1,1,17352,0x53561B76F369CF1A9078EBB86BA57B02,1,SERC,Louisiana,,EPT,100,Fossil-Steam,<100
2635,0xFC2E9EB57861FEB546C53A958E54CBBA,4,17454,0x7E2A1071640F863D8C2F1D5FE99CA3AE,1,RFC,Ohio,,EPT,300,Gas Turbine/Jet Engine (Simple Cycle Operation),50+
11844,0x42110E99072516A83D60A3AACCD6FAF1,5,17619,0x62CAC4FA0FAD871440FF5D81EA7A1537,3,TRE,Texas,,CPT,851,CC GT units ,All
11845,0xA8D3EAB61039A96AC3588D19BFC47497,5,17620,0x62CAC4FA0FAD871440FF5D81EA7A1537,3,TRE,Texas,,CPT,851,CC GT units ,All
5918,0x6F88D5F74482DC2A7C7F12F19238CFDC,4,17627,0x030DF761E2E4FE5222A6887884895A2A,2,SERC,Louisiana,,CPT,851,CC GT units ,All
10168,0x37914BBF736AE7F39D94AC68760CAADE,3,17713,0x0393DF37864AD5292AD6AB8275C35984,1,RFC,Michigan,,EPT,300,Gas Turbine/Jet Engine (Simple Cycle Operation),<50
7728,0x04350622C0395A7BF2CD0FE9C3BD394D,1,17730,0x400948B5B034A811521BA5B2B7228575,1,SERC,Mississippi,Retired,CPT,300,Gas Turbine/Jet Engine (Simple Cycle Operation),<50
12530,0xCCE5AAC251F30298D1828DDEB8FB18CE,5,22038,0x53561B76F369CF1A9078EBB86BA57B02,3,SERC,Mississippi,,EPT,850,Combined Cycle Block,All
10999,0xFA827E17F85E2F4360FEC722862DD798,1,22049,0x098F9677259EF6058A9F5E6BAA3BC0D4,1,MRO,Nebraska,Retired,CPT,100,Fossil-Steam,<100
8649,0xACF14E6895D3E4FF268044248FE5E9F4,1,22051,0x04A3AF47CFE3F746A3C98B0FFBF54AF3,1,NPCC,New York,Retired,EPT,300,Gas Turbine/Jet Engine (Simple Cycle Operation),<50
1062,0xE43BDB06C876482DD4A0F03AED69245A,4,22101,0x0A3D5E2B2DC051648F16C9F77605C216,2,RFC,Ohio,,EPT,300,Gas Turbine/Jet Engine (Simple Cycle Operation),50+
12322,0x8F2E86C306D538649F8CFC2C775130B9,5,22150,0x105D425A5CC704773C2AA15580745DA7,3,RFC,Pennsylvania,,EPT,851,CC GT units ,All
9785,0x69FAF0C8C6CB988E0E94CF03C7D8B634,1,8856,0x75E035CFD7C8E24F6478C039622A32DA,1,WECC,Arizona,,MST,300,Gas Turbine/Jet Engine (Simple Cycle Operation),<50
9795,0xC9876C9E8290BA1BAC15CE2349DFB9FF,1,8866,0xFEB3DA4A73D3F376D1B80E9670CE7E7D,2,WECC,California,,PST,500,Pumped Storage/Hydro,30+
9833,0x05B4DE92009A016EAE1E10C62765867E,3,8903,0x8757507B6C9E18A8F4A556819566E38C,3,RFC,Maryland,,EPT,850,Combined Cycle Block,All
9860,0x99FA17136E6C3A7A8F49AEFB443DB85A,3,8924,0x9742F2FD8F5EC5E4B195DEEED2AF7649,1,WECC,Washington,,PPT,300,Gas Turbine/Jet Engine (Simple Cycle Operation),<50
9862,0x9E682EE0032985CE10E9FC84D2B5EDCE,2,8926,0x9742F2FD8F5EC5E4B195DEEED2AF7649,2,WECC,Washington,,PPT,300,Gas Turbine/Jet Engine (Simple Cycle Operation),50+
9874,0x4DB1FB561F724DFB1D179B6F11FCEDB9,4,8938,0x481B10770BC26632727245A8D4E0BE9A,1,SERC,North Carolina,,EPT,300,Gas Turbine/Jet Engine (Simple Cycle Operation),50+
9882,0x981E4281781165824198E905A20CB89C,2,8946,0x9742F2FD8F5EC5E4B195DEEED2AF7649,1,WECC,Washington,,PPT,300,Gas Turbine/Jet Engine (Simple Cycle Operation),50+
9886,0x09840540C877BAFB3957566EBB2C586D,4,8949,0x9742F2FD8F5EC5E4B195DEEED2AF7649,2,WECC,Washington,,PPT,851,CC GT units ,All
9986,0x4E1210D1F1D0B9A8A18AE74C56F42211,4,9043,0x6EA76F658D23AD893B83165364666838,2,WECC,California,,PST,852,CC steam units,All
10015,0x126A8DD61910D4EAD2EE354999F29E2D,1,9071,0x8261EBF2F5D4E163FD6CE3E2F5A60D64,1,SERC,Kentucky,,CPT,300,Gas Turbine/Jet Engine (Simple Cycle Operation),50+
10036,0x91DC5F609C47AE934360EA2F9A26ED6C,2,9087,0xAD6534F0A4FD1A832D77DD4A1D43ECEC,1,TRE,Texas,,CPT,852,CC steam units,All
10053,0x4376EE1F8CA3E2B6AA3E3A2E7EC865BD,4,9102,0x9CD60AD28DAE5D947A1EE560A551EEBF,2,SERC,Missouri,,CPT,300,Gas Turbine/Jet Engine (Simple Cycle Operation),50+
10192,0x0318E915900A3DAC6B8E6042675F15D3,2,9224,0xDE4146B65ABE7DFC8E8018A866024693,1,NPCC,New York,,EST,800,Miscellaneous,All
10280,0x7A2F23576275718C2AC546A2C9C02E95,3,9301,0x3497AF128D666B905883F2CA0A4CA1D1,1,WECC,Washington,,PST,500,Pumped Storage/Hydro,30+
10424,0x0E56F08A2AB4067417BE491D7064A85B,1,9425,0xA06FD40177D333A87823766578599AE1,2,NPCC,Massachusetts,Retired,EPT,100,Fossil-Steam,100-199
10692,0x8714266947C9D4E048662A77F8627F4F,5,9665,0x04D58028659342F2007B56D344711878,3,NPCC,Connecticut,,EPT,851,CC GT units ,All
10740,0xAA06BF38E019A9E7E5218BC3CAE09C00,1,9709,0xF12594AB610C03207D09767B41668CF1,1,WECC,Oregon,,PPT,851,CC GT units ,All
10847,0xA0BD37E57166017948728AA16CBEBC93,5,9795,0xC6181316268F15B45353A43A903654D3,3,SERC,Virginia,,EPT,650,Fluidized Bed,All
10848,0x8B23A64ED26DAA290257D5F6752B4246,4,9796,0x4F3E113ABEC3D581AB9DE6E1CFBB1E66,1,WECC,California,Retired,PST,300,Gas Turbine/Jet Engine (Simple Cycle Operation),50+
11087,0x2F811CBCB7D127072BB6C5B0B35FE313,4,10006,0x5F39D1CDECFB72451D1C4EBCF9F87302,2,MRO,Wisconsin,,CPT,851,CC GT units ,All
11365,0x74313F92B8A63A2BC6830CAB3A63AEB7,1,10273,0xF12594AB610C03207D09767B41668CF1,1,WECC,Oregon,,PPT,500,Pumped Storage/Hydro,<30
11381,0x7C47D9C53C4703108A3A2CE39EBA2BD3,5,10288,0xAE07885C2918487B029EC1F89ECF7422,1,WECC,California,,PPT,300,Gas Turbine/Jet Engine (Simple Cycle Operation),<50
11383,0xA7DC24172B6F4F2AE6E9F4A79B5082DC,5,10290,0xAE07885C2918487B029EC1F89ECF7422,1,WECC,California,,PPT,300,Gas Turbine/Jet Engine (Simple Cycle Operation),<50
136,0xE77265E8057D7E3F8F3423F04BFCCA04,2,105,0x4DF3DE135A028EBF9485D8BAE654FCE0,1,SERC,Alabama,,CPT,500,Pumped Storage/Hydro,30+
208,0xFA376088AEE50DD604D781E2A911EF79,1,168,0x5F39D1CDECFB72451D1C4EBCF9F87302,3,MRO,Wisconsin,,CPT,100,Fossil-Steam,400-599
223,0x6043E411E87363967FD7B39DC5F8EFA5,3,182,0x5F39D1CDECFB72451D1C4EBCF9F87302,1,MRO,Wisconsin,,CPT,300,Gas Turbine/Jet Engine (Simple Cycle Operation),50+
516,0x9A666B8FB08E1D02546D2E18743DB534,1,445,0xACDEDACD26E54665C0C812C11B483992,3,RFC,Virginia,,EPT,100,Fossil-Steam,200-299
661,0x0A3B982C73BD6D18457A5B68B9F90E00,1,590,0xACDEDACD26E54665C0C812C11B483992,3,RFC,Ohio,Retired,EPT,100,Fossil-Steam,800+
678,0x6F752D777FB5E63188E702D49DD1A20E,1,607,0xACDEDACD26E54665C0C812C11B483992,3,RFC,Ohio,Retired,EPT,100,Fossil-Steam,200-299
847,0x0BA40219E67F913E25F574BD8AE7CC34,1,756,0x80A3DEA88CB4F4D524BCBC9FC7D59769,1,NPCC,New York,,EPT,300,Gas Turbine/Jet Engine (Simple Cycle Operation),<50
849,0x4930FD5545E2CE176BC33D918FC31F0D,1,758,0x80A3DEA88CB4F4D524BCBC9FC7D59769,1,NPCC,New York,,EPT,300,Gas Turbine/Jet Engine (Simple Cycle Operation),<50
942,0x7EF130E856FB1F42D7666245D7750FAF,1,851,0x89163B246A4DA8DF13ECD82C3FFB17C3,1,WECC,Washington,,PPT,500,Pumped Storage/Hydro,<30
945,0xCB361D9CC5284CC3B83E7360388A87F0,4,854,0x89163B246A4DA8DF13ECD82C3FFB17C3,3,WECC,Oregon,,PPT,850,Combined Cycle Block,All
1036,0x9A860858E48E7D027724C079BE3E3A88,4,939,0x7E5C2F3000B7E89B343D7E038E747B8B,1,SERC,Georgia,,EPT,300,Gas Turbine/Jet Engine (Simple Cycle Operation),50+
1198,0x0B8959BF8C6F1AA0B59BC666B0CDAAEE,4,1080,0x070BAD3E02CC22523CB09BCFA77A410F,1,RFC,West Virginia,,EPT,500,Pumped Storage/Hydro,<30
9960,0x3BA5C4C13900FC73697D8763799CABB0,1,26900,0xD264357FC73B220E9DC07D92206FAC50,1,MRO,Missouri,,CPT,100,Fossil-Steam,<100
9961,0x3AD64A98D01FF1C75B6A0505EFE11E3C,1,26901,0xD264357FC73B220E9DC07D92206FAC50,1,MRO,Missouri,,CPT,100,Fossil-Steam,<100
9964,0x41681E07444458A936ABEE3218B2FD0A,2,26904,0xD264357FC73B220E9DC07D92206FAC50,1,MRO,Missouri,,CPT,300,Gas Turbine/Jet Engine (Simple Cycle Operation),<50
9982,0x7A993DD30FDC3EAB0303E79D7CBFDAD9,4,26920,0xD264357FC73B220E9DC07D92206FAC50,1,MRO,Kansas,,CPT,300,Gas Turbine/Jet Engine (Simple Cycle Operation),50+
5973,0xC6796D211BE50D7176D41100D1167643,1,26944,0x3DB094F39F58342227DEAA509A836357,3,MRO,Oklahoma,,CPT,100,Fossil-Steam,400-599
6311,0x0DBACB8917668A34C134265A2BC5D1F1,2,27004,0xDF753F2B3AC6B6B22FCAEFEAE9E71992,3,NPCC,New York,,EPT,100,Fossil-Steam,800+
11771,0x510730D00D66CA7D9C13DA852BE90878,4,27035,0xF9199B3501B8948146CB0AC4ECF51D9C,1,RFC,Indiana,,EPT,300,Gas Turbine/Jet Engine (Simple Cycle Operation),50+
5604,0x8EF2A7CE382BB4AC7B3FEC0ED5ABC931,1,27057,0xF926C28AE1932D51BCE5CC23DF96E494,3,MRO,Iowa,Retired,CPT,200,Nuclear,<1000
7529,0xECCDE1E886645D7A98E1098226620188,1,22159,0x6C1D4F9C3AC683BCE67482A915BE8A22,3,WECC,Arizona,Retired,MST,100,Fossil-Steam,600-799
5669,0x7F63CB637BED291376B98A037E0C9716,1,22184,0x51F0B8BFD093F97B87A16780DF870256,1,MRO,Wisconsin,Retired,CPT,300,Gas Turbine/Jet Engine (Simple Cycle Operation),50+
5007,0x052C34B3CAE04CFB0268045FEA8B95A1,3,22298,0xE8E5E322646F435388EEEE255A077D67,1,TRE,Texas,,CPT,300,Gas Turbine/Jet Engine (Simple Cycle Operation),50+
12457,0xA7EB09D5ED4252E660E323CF588C7775,5,22152,0x81B8783C71CFF7BABE233DF5CC2BD423,1,SERC,Virginia,,EPT,100,Fossil-Steam,<100
5011,0x2936FD06E877B7C48FDC82D536B8AB6E,2,22302,0xE8E5E322646F435388EEEE255A077D67,1,TRE,Texas,,CPT,300,Gas Turbine/Jet Engine (Simple Cycle Operation),50+
8183,0xCA384C7EC16431A3DADBF9486DC56564,3,7341,0xD3E3BDBE360C63F3E927FFE438357FAC,2,SERC,Tennessee,,EPT,300,Gas Turbine/Jet Engine (Simple Cycle Operation),50+
8187,0x16353098655AA1A85B146D50343D36B9,1,7345,0xD3E3BDBE360C63F3E927FFE438357FAC,1,SERC,Alabama,,EPT,300,Gas Turbine/Jet Engine (Simple Cycle Operation),50+
8221,0x3B5DD8675C4CBC727FB5EC53D0EC4059,4,7379,0xD3E3BDBE360C63F3E927FFE438357FAC,1,SERC,Tennessee,,EPT,300,Gas Turbine/Jet Engine (Simple Cycle Operation),50+
8232,0xC97E4D28D1D8F32C81BC4FF6B723CA7C,4,7390,0xD3E3BDBE360C63F3E927FFE438357FAC,1,SERC,Tennessee,,EPT,300,Gas Turbine/Jet Engine (Simple Cycle Operation),50+
8247,0x23CD4EAEB7F96663107AD61E637B015E,4,7405,0xD3E3BDBE360C63F3E927FFE438357FAC,1,SERC,Kentucky,,EPT,300,Gas Turbine/Jet Engine (Simple Cycle Operation),50+
8308,0x15CFCDA2B5A07BB59B48187994110054,1,7466,0xD3E3BDBE360C63F3E927FFE438357FAC,1,SERC,Tennessee,,EPT,500,Pumped Storage/Hydro,30+
8315,0xCDAE58B1E5F4AAE026F0FDD6F6DCCE94,1,7473,0xD3E3BDBE360C63F3E927FFE438357FAC,3,SERC,Tennessee,,EPT,500,Pumped Storage/Hydro,30+
8333,0xC069E4B6F0A105A22EDD64B36A6406C7,1,7491,0xD3E3BDBE360C63F3E927FFE438357FAC,1,SERC,Alabama,,EPT,500,Pumped Storage/Hydro,30+
8344,0x45F3BF46646B0E9CC2082CB911DA2B80,1,7502,0xD3E3BDBE360C63F3E927FFE438357FAC,1,SERC,Alabama,,EPT,500,Pumped Storage/Hydro,<30
8347,0x71FB12949E3C378E681BD44F823013B4,1,7505,0xD3E3BDBE360C63F3E927FFE438357FAC,1,SERC,Alabama,,EPT,500,Pumped Storage/Hydro,30+
8367,0xE950FB9BEE5370E4A52C33734C5A2742,4,7525,0xD3E3BDBE360C63F3E927FFE438357FAC,2,SERC,Mississippi,,EPT,852,CC steam units,All
8382,0x8BEFEDB366FACFFB01AD7CCB7A42A34A,1,7540,0xD3E3BDBE360C63F3E927FFE438357FAC,1,SERC,Alabama,,EPT,500,Pumped Storage/Hydro,<30
8426,0x348BEE672606FFA100B0643BAFEBDADE,1,7583,0xD3E3BDBE360C63F3E927FFE438357FAC,3,SERC,Tennessee,,EPT,100,Fossil-Steam,200-299
8449,0xABFE65AA12CD68B68EC40787F2CBE857,2,7606,0xD3E3BDBE360C63F3E927FFE438357FAC,3,SERC,Tennessee,,EPT,200,Nuclear,1000+
8743,0x4DB17D19F30D5E8A06F864C0A1E87F8F,1,7874,0x54E1ED7854328AB3AEF0A7FD00F77257,1,WECC,Arizona,,GMT,500,Pumped Storage/Hydro,30+
8755,0xE3E1AF228FC5F56DC21C4043275156D5,1,7886,0x54E1ED7854328AB3AEF0A7FD00F77257,1,WECC,Utah,,GMT,500,Pumped Storage/Hydro,30+
8819,0x04D3636C9CADAD28240465EFB5B98A97,1,7950,0x54E1ED7854328AB3AEF0A7FD00F77257,2,WECC,Arizona,,GMT,500,Pumped Storage/Hydro,30+
8829,0xB6116614A632E8B946219250623A18CB,1,7960,0x54E1ED7854328AB3AEF0A7FD00F77257,2,WECC,Nevada,,GMT,500,Pumped Storage/Hydro,30+
8833,0x474E91AC767C5A034C320EE4C5289A94,1,7964,0x54E1ED7854328AB3AEF0A7FD00F77257,2,WECC,Nevada,,GMT,500,Pumped Storage/Hydro,30+
8855,0x3841CD3D042C0D1721EA3168BD9E62A8,1,7986,0x54E1ED7854328AB3AEF0A7FD00F77257,1,WECC,Colorado,,GMT,500,Pumped Storage/Hydro,30+
8881,0xBA660834922A09FC8F8A1EB942C7D3CA,1,8012,0x54E1ED7854328AB3AEF0A7FD00F77257,1,WECC,California,,PPT,500,Pumped Storage/Hydro,30+
9270,0x0F7D92BE98566AB0754B2B125B2144C3,1,8393,0xC6181316268F15B45353A43A903654D3,1,SERC,North Carolina,,EPT,500,Pumped Storage/Hydro,<30
9279,0xB77C736A686CDA857134A20A4BC44D89,2,8402,0xC6181316268F15B45353A43A903654D3,3,SERC,Virginia,,EPT,500,Pumped Storage/Hydro,30+
