Bus,Time,Value
bus_10483,19,32.900279041865495
bus_10483,20,32.900279041865495
bus_10483,21,32.900279041865495
bus_10483,22,32.86236079063703
bus_10483,23,32.76119906861565
bus_10483,24,32.700814115167034
bus_10633,1,0.01
bus_10633,2,0.01
bus_10633,3,0.01
bus_10633,4,0.01
bus_10633,5,0.01
bus_10633,6,0.01
bus_10633,7,0.01
bus_10633,8,32.46896458865467
bus_10633,9,32.49763431407118
bus_10633,10,32.50553015137546
bus_10633,11,32.589017890301996
bus_10633,12,32.63409499084652
bus_10633,13,32.69282966356591
bus_10633,14,32.69282966356534
bus_10633,15,32.69282966356593
bus_10633,16,32.692829663569164
bus_10633,17,32.70081411516803
bus_10633,18,32.862360790639656
bus_10633,19,32.90027904186559
bus_10633,20,32.90027904186563
bus_10633,21,32.90027904186553
bus_10633,22,32.86236079063763
bus_10633,23,32.76119906861459
bus_10633,24,32.7008141151665
bus_10643,1,30.362774995794595
bus_10643,2,29.83362677726357
bus_10643,3,29.83362677741524
bus_10643,4,30.362774995798777
bus_10643,5,30.364685437261635
bus_10643,6,30.468451267363804
bus_10643,7,30.501524459713096
bus_10643,8,32.46896458865433
bus_10643,9,32.497634314070645
bus_10643,10,32.505530151375986
bus_10643,11,32.58901789029985
bus_10643,12,32.634094990846314
bus_10643,13,32.692829663566556
bus_10643,14,32.69282966356473
bus_10643,15,32.69282966356627
bus_10643,16,32.6928296635761
bus_10643,17,32.70081411516815
bus_10643,18,32.86236079063995
bus_10643,19,32.90027904186513
bus_10643,20,32.900279041865474
bus_10643,21,32.90027904186542
bus_10643,22,32.86236079063589
bus_10643,23,32.76119906861767
bus_10643,24,32.70081411516803
bus_10703,1,31.52158741480897
bus_10703,2,30.666915770093134
bus_10703,3,30.666915770168917
bus_10703,4,31.521587414810806
bus_10703,5,31.523570793376607
bus_10703,6,31.631298209607518
bus_10703,7,31.779396404507033
bus_10703,8,32.46896458865462
bus_10703,9,32.49763431407122
bus_10703,10,32.5055301513755
bus_10703,11,32.5890178903016
bus_10703,12,32.63409499084653
bus_10703,13,32.69282966356602
bus_10703,14,32.6928296635654
bus_10703,15,32.69282966356606
bus_10703,16,32.69282966357032
bus_10703,17,32.70081411516815
bus_10703,18,32.862360790639585
bus_10703,19,32.90027904186564
bus_10703,20,32.9002790418654
bus_10703,21,32.90027904186551
bus_10703,22,32.862360790637474
bus_10703,23,32.761199068614914
bus_10703,24,32.70081411516671
bus_10813,1,31.50866921916566
bus_10813,2,30.69215558887732
bus_10813,3,30.692155588959654
bus_10813,4,31.50866921916764
bus_10813,5,31.510651784645777
bus_10813,6,31.618335037953063
bus_10813,7,31.738900085782678
bus_10813,8,32.46896458865463
bus_10813,9,32.49763431407113
bus_10813,10,32.505530151375574
bus_10813,11,32.58901789030149
bus_10813,12,32.63409499084651
bus_10813,13,32.69282966356608
bus_10813,14,32.69282966356532
bus_10813,15,32.69282966356611
bus_10813,16,32.69282966357069
bus_10813,17,32.700814115168114
bus_10813,18,32.8623607906396
bus_10813,19,32.90027904186557
bus_10813,20,32.900279041865495
bus_10813,21,32.90027904186552
bus_10813,22,32.862360790637304
bus_10813,23,32.76119906861518
bus_10813,24,32.700814115166814
bus_10823,1,31.514603392869006
bus_10823,2,30.63678954954241
bus_10823,3,30.636789549620342
bus_10823,4,31.514603392870892
bus_10823,5,31.51658633185353
bus_10823,6,31.62428987208529
bus_10823,7,31.7658800044436
bus_10823,8,32.46896458865462
bus_10823,9,32.497634314071206
bus_10823,10,32.50553015137552
bus_10823,11,32.58901789030157
bus_10823,12,32.63409499084652
bus_10823,13,32.69282966356604
bus_10823,14,32.69282966356538
bus_10823,15,32.69282966356607
bus_10823,16,32.69282966357048
bus_10823,17,32.70081411516814
bus_10823,18,32.86236079063959
bus_10823,19,32.90027904186562
bus_10823,20,32.90027904186542
bus_10823,21,32.90027904186551
bus_10823,22,32.86236079063743
bus_10823,23,32.761199068614985
bus_10823,24,32.700814115166736
bus_10903,1,31.30029225723886
bus_10903,2,30.631197839228403
bus_10903,3,30.631197839334117
bus_10903,4,31.30029225724165
bus_10903,5,31.30226170721231
bus_10903,6,31.409232590452422
bus_10903,7,31.4832526625749
bus_10903,8,32.46896458865453
bus_10903,9,32.497634314070964
bus_10903,10,32.50553015137573
bus_10903,11,32.58901789030092
bus_10903,12,32.63409499084644
bus_10903,13,32.69282966356624
bus_10903,14,32.69282966356511
bus_10903,15,32.69282966356615
bus_10903,16,32.69282966357257
bus_10903,17,32.7008141151681
bus_10903,18,32.862360790639734
bus_10903,19,32.90027904186541
bus_10903,20,32.9002790418655
bus_10903,21,32.900279041865474
bus_10903,22,32.86236079063681
bus_10903,23,32.76119906861605
bus_10903,24,32.70081411516719
bus_20013,1,32.3333806351767
bus_20013,2,32.08378948057066
bus_20013,3,32.083789480570836
bus_20013,4,32.333380635177264
bus_20013,5,32.335415109023884
bus_20013,6,32.44591777059045
bus_20013,7,32.45503409991578
bus_20013,8,32.46896458865486
bus_20013,9,32.49763431407156
bus_20013,10,32.50553015137513
bus_20013,11,32.589017890303616
bus_20013,12,32.63409499084669
bus_20013,13,32.6928296635657
bus_20013,14,32.692829663565696
bus_20013,15,32.69282966356571
bus_20013,16,32.69282966356571
bus_20013,17,32.7008141151679
bus_20013,18,32.862360790639485
bus_20013,19,32.9002790418659
bus_20013,20,32.90027904186627
bus_20013,21,32.90027904186564
bus_20013,22,32.86236079063889
bus_20013,23,32.7611990686129
bus_20013,24,32.70081411516542
bus_20043,1,32.33282582975214
bus_20043,2,32.08236721041557
bus_20043,3,32.08236721041574
bus_20043,4,32.33282582975247
bus_20043,5,32.33486026867918
bus_20043,6,32.44536103355438
bus_20043,7,32.45508607441456
bus_20043,8,32.468964588654856
bus_20043,9,32.497634314071526
bus_20043,10,32.50553015137513
bus_20043,11,32.58901789030359
bus_20043,12,32.63409499084669
bus_20043,13,32.6928296635657
bus_20043,14,32.692829663565696
bus_20043,15,32.69282966356571
bus_20043,16,32.692829663565725
bus_20043,17,32.700814115167866
bus_20043,18,32.862360790639485
bus_20043,19,32.900279041865915
bus_20043,20,32.90027904186601
bus_20043,21,32.90027904186564
bus_20043,22,32.86236079063886
bus_20043,23,32.761199068612896
bus_20043,24,32.70081411516541
bus_20083,1,32.01008142374999
bus_20083,2,31.739658475064637
bus_20083,3,31.739658475065873
bus_20083,4,32.010081423750286
bus_20083,5,32.01209554874208
bus_20083,6,32.12149296009509
bus_20083,7,32.42789519344235
bus_20083,8,32.468964588654856
bus_20083,9,32.4976343140715
bus_20083,10,32.50553015137515
bus_20083,11,32.58901789030413
bus_20083,12,32.63409499084667
bus_20083,13,32.692829663565625
bus_20083,14,32.69282966356568
bus_20083,15,32.6928296635657
bus_20083,16,32.69282966356434
bus_20083,17,32.70081411516793
bus_20083,18,32.862360790639485
bus_20083,19,32.90027904186588
bus_20083,20,32.90027904186577
bus_20083,21,32.90027904186559
bus_20083,22,32.86236079063686
bus_20083,23,32.761199068612896
bus_20083,24,32.70081411516557
bus_20193,1,31.954832550889456
bus_20193,2,31.684224976455454
bus_20193,3,31.68422497645667
bus_20193,4,31.954832550889762
bus_20193,5,31.95684319844866
bus_20193,6,32.066051732667546
bus_20193,7,32.42329911213274
bus_20193,8,32.468964588654856
bus_20193,9,32.4976343140715
bus_20193,10,32.50553015137515
bus_20193,11,32.589017890304106
bus_20193,12,32.63409499084667
bus_20193,13,32.692829663565625
bus_20193,14,32.69282966356568
bus_20193,15,32.6928296635657
bus_20193,16,32.69282966356437
bus_20193,17,32.70081411516793
bus_20193,18,32.862360790639485
bus_20193,19,32.90027904186588
bus_20193,20,32.90027904186577
bus_20193,21,32.90027904186559
bus_20193,22,32.86236079063691
bus_20193,23,32.761199068612896
bus_20193,24,32.70081411516557
bus_20573,1,32.22032966894118
bus_20573,2,31.946793619338482
bus_20573,3,31.946793619339356
bus_20573,4,32.22032966894149
bus_20573,5,32.222357027219715
bus_20573,6,32.33247320592406
bus_20573,7,32.44395399779528
bus_20573,8,32.46896458865505
bus_20573,9,32.49763431407151
bus_20573,10,32.50553015137515
bus_20573,11,32.58901789030282
bus_20573,12,32.63409499084667
bus_20573,13,32.69282966356559
bus_20573,14,32.69282966356569
bus_20573,15,32.69282966356571
bus_20573,16,32.692829663561604
bus_20573,17,32.70081411516793
bus_20573,18,32.86236079063949
bus_20573,19,32.90027904186589
bus_20573,20,32.900279041865765
bus_20573,21,32.90027904186558
bus_20573,22,32.86236079063983
bus_20573,23,32.761199068612896
bus_20573,24,32.70081411516558
bus_20713,1,32.248788812291565
bus_20713,2,31.973202137868622
bus_20713,3,31.97320213786867
bus_20713,4,32.248788812291885
bus_20713,5,32.25081796182391
bus_20713,6,32.361031432674935
bus_20713,7,32.44755303357444
bus_20713,8,32.46896458865497
bus_20713,9,32.49763431407151
bus_20713,10,32.50553015137516
bus_20713,11,32.58901789030322
bus_20713,12,32.63409499084666
bus_20713,13,32.6928296635656
bus_20713,14,32.6928296635657
bus_20713,15,32.69282966356571
bus_20713,16,32.69282966356462
bus_20713,17,32.70081411516794
bus_20713,18,32.86236079063949
bus_20713,19,32.90027904186588
bus_20713,20,32.90027904186577
bus_20713,21,32.900279041865616
bus_20713,22,32.86236079063888
bus_20713,23,32.761199068612896
bus_20713,24,32.700814115165585
bus_21033,1,32.332664735670534
bus_21033,2,32.08178480987247
bus_21033,3,32.08178480987264
bus_21033,4,32.332664735670775
bus_21033,5,32.33469916445811
bus_21033,6,32.44519937860734
bus_21033,7,32.455120282572764
bus_21033,8,32.46896458865486
bus_21033,9,32.49763431407155
bus_21033,10,32.50553015137513
bus_21033,11,32.58901789030359
bus_21033,12,32.63409499084669
bus_21033,13,32.6928296635657
bus_21033,14,32.692829663565696
bus_21033,15,32.69282966356571
bus_21033,16,32.69282966356572
bus_21033,17,32.700814115167866
bus_21033,18,32.862360790639485
bus_21033,19,32.90027904186592
bus_21033,20,32.90027904186596
bus_21033,21,32.90027904186564
bus_21033,22,32.862360790638824
bus_21033,23,32.7611990686129
bus_21033,24,32.700814115165414
bus_21153,1,32.333435379950224
bus_21153,2,32.08432322218092
bus_21153,3,32.08432322218111
bus_21153,4,32.333435379958246
bus_21153,5,32.3354698572431
bus_21153,6,32.44597270596344
bus_21153,7,32.45497608719808
bus_21153,8,32.468964588654856
bus_21153,9,32.497634314071675
bus_21153,10,32.505530151375126
bus_21153,11,32.5890178903036
bus_21153,12,32.634094990846705
bus_21153,13,32.69282966356572
bus_21153,14,32.692829663565696
bus_21153,15,32.69282966356571
bus_21153,16,32.69282966356571
bus_21153,17,32.700814115167866
bus_21153,18,32.86236079063949
bus_21153,19,32.90027904186593
bus_21153,20,32.90027904186809
bus_21153,21,32.900279041865645
bus_21153,22,32.862360790638846
bus_21153,23,32.76119906861289
bus_21153,24,32.700814115165386
bus_21273,1,32.020059136119116
bus_21273,2,31.74966953006178
bus_21273,3,31.749669530063017
bus_21273,4,32.020059136119414
bus_21273,5,32.02207388912086
bus_21273,6,32.13150541088408
bus_21273,7,32.42872522625493
bus_21273,8,32.468964588654856
bus_21273,9,32.4976343140715
bus_21273,10,32.50553015137515
bus_21273,11,32.589017890304135
bus_21273,12,32.63409499084667
bus_21273,13,32.692829663565625
bus_21273,14,32.69282966356568
bus_21273,15,32.6928296635657
bus_21273,16,32.69282966356433
bus_21273,17,32.70081411516793
bus_21273,18,32.862360790639485
bus_21273,19,32.90027904186588
bus_21273,20,32.90027904186577
bus_21273,21,32.90027904186559
bus_21273,22,32.862360790636856
bus_21273,23,32.761199068612896
bus_21273,24,32.70081411516557
bus_30023,1,32.29897586512256
bus_30023,2,32.312916306163295
bus_30023,3,32.312916306163274
bus_30023,4,32.298975865122635
bus_30023,5,32.301008173490494
bus_30023,6,32.4113932168318
bus_30023,7,32.415041887876484
bus_30023,8,32.46896458865467
bus_30023,9,32.49763431407161
bus_30023,10,32.505530151374764
bus_30023,11,32.58901789030294
bus_30023,12,32.634094990846734
bus_30023,13,32.692829663565846
bus_30023,14,32.692829663566215
bus_30023,15,32.69282966356566
bus_30023,16,32.69282966356545
bus_30023,17,32.70081411516772
bus_30023,18,32.8623607906394
bus_30023,19,32.900279041866085
bus_30023,20,32.90027904186558
bus_30023,21,32.9002790418656
bus_30023,22,32.862360790639364
bus_30023,23,32.7611990686122
bus_30023,24,32.70081411516469
bus_30063,1,27.529344759007955
bus_30063,2,27.269476184241668
bus_30063,3,27.269476184243697
bus_30063,4,27.529344759008403
bus_30063,5,27.531076860851748
bus_30063,6,27.625156155179635
bus_30063,7,31.754573026367787
bus_30063,8,32.46896458865485
bus_30063,9,32.49763431407147
bus_30063,10,32.5055301513752
bus_30063,11,32.58901789030313
bus_30063,12,32.634094990846634
bus_30063,13,32.69282966356558
bus_30063,14,32.69282966356569
bus_30063,15,32.69282966356576
bus_30063,16,32.69282966356549
bus_30063,17,32.70081411516797
bus_30063,18,32.86236079063949
bus_30063,19,32.900279041865865
bus_30063,20,32.90027904186572
bus_30063,21,32.90027904186559
bus_30063,22,32.862360790638576
bus_30063,23,32.76119906861301
bus_30063,24,32.7008141151657
bus_30283,1,32.04488777369516
bus_30283,2,31.753363880425525
bus_30283,3,31.753363880426157
bus_30283,4,32.044887773695606
bus_30283,5,32.046904089441995
bus_30283,6,32.156420491885854
bus_30283,7,32.37876853024468
bus_30283,8,32.46896458865488
bus_30283,9,32.497634314071476
bus_30283,10,32.50553015137518
bus_30283,11,32.58901789030317
bus_30283,12,32.634094990846634
bus_30283,13,32.69282966356556
bus_30283,14,32.692829663565696
bus_30283,15,32.69282966356573
bus_30283,16,32.6928296635654
bus_30283,17,32.70081411516796
bus_30283,18,32.8623607906395
bus_30283,19,32.90027904186586
bus_30283,20,32.90027904186573
bus_30283,21,32.9002790418656
bus_30283,22,32.862360790638704
bus_30283,23,32.761199068612925
bus_30283,24,32.700814115165656
bus_30303,1,30.687951835952447
bus_30303,2,30.325733959199553
bus_30303,3,30.32573395922191
bus_30303,4,30.68795183595331
bus_30303,5,30.689882744460036
bus_30303,6,30.79476024374135
bus_30303,7,31.84900555944041
bus_30303,8,32.46896458865474
bus_30303,9,32.497634314071426
bus_30303,10,32.50553015137523
bus_30303,11,32.58901789030265
bus_30303,12,32.63409499084659
bus_30303,13,32.69282966356569
bus_30303,14,32.69282966356562
bus_30303,15,32.69282966356584
bus_30303,16,32.692829663566926
bus_30303,17,32.7008141151681
bus_30303,18,32.8623607906395
bus_30303,19,32.90027904186578
bus_30303,20,32.900279041865566
bus_30303,21,32.90027904186559
bus_30303,22,32.86236079063826
bus_30303,23,32.76119906861353
bus_30303,24,32.700814115166
bus_30343,1,6.890510463558111
bus_30343,2,6.823968743382448
bus_30343,3,6.8239687433832685
bus_30343,4,6.890510463558226
bus_30343,5,6.890943531458683
bus_30343,6,6.914465660153838
bus_30343,7,31.57664133770254
bus_30343,8,32.46896458865484
bus_30343,9,32.49763431407145
bus_30343,10,32.505530151375204
bus_30343,11,32.58901789030316
bus_30343,12,32.63409499084663
bus_30343,13,32.6928296635656
bus_30343,14,32.69282966356568
bus_30343,15,32.69282966356577
bus_30343,16,32.69282966356553
bus_30343,17,32.70081411516797
bus_30343,18,32.86236079063951
bus_30343,19,32.90027904186583
bus_30343,20,32.90027904186571
bus_30343,21,32.90027904186559
bus_30343,22,32.86236079063845
bus_30343,23,32.761199068613
bus_30343,24,32.700814115165706
bus_30453,1,31.912616551674574
bus_30453,2,31.54902570843759
bus_30453,3,31.549025708448696
bus_30453,4,31.912616551675256
bus_30453,5,31.914624542105543
bus_30453,6,32.023688754160474
bus_30453,7,32.267582216526954
bus_30453,8,32.46896458865483
bus_30453,9,32.49763431407142
bus_30453,10,32.50553015137523
bus_30453,11,32.589017890302934
bus_30453,12,32.63409499084661
bus_30453,13,32.69282966356563
bus_30453,14,32.69282966356564
bus_30453,15,32.69282966356579
bus_30453,16,32.69282966356613
bus_30453,17,32.70081411516798
bus_30453,18,32.862360790639514
bus_30453,19,32.900279041865794
bus_30453,20,32.90027904186569
bus_30453,21,32.90027904186558
bus_30453,22,32.86236079063842
bus_30453,23,32.761199068613216
bus_30453,24,32.70081411516583
bus_30483,1,32.41130174587436
bus_30483,2,32.1174377974098
bus_30483,3,32.11743779740911
bus_30483,4,32.41130174587484
bus_30483,5,32.41334112417315
bus_30483,6,32.52411017155589
bus_30483,7,32.471981291969456
bus_30483,8,32.468964588654856
bus_30483,9,32.49763431407147
bus_30483,10,32.505530151375176
bus_30483,11,32.58901789030317
bus_30483,12,32.63409499084663
bus_30483,13,32.692829663565554
bus_30483,14,32.692829663565654
bus_30483,15,32.69282966356574
bus_30483,16,32.69282966356536
bus_30483,17,32.700814115167965
bus_30483,18,32.8623607906395
bus_30483,19,32.90027904186582
bus_30483,20,32.90027904186572
bus_30483,21,32.900279041865595
bus_30483,22,32.86236079063861
bus_30483,23,32.76119906861288
bus_30483,24,32.70081411516566
bus_30513,1,31.563579041682445
bus_30513,2,31.19897131800458
bus_30513,3,31.198971318056877
bus_30513,4,31.563579041683848
bus_30513,5,31.565565063256052
bus_30513,6,31.67343603459797
bus_30513,7,31.897268663553785
bus_30513,8,32.46896458865465
bus_30513,9,32.49763431407132
bus_30513,10,32.505530151375325
bus_30513,11,32.58901789030191
bus_30513,12,32.63409499084656
bus_30513,13,32.69282966356589
bus_30513,14,32.6928296635656
bus_30513,15,32.69282966356595
bus_30513,16,32.69282966356904
bus_30513,17,32.70081411516824
bus_30513,18,32.86236079063954
bus_30513,19,32.900279041865794
bus_30513,20,32.90027904186522
bus_30513,21,32.900279041865524
bus_30513,22,32.8623607906379
bus_30513,23,32.76119906861425
bus_30513,24,32.700814115166416
bus_30553,1,31.59468053654631
bus_30553,2,31.25556761004481
bus_30553,3,31.25556761005319
bus_30553,4,31.594680536546917
bus_30553,5,31.59666851568847
bus_30553,6,31.70464581247667
bus_30553,7,32.22660054052057
bus_30553,8,32.46896458865484
bus_30553,9,32.49763431407144
bus_30553,10,32.505530151375226
bus_30553,11,32.589017890303005
bus_30553,12,32.63409499084662
bus_30553,13,32.69282966356561
bus_30553,14,32.69282966356588
bus_30553,15,32.692829663565774
bus_30553,16,32.692829663565966
bus_30553,17,32.70081411516798
bus_30553,18,32.862360790639514
bus_30553,19,32.900279041865815
bus_30553,20,32.9002790418657
bus_30553,21,32.90027904186559
bus_30553,22,32.86236079063847
bus_30553,23,32.76119906861315
bus_30553,24,32.70081411516578
bus_30603,1,31.942324335981827
bus_30603,2,31.4994769782873
bus_30603,3,31.499476978310774
bus_30603,4,31.94232433598273
bus_30603,5,31.94433419625732
bus_30603,6,32.053499969138926
bus_30603,7,32.208766045566826
bus_30603,8,32.46896458865479
bus_30603,9,32.49763431407137
bus_30603,10,32.50553015137529
bus_30603,11,32.589017890302685
bus_30603,12,32.6340949908466
bus_30603,13,32.69282966356571
bus_30603,14,32.69282966356562
bus_30603,15,32.692829663565846
bus_30603,16,32.692829663566926
bus_30603,17,32.700814115168
bus_30603,18,32.86236079063952
bus_30603,19,32.90027904186575
bus_30603,20,32.90027904186565
bus_30603,21,32.90027904186557
bus_30603,22,32.862360790638235
bus_30603,23,32.76119906861355
bus_30603,24,32.700814115166
bus_30813,1,31.34942333633909
bus_30813,2,31.061679378485998
bus_30813,3,31.061679378486655
bus_30813,4,31.349423336339544
bus_30813,5,31.351395878687836
bus_30813,6,31.458534724395886
bus_30813,7,32.29318290292192
bus_30813,8,32.468964588654856
bus_30813,9,32.49763431407147
bus_30813,10,32.50553015137518
bus_30813,11,32.58901789030326
bus_30813,12,32.634094990846634
bus_30813,13,32.692829663565576
bus_30813,14,32.69282966356568
bus_30813,15,32.692829663565746
bus_30813,16,32.69282966356533
bus_30813,17,32.700814115167965
bus_30813,18,32.8623607906395
bus_30813,19,32.90027904186583
bus_30813,20,32.90027904186573
bus_30813,21,32.900279041865595
bus_30813,22,32.862360790638384
bus_30813,23,32.761199068612925
bus_30813,24,32.70081411516567
bus_30843,1,31.65512648283293
bus_30843,2,31.349247972444786
bus_30843,3,31.34924797244746
bus_30843,4,31.655126482833445
bus_30843,5,31.657118266518466
bus_30843,6,31.76530220746961
bus_30843,7,32.25070102638473
bus_30843,8,32.46896458865485
bus_30843,9,32.49763431407146
bus_30843,10,32.5055301513752
bus_30843,11,32.589017890303104
bus_30843,12,32.63409499084662
bus_30843,13,32.692829663565576
bus_30843,14,32.69282966356573
bus_30843,15,32.69282966356575
bus_30843,16,32.69282966356559
bus_30843,17,32.70081411516797
bus_30843,18,32.86236079063951
bus_30843,19,32.900279041865815
bus_30843,20,32.900279041865716
bus_30843,21,32.900279041865595
bus_30843,22,32.86236079063855
bus_30843,23,32.76119906861299
bus_30843,24,32.700814115165706
bus_30983,1,31.220494764247817
bus_30983,2,30.94510072802961
bus_30983,3,30.94510072803036
bus_30983,4,31.2204947642482
bus_30983,5,31.222459191671742
bus_30983,6,31.329157274374978
bus_30983,7,32.363218480350454
bus_30983,8,32.468964588654856
bus_30983,9,32.49763431407149
bus_30983,10,32.50553015137517
bus_30983,11,32.58901789030365
bus_30983,12,32.634094990846656
bus_30983,13,32.692829663565604
bus_30983,14,32.69282966356569
bus_30983,15,32.69282966356573
bus_30983,16,32.692829663564886
bus_30983,17,32.70081411516795
bus_30983,18,32.8623607906395
bus_30983,19,32.90027904186586
bus_30983,20,32.90027904186575
bus_30983,21,32.9002790418656
bus_30983,22,32.86236079063772
bus_30983,23,32.76119906861292
bus_30983,24,32.700814115165635
bus_31063,1,32.33061183026017
bus_31063,2,32.20485439958254
bus_31063,3,32.204854399582395
bus_31063,4,32.330611830260295
bus_31063,5,32.33264612983534
bus_31063,6,32.443139325797944
bus_31063,7,32.43806522878467
bus_31063,8,32.46896458865472
bus_31063,9,32.49763431407161
bus_31063,10,32.505530151374586
bus_31063,11,32.58901789030337
bus_31063,12,32.63409499084672
bus_31063,13,32.69282966356573
bus_31063,14,32.6928296635661
bus_31063,15,32.692829663565675
bus_31063,16,32.69282966356543
bus_31063,17,32.70081411516771
bus_31063,18,32.86236079063945
bus_31063,19,32.900279041866
bus_31063,20,32.90027904186568
bus_31063,21,32.90027904186564
bus_31063,22,32.862360790639265
bus_31063,23,32.761199068612875
bus_31063,24,32.70081411516483
bus_31183,1,0.01
bus_31183,2,0.01
bus_31183,3,0.01
bus_31183,4,0.01
bus_31183,5,0.01
bus_31183,6,0.01
bus_31183,7,31.74664662591232
bus_31183,8,32.46896458865485
bus_31183,9,32.49763431407146
bus_31183,10,32.5055301513752
bus_31183,11,32.58901789030319
bus_31183,12,32.634094990846634
bus_31183,13,32.69282966356558
bus_31183,14,32.692829663565675
bus_31183,15,32.69282966356575
bus_31183,16,32.692829663565476
bus_31183,17,32.700814115167965
bus_31183,18,32.86236079063951
bus_31183,19,32.90027904186584
bus_31183,20,32.90027904186572
bus_31183,21,32.900279041865595
bus_31183,22,32.86236079063844
bus_31183,23,32.76119906861298
bus_31183,24,32.7008141151657
bus_31273,1,27.53704182406693
bus_31273,2,27.27082658843547
bus_31273,3,27.270826588438755
bus_31273,4,27.53704182406739
bus_31273,5,27.53877441037355
bus_31273,6,27.63288001835307
bus_31273,7,31.066501932629908
bus_31273,8,32.46896458865484
bus_31273,9,32.49763431407145
bus_31273,10,32.505530151375204
bus_31273,11,32.58901789030308
bus_31273,12,32.63409499084663
bus_31273,13,32.6928296635656
bus_31273,14,32.69282966356568
bus_31273,15,32.69282966356577
bus_31273,16,32.69282966356571
bus_31273,17,32.70081411516797
bus_31273,18,32.86236079063951
bus_31273,19,32.90027904186583
bus_31273,20,32.90027904186571
bus_31273,21,32.90027904186559
bus_31273,22,32.862360790638476
bus_31273,23,32.76119906861307
bus_31273,24,32.700814115165734
bus_40023,1,32.13079365454518
bus_40023,2,32.900279041866185
bus_40023,3,32.900279041866185
bus_40023,4,32.130793654545535
bus_40023,5,32.13281537731473
bus_40023,6,32.242625462792624
bus_40023,7,32.290932320083904
bus_40023,8,32.46896458865467
bus_40023,9,32.49763431407156
bus_40023,10,32.50553015137484
bus_40023,11,32.58901789030258
bus_40023,12,32.634094990846684
bus_40023,13,32.69282966356568
bus_40023,14,32.69282966356617
bus_40023,15,32.692829663565696
bus_40023,16,32.692829663566236
bus_40023,17,32.7008141151683
bus_40023,18,32.86236079063942
bus_40023,19,32.900279041866185
bus_40023,20,32.90027904186492
bus_40023,21,32.90027904186555
bus_40023,22,32.86236079063906
bus_40023,23,32.761199068612584
bus_40023,24,32.70081411516546
bus_40033,1,32.24310998306651
bus_40033,2,32.50584883889121
bus_40033,3,32.50584883889132
bus_40033,4,32.24310998306658
bus_40033,5,32.245138775165856
bus_40033,6,32.3553328320286
bus_40033,7,32.37410494888634
bus_40033,8,32.46896458865466
bus_40033,9,32.49763431407169
bus_40033,10,32.505530151374714
bus_40033,11,32.589017890302436
bus_40033,12,32.63409499084672
bus_40033,13,32.692829663565746
