sced_timestamp,rtolcap,rtoffcap,rtorpa,rtoffpa,rtordpa,new_rt_total_cap,new_rt_adder,settlement_point_price,ercot_price
2019-01-01 00:00:00,17613.355,4330.6125,0.0,0.0,0.0,21943.9675,0.0,20.54,20.54
2019-01-01 01:00:00,17341.786666666667,4332.345,0.0,0.0,0.0,21674.131666666668,0.0,19.82,19.82
2019-01-01 02:00:00,17135.959166666667,4244.920833333334,0.0,0.0,0.0,21380.88,0.0,19.6,19.6
2019-01-01 03:00:00,16614.920833333334,4246.266666666666,0.0,0.0,0.0,20861.1875,0.0,19.25,19.25
2019-01-01 04:00:00,16630.43333333333,4249.669166666667,0.0,0.0,0.0,20880.102499999997,0.0,21.28,21.28
2019-01-01 05:00:00,15897.525,4335.755833333334,0.0,0.0,0.0,20233.280833333334,0.0,22.63,22.63
2019-01-01 06:00:00,15108.150833333333,4335.051666666667,0.0,0.0,0.0,19443.2025,0.0,24.06,24.06
2019-01-01 07:00:00,15232.555833333332,4398.5225,0.0,0.0,0.0,19631.07833333333,0.0,24.72,24.72
2019-01-01 08:00:00,15091.273333333333,4382.618333333333,0.0,0.0,0.0,19473.891666666666,0.0,25.05,25.05
2019-01-01 09:00:00,14042.7725,4360.590833333333,0.0,0.0,0.0,18403.36333333333,0.0,24.88,24.88
2019-01-01 10:00:00,12515.54,4346.61,0.0,0.0,0.0,16862.15,0.0,24.75,24.75
2019-01-01 11:00:00,11791.344166666668,4339.765833333334,0.0,0.0,0.0,16131.11,0.0,25.41,25.41
2019-01-01 12:00:00,11643.3775,4334.946666666667,0.0,0.0,0.0,15978.324166666667,0.0,24.22,24.22
2019-01-01 13:00:00,11674.833333333334,4330.755,0.0,0.0,0.0,16005.588333333333,0.0,22.93,22.93
2019-01-01 14:00:00,11505.380833333335,4328.745,0.0,0.0,0.0,15834.125833333335,0.0,22.91,22.91
2019-01-01 15:00:00,10861.41,4331.6075,0.0,0.0,0.0,15193.0175,0.0,22.81,22.81
2019-01-01 16:00:00,9785.038333333332,4239.7825,0.0,0.0,0.0,14024.820833333331,0.0,23.72,23.72
2019-01-01 17:00:00,8429.68,4161.240833333333,0.0,0.0,0.0,12590.920833333334,0.0,31.29,31.29
2019-01-01 18:00:00,7160.370833333333,4023.0466666666666,0.0,0.0,0.0,11183.4175,0.0,35.57,35.57
2019-01-01 19:00:00,7164.462500000001,4074.3575,0.0,0.0,0.0,11238.82,0.0,31.05,31.05
2019-01-01 20:00:00,7585.3525,4205.876666666666,0.0,0.0,0.0,11791.229166666666,0.0,28.91,28.91
2019-01-01 21:00:00,8292.48,4303.763333333333,0.0,0.0,0.0,12596.243333333332,0.0,27.4,27.4
2019-01-01 22:00:00,9014.401666666667,4298.221666666667,0.0,0.0,0.0,13312.623333333333,0.0,25.41,25.41
2019-01-01 23:00:00,11020.068333333335,4315.64,0.0,0.0,0.0,15335.708333333336,0.0,23.87,23.87
2019-01-02 00:00:00,12658.564166666665,4443.681666666666,0.0,0.0,0.0,17102.24583333333,0.0,23.82,23.82
2019-01-02 01:00:00,13575.051666666666,4448.3324999999995,0.0,0.0,0.0,18023.384166666667,0.0,23.16,23.16
2019-01-02 02:00:00,14231.274166666668,4448.259166666667,0.0,0.0,0.0,18679.533333333333,0.0,23.2,23.2
