Node,Time,Value
bus_50903,30,-0.9555372151020574
bus_50903,31,-1.321489153365828
bus_50903,32,-1.2547167348751573
bus_50903,33,-1.193734033754203
bus_50903,34,-1.1453883461013177
bus_50903,35,-1.0883975251457303
bus_50903,36,-1.0253853722738224
bus_50903,37,-0.9179864703253224
bus_50903,38,-0.9388550288096641
bus_50903,39,-0.9494355291707648
bus_50903,40,-1.0203869693592855
bus_50903,41,-1.0139715093585056
bus_50903,42,-0.9564951960284758
bus_50903,43,-0.929050599671477
bus_50903,44,-0.9006805376758682
bus_50903,45,-0.8704982120316429
bus_50903,46,-0.9008193542990536
bus_50903,47,-1.0201846443889129
bus_50903,48,-1.0456801794374515
bus_50983,25,0.08505347384503584
bus_50983,26,0.15034825166693125
bus_50983,27,0.11904921849617711
bus_50983,28,0.0828872535805854
bus_50983,29,0.078277822969137
bus_50983,30,-0.9195922193715765
bus_50983,31,-1.280871705140416
bus_50983,32,-1.2153047428611994
bus_50983,33,-1.1572872658828426
bus_50983,34,-1.1126124406057727
bus_50983,35,-1.069923055128016
bus_50983,36,-1.0128106017126624
bus_50983,37,-0.9136889379073585
bus_50983,38,-0.9350443105105809
bus_50983,39,-0.9428348626086666
bus_50983,40,-1.0079973452158695
bus_50983,41,-1.0037446811295365
bus_50983,42,-0.9532207222341691
bus_50983,43,-0.9261057827945598
bus_50983,44,-0.9001991077357873
bus_50983,45,-0.869734070231824
bus_50983,46,-0.8940247621115072
bus_50983,47,-0.9907222013204059
bus_50983,48,-1.0160981909698015
bus_51033,25,0.08499618208399028
bus_51033,26,0.13956605169430858
bus_51033,27,0.10178242566709446
bus_51033,28,0.06467881677159543
bus_51033,29,0.07096752990972764
bus_51033,30,-0.9269165262565567
bus_51033,31,-1.291666018724854
bus_51033,32,-1.2225065241784767
bus_51033,33,-1.1614156427929168
bus_51033,34,-1.1135878206857708
bus_51033,35,-1.059026020884054
bus_51033,36,-0.9970263907884346
bus_51033,37,-0.8884706061982501
bus_51033,38,-0.9089834388115068
bus_51033,39,-0.920247647581312
bus_51033,40,-0.99214733255635
bus_51033,41,-0.9846997757885118
bus_51033,42,-0.9251814427811424
bus_51033,43,-0.89764176058979
bus_51033,44,-0.8697134356005192
bus_51033,45,-0.8410459214751549
bus_51033,46,-0.874009384846765
bus_51033,47,-0.989759497972376
bus_51033,48,-1.0159241152715217
bus_51053,25,0.04548839400562981
bus_51053,26,0.10356599991487553
bus_51053,27,0.0676241706375028
bus_51053,28,0.030757356924987232
bus_51053,29,0.03364078339237235
bus_51053,30,-0.9658411688781783
bus_51053,31,-1.3325465978812099
bus_51053,32,-1.2625233109787626
bus_51053,33,-1.2038597030632006
bus_51053,34,-1.1582021444446244
bus_51053,35,-1.1067885685138674
bus_51053,36,-1.0469137296767124
bus_51053,37,-0.9422017235084771
bus_51053,38,-0.9630170534695082
bus_51053,39,-0.97289697387916
bus_51053,40,-1.0424473509853769
bus_51053,41,-1.0357259600273383
bus_51053,42,-0.9806184324019604
bus_51053,43,-0.954087603681755
bus_51053,44,-0.925971593328122
bus_51053,45,-0.8958974974349588
bus_51053,46,-0.9243939590298274
bus_51053,47,-1.0339243218425336
bus_51053,48,-1.0572754132852582
bus_51173,25,0.05989952906227071
bus_51173,26,0.12281275464863942
bus_51173,27,0.08993721991104237
bus_51173,28,0.05360227615590853
bus_51173,29,0.05159186755711013
bus_51173,30,-0.9468918312348319
bus_51173,31,-1.3105962659650208
bus_51173,32,-1.240989228157394
bus_51173,33,-1.1830428503128325
bus_51173,34,-1.138268808387884
bus_51173,35,-1.0919730248134996
bus_51173,36,-1.0339662813567765
bus_51173,37,-0.9330985326888404
bus_51173,38,-0.9543128704328144
bus_51173,39,-0.9628580305398708
bus_51173,40,-1.0294167263978358
bus_51173,41,-1.0241473738035116
bus_51173,42,-0.9724316118173966
bus_51173,43,-0.9457862112370635
bus_51173,44,-0.9189913273731564
bus_51173,45,-0.888544686705933
bus_51173,46,-0.9139322005921038
bus_51173,47,-1.015671250520313
bus_51173,48,-1.0399225779813113
bus_51263,25,0.061104382055207795
bus_51263,26,0.11664651397849055
bus_51263,27,0.0791797323415524
bus_51263,28,0.041661212624137675
bus_51263,29,0.04643604676047243
bus_51263,30,-0.953474301292168
bus_51263,31,-1.3197726098753801
bus_51263,32,-1.2528292847311358
bus_51263,33,-1.1920131698681815
bus_51263,34,-1.143960577938792
bus_51263,35,-1.0876225813178069
bus_51263,36,-1.0248816347851593
bus_51263,37,-0.9163792212456149
bus_51263,38,-0.9370376020741706
bus_51263,39,-0.948136931847786
bus_51263,40,-1.0198787359979475
bus_51263,41,-1.0129356526820767
bus_51263,42,-0.9543187628422044
bus_51263,43,-0.9269207961673918
bus_51263,44,-0.8983721084276302
bus_51263,45,-0.8685792217182808
bus_51263,46,-0.9001317359353043
bus_51263,47,-1.018348945621756
bus_51263,48,-1.0434762479397506
bus_51383,25,0.4499798751914719
bus_51383,26,0.5463116657263122
bus_51383,27,0.5290311427679736
bus_51383,28,0.4859377210255598
bus_51383,29,0.4445360049217959
bus_51383,30,-0.5950671244874363
bus_51383,31,-0.9258875717193027
bus_51383,32,-0.8817402569551989
bus_51383,33,-0.7970089053635924
bus_51383,34,-0.7251832711950595
bus_51383,35,-0.7183959299367495
bus_51383,36,-0.6494337298983035
bus_51383,37,-0.5496509170247487
bus_51383,38,-0.5778245593821245
bus_51383,39,-0.5750152632227312
bus_51383,40,-0.636893021077027
bus_51383,41,-0.6538707820757799
bus_51383,42,-0.5934772172351681
bus_51383,43,-0.5418016377949476
bus_51383,44,-0.5301217903572055
bus_51383,45,-0.499180476151055
bus_51383,46,-0.5261558645149279
bus_51383,47,-0.5974245828720203
bus_51383,48,-0.6661513780868266
bus_51453,25,0.0586467868264952
bus_51453,26,0.11772786149893832
bus_51453,27,0.08236916273701894
bus_51453,28,0.045269499597386936
bus_51453,29,0.04668911062671448
bus_51453,30,-0.9529453963581943
bus_51453,31,-1.3181447204666379
bus_51453,32,-1.2494497386262757
bus_51453,33,-1.1893316943825418
bus_51453,34,-1.1424466987794046
bus_51453,35,-1.0898389538239075
bus_51453,36,-1.0288283576158512
bus_51453,37,-0.9239863662701369
bus_51453,38,-0.9450286277093568
bus_51453,39,-0.9546614627387149
bus_51453,40,-1.023960340029145
bus_51453,41,-1.0180046216346585
bus_51453,42,-0.9628616022467673
bus_51453,43,-0.9357302941584211
bus_51453,44,-0.9078866754992121
bus_51453,45,-0.8775888070283105
bus_51453,46,-0.9058345828144166
bus_51453,47,-1.017970556308917
bus_51453,48,-1.0431964720568845
bus_51473,25,0.05667310742507928
bus_51473,26,0.1109010287628261
bus_51473,27,0.07283217043448462
bus_51473,28,0.0356289704711201
bus_51473,29,0.04211760072056009
bus_51473,30,-0.9569799542538223
bus_51473,31,-1.3240629724030872
bus_51473,32,-1.2557173193180273
bus_51473,33,-1.1962233186898743
bus_51473,34,-1.1497916848699312
bus_51473,35,-1.0969664652792372
bus_51473,36,-1.0360590636065077
bus_51473,37,-0.9286991087430297
bus_51473,38,-0.9493249028546361
bus_51473,39,-0.9596869069880489
bus_51473,40,-1.0311368592358363
bus_51473,41,-1.0238077125342138
bus_51473,42,-0.9662327373999328
bus_51473,43,-0.9393127608691152
bus_51473,44,-0.9107133855119307
bus_51473,45,-0.8813663501279411
bus_51473,46,-0.912103243565852
bus_51473,47,-1.0241715477365958
bus_51473,48,-1.047855245197735
bus_51573,25,0.08036868834697371
bus_51573,26,0.1403798374743423
bus_51573,27,0.10528086808836536
bus_51573,28,0.06765990961004432
bus_51573,29,0.06777512164015397
bus_51573,30,-0.9331081897750921
bus_51573,31,-1.2967516004428894
bus_51573,32,-1.2306877363568605
bus_51573,33,-1.1679515962317069
bus_51573,34,-1.1189455513433166
bus_51573,35,-1.0643640258172422
bus_51573,36,-1.0013987974853598
bus_51573,37,-0.8952312100022314
bus_51573,38,-0.9165496688931849
bus_51573,39,-0.9262486542268015
bus_51573,40,-0.9962013501173906
bus_51573,41,-0.9909132504399097
bus_51573,42,-0.9342556988469203
bus_51573,43,-0.9060066747314687
bus_51573,44,-0.8784231043959798
bus_51573,45,-0.8480856408450427
bus_51573,46,-0.8773991503097196
bus_51573,47,-0.9940719325020209
bus_51573,48,-1.0222672385393905
bus_51583,25,0.09670369823047288
bus_51583,26,0.15469014042264903
bus_51583,27,0.11841559558964093
bus_51583,28,0.08068343189691006
bus_51583,29,0.08296913353957251
bus_51583,30,-0.9167378178954914
bus_51583,31,-1.2794741440502515
bus_51583,32,-1.2135322897132972
bus_51583,33,-1.1494541729281071
bus_51583,34,-1.0959902263015913
bus_51583,35,-1.0260720170621873
bus_51583,36,-0.9575051236627781
bus_51583,37,-0.8489763354927201
bus_51583,38,-0.870080450550862
bus_51583,39,-0.8808270019464652
bus_51583,40,-0.9523116018061153
bus_51583,41,-0.9463670566796162
bus_51583,42,-0.8869390575031137
bus_51583,43,-0.8582810793427224
bus_51583,44,-0.8306275193402007
bus_51583,45,-0.8010664249519465
bus_51583,46,-0.833256914315022
bus_51583,47,-0.9749189660921306
bus_51583,48,-1.0044900073158667
bus_51613,25,0.07051540336855774
bus_51613,26,0.1271207390371943
bus_51613,27,0.09013484575554516
bus_51613,28,0.052443394875149985
bus_51613,29,0.05602634216795646
bus_51613,30,-0.944175763930512
bus_51613,31,-1.3093831856356184
bus_51613,32,-1.2433271944616215
bus_51613,33,-1.1812567089928587
bus_51613,34,-1.1310743444472118
bus_51613,35,-1.0692226137939274
bus_51613,36,-1.004092701967492
bus_51613,37,-0.895486799043504
bus_51613,38,-0.916338651818352
bus_51613,39,-0.9273344673968752
bus_51613,40,-0.9989968594198249
bus_51613,41,-0.9925221056710808
bus_51613,42,-0.9336717576968877
bus_51613,43,-0.9058027694095488
bus_51613,44,-0.8774711791493877
bus_51613,45,-0.8475438818152428
bus_51613,46,-0.8791620469556488
bus_51613,47,-1.0068030269967745
bus_51613,48,-1.0334854008434846
bus_51683,25,0.04792260237718365
bus_51683,26,0.10512739188213771
bus_51683,27,0.06859964222861258
bus_51683,28,0.03128166186244771
bus_51683,29,0.034512394992565844
bus_51683,30,-0.9657135458918709
bus_51683,31,-1.3324367296134787
bus_51683,32,-1.26450178822033
bus_51683,33,-1.2046878469297462
bus_51683,34,-1.1576913617365145
bus_51683,35,-1.1033920353302415
bus_51683,36,-1.0418304585332105
bus_51683,37,-0.9352432755104735
bus_51683,38,-0.9560492450573846
bus_51683,39,-0.9664295403172395
bus_51683,40,-1.0369896158244896
bus_51683,41,-1.0303706721350065
bus_51683,42,-0.9737786061394863
bus_51683,43,-0.9467898428384833
bus_51683,44,-0.9183342722518752
bus_51683,45,-0.8881135589473369
bus_51683,46,-0.9177033765704029
bus_51683,47,-1.032221581985174
bus_51683,48,-1.0564009204400984
bus_51753,25,0.08508483633390544
bus_51753,26,0.1442172445472219
bus_51753,27,0.10905774250902063
bus_51753,28,0.0739547309236648
bus_51753,29,0.07875273667224153
bus_51753,30,-0.9156666012988487
bus_51753,31,-1.2791178942079542
bus_51753,32,-1.20095130720792
bus_51753,33,-1.143647973428912
bus_51753,34,-1.099034331702996
bus_51753,35,-1.049568745518886
bus_51753,36,-0.99249535314955
bus_51753,37,-0.8923787789765963
bus_51753,38,-0.9130955168603607
bus_51753,39,-0.922638577637525
bus_51753,40,-0.9902071140555523
bus_51753,41,-0.9824541304087834
bus_51753,42,-0.9285329302926413
bus_51753,43,-0.9025128470990014
bus_51753,44,-0.8764998834025007
bus_51753,45,-0.8483910431652137
bus_51753,46,-0.8774152414340702
bus_51753,47,-0.984218788153823
bus_51753,48,-1.0083885277088758
bus_51813,25,0.07478702886997518
bus_51813,26,0.12947281789519238
bus_51813,27,0.09154372366026373
bus_51813,28,0.05398757857115844
bus_51813,29,0.05967608305731718
bus_51813,30,-0.9395860743322403
bus_51813,31,-1.3050420726079384
bus_51813,32,-1.2383313270239082
bus_51813,33,-1.176780257063354
bus_51813,34,-1.1278638713940792
bus_51813,35,-1.0699726232694426
bus_51813,36,-1.0063861798235292
bus_51813,37,-0.8969519840013329
bus_51813,38,-0.9175735086289438
bus_51813,39,-0.9291573358783054
bus_51813,40,-1.0014057533590113
bus_51813,41,-0.9943561855688717
bus_51813,42,-0.934566024824786
bus_51813,43,-0.9068436075698526
bus_51813,44,-0.8784451120526579
bus_51813,45,-0.8489198842401205
bus_51813,46,-0.8816930956906339
bus_51813,47,-1.002822863581967
bus_51813,48,-1.028901462969163
bus_51933,25,0.519522322806454
bus_51933,26,0.6457148108068416
bus_51933,27,0.6408913046611805
bus_51933,28,0.5891181163333756
bus_51933,29,0.5100821272183131
bus_51933,30,-0.6006387124939618
bus_51933,31,-0.9226634277514275
bus_51933,32,-0.8899928029486236
bus_51933,33,-0.7829251878704323
bus_51933,34,-0.6842932538140954
bus_51933,35,-0.7117843705262596
bus_51933,36,-0.6315289953121205
bus_51933,37,-0.5321181053577028
bus_51933,38,-0.5674106984561549
bus_51933,39,-0.5514930067131272
bus_51933,40,-0.609803332100878
bus_51933,41,-0.6502904914297587
bus_51933,42,-0.5855113515353936
bus_51933,43,-0.5096003425947611
bus_51933,44,-0.509285906971173
bus_51933,45,-0.4726223340924034
bus_51933,46,-0.49481991134231473
bus_51933,47,-0.541535699940292
