SNYDER,MONAHANS,MONAHANS_2,ODESSA,ODESSA_3,ODESSA_4,SILVER,PALOPINTO,SAVOY,PARIS,GREENVILLE,MOUNTPLEASANT,WICHITAFALLS,DENTON,SHERMAN,PARIS_5,SILVER_6,CHRISTINE,FANNIN,SANTAROSA,BISHOP,CORPUSCHRISTI,GREGORY,CORPUSCHRISTI_7,GREGORY_8,MISSION,MISSION_9,CORPUSCHRISTI_10,CORPUSCHRISTI_11,SANTAROSA_12,LAREDO,LAREDO_13,PEARSALL,BROWNSVILLE,ALEDO,DALLAS,DALLAS_14,GRAHAM,ARLINGTON,IRVING,POOLVILLE,GRANBURY,TEMPLE,MCKINNEY,MIDLOTHIAN,MCKINNEY_15,GRANBURY_16,DALLAS_17,RIESEL,BRIDGEPORT,ENNIS,PALOPINTO_18,LEWSIVILLE,BASTROP,SANANTONIO,MARION,LAGRANGE,WINCHESTER,ROCKDALE,SANANTONIO_19,SEGUIN,ELMENDORF,NURSERY,VICTORIA,POINTCOMFORT,CEDARCREEK,NEWBRAUNFELS,PASADENA,DEERPARK,HOUSTON,MONTBELVIEU,CHANNELVIEW,HOUSTON_20,NURSERY_21,VICTORIA_22,BAYTOWN,FREEPORT,ALVIN,HOUSTON_24,LAPORTE,PASADENA_25,HOUSTON_26,HOUSTON_27,WILLIS,SHIRO,HOUSTON_28,BAYTOWN_29,WHARTON,NEWGULF,THOMPSONS,CHANNELVIEW_30,LAPORTE_31,FREEPORT_32,SHIRO_33,FAIRFIELD,TRINIDAD,FAIRFIELD_34,JEWETT,MTENTERPRISE,FRANKLIN,FRANKLIN_35,BREMOND,JACKSONVILLE,BRYAN
2.25,2.25,2.25,2.25,2.25,2.25,2.25,2.25,2.25,2.25,2.25,1.860588235,1.860588235,2.25,2.25,2.25,2.25,1.860588235,1.860588235,1.860588235,2.25,2.25,2.25,2.25,2.25,2.25,2.25,2.25,2.25,1.860588235,2.25,2.25,2.25,2.25,2.25,2.25,2.25,2.25,2.25,1.860588235,2.25,2.25,2.25,2.25,2.25,2.25,2.25,2.25,1.860588235,2.25,2.25,2.25,2.25,2.25,2.25,2.25,1.860588235,2.25,1.860588235,2.25,2.25,2.25,2.25,2.25,2.25,2.25,2.25,2.25,2.25,2.25,2.25,2.25,2.25,2.25,2.25,2.25,2.25,2.25,2.25,2.25,2.25,2.25,2.25,2.25,2.25,2.25,2.25,2.25,2.25,2.25,2.25,2.25,2.25,2.25,2.25,1.860588235,1.860588235,1.860588235,2.25,1.860588235,1.860588235,1.860588235,1.860588235,2.25
2.286666667,2.286666667,2.286666667,2.286666667,2.286666667,2.286666667,2.286666667,2.286666667,2.286666667,2.286666667,2.286666667,1.860588235,1.860588235,2.286666667,2.286666667,2.286666667,2.286666667,1.860588235,1.860588235,1.860588235,2.286666667,2.286666667,2.286666667,2.286666667,2.286666667,2.286666667,2.286666667,2.286666667,2.286666667,1.860588235,2.286666667,2.286666667,2.286666667,2.286666667,2.286666667,2.286666667,2.286666667,2.286666667,2.286666667,1.860588235,2.286666667,2.286666667,2.286666667,2.286666667,2.286666667,2.286666667,2.286666667,2.286666667,1.860588235,2.286666667,2.286666667,2.286666667,2.286666667,2.286666667,2.286666667,2.286666667,1.860588235,2.286666667,1.860588235,2.286666667,2.286666667,2.286666667,2.286666667,2.286666667,2.286666667,2.286666667,2.286666667,2.286666667,2.286666667,2.286666667,2.286666667,2.286666667,2.286666667,2.286666667,2.286666667,2.286666667,2.286666667,2.286666667,2.286666667,2.286666667,2.286666667,2.286666667,2.286666667,2.286666667,2.286666667,2.286666667,2.286666667,2.286666667,2.286666667,2.286666667,2.286666667,2.286666667,2.286666667,2.286666667,2.286666667,1.860588235,1.860588235,1.860588235,2.286666667,1.860588235,1.860588235,1.860588235,1.860588235,2.286666667
2.323333333,2.323333333,2.323333333,2.323333333,2.323333333,2.323333333,2.323333333,2.323333333,2.323333333,2.323333333,2.323333333,1.860588235,1.860588235,2.323333333,2.323333333,2.323333333,2.323333333,1.860588235,1.860588235,1.860588235,2.323333333,2.323333333,2.323333333,2.323333333,2.323333333,2.323333333,2.323333333,2.323333333,2.323333333,1.860588235,2.323333333,2.323333333,2.323333333,2.323333333,2.323333333,2.323333333,2.323333333,2.323333333,2.323333333,1.860588235,2.323333333,2.323333333,2.323333333,2.323333333,2.323333333,2.323333333,2.323333333,2.323333333,1.860588235,2.323333333,2.323333333,2.323333333,2.323333333,2.323333333,2.323333333,2.323333333,1.860588235,2.323333333,1.860588235,2.323333333,2.323333333,2.323333333,2.323333333,2.323333333,2.323333333,2.323333333,2.323333333,2.323333333,2.323333333,2.323333333,2.323333333,2.323333333,2.323333333,2.323333333,2.323333333,2.323333333,2.323333333,2.323333333,2.323333333,2.323333333,2.323333333,2.323333333,2.323333333,2.323333333,2.323333333,2.323333333,2.323333333,2.323333333,2.323333333,2.323333333,2.323333333,2.323333333,2.323333333,2.323333333,2.323333333,1.860588235,1.860588235,1.860588235,2.323333333,1.860588235,1.860588235,1.860588235,1.860588235,2.323333333
2.36,2.36,2.36,2.36,2.36,2.36,2.36,2.36,2.36,2.36,2.36,1.860588235,1.860588235,2.36,2.36,2.36,2.36,1.860588235,1.860588235,1.860588235,2.36,2.36,2.36,2.36,2.36,2.36,2.36,2.36,2.36,1.860588235,2.36,2.36,2.36,2.36,2.36,2.36,2.36,2.36,2.36,1.860588235,2.36,2.36,2.36,2.36,2.36,2.36,2.36,2.36,1.860588235,2.36,2.36,2.36,2.36,2.36,2.36,2.36,1.860588235,2.36,1.860588235,2.36,2.36,2.36,2.36,2.36,2.36,2.36,2.36,2.36,2.36,2.36,2.36,2.36,2.36,2.36,2.36,2.36,2.36,2.36,2.36,2.36,2.36,2.36,2.36,2.36,2.36,2.36,2.36,2.36,2.36,2.36,2.36,2.36,2.36,2.36,2.36,1.860588235,1.860588235,1.860588235,2.36,1.860588235,1.860588235,1.860588235,1.860588235,2.36
2.29,2.29,2.29,2.29,2.29,2.29,2.29,2.29,2.29,2.29,2.29,1.860588235,1.860588235,2.29,2.29,2.29,2.29,1.860588235,1.860588235,1.860588235,2.29,2.29,2.29,2.29,2.29,2.29,2.29,2.29,2.29,1.860588235,2.29,2.29,2.29,2.29,2.29,2.29,2.29,2.29,2.29,1.860588235,2.29,2.29,2.29,2.29,2.29,2.29,2.29,2.29,1.860588235,2.29,2.29,2.29,2.29,2.29,2.29,2.29,1.860588235,2.29,1.860588235,2.29,2.29,2.29,2.29,2.29,2.29,2.29,2.29,2.29,2.29,2.29,2.29,2.29,2.29,2.29,2.29,2.29,2.29,2.29,2.29,2.29,2.29,2.29,2.29,2.29,2.29,2.29,2.29,2.29,2.29,2.29,2.29,2.29,2.29,2.29,2.29,1.860588235,1.860588235,1.860588235,2.29,1.860588235,1.860588235,1.860588235,1.860588235,2.29
2.26,2.26,2.26,2.26,2.26,2.26,2.26,2.26,2.26,2.26,2.26,1.860588235,1.860588235,2.26,2.26,2.26,2.26,1.860588235,1.860588235,1.860588235,2.26,2.26,2.26,2.26,2.26,2.26,2.26,2.26,2.26,1.860588235,2.26,2.26,2.26,2.26,2.26,2.26,2.26,2.26,2.26,1.860588235,2.26,2.26,2.26,2.26,2.26,2.26,2.26,2.26,1.860588235,2.26,2.26,2.26,2.26,2.26,2.26,2.26,1.860588235,2.26,1.860588235,2.26,2.26,2.26,2.26,2.26,2.26,2.26,2.26,2.26,2.26,2.26,2.26,2.26,2.26,2.26,2.26,2.26,2.26,2.26,2.26,2.26,2.26,2.26,2.26,2.26,2.26,2.26,2.26,2.26,2.26,2.26,2.26,2.26,2.26,2.26,2.26,1.860588235,1.860588235,1.860588235,2.26,1.860588235,1.860588235,1.860588235,1.860588235,2.26
2.26,2.26,2.26,2.26,2.26,2.26,2.26,2.26,2.26,2.26,2.26,1.860588235,1.860588235,2.26,2.26,2.26,2.26,1.860588235,1.860588235,1.860588235,2.26,2.26,2.26,2.26,2.26,2.26,2.26,2.26,2.26,1.860588235,2.26,2.26,2.26,2.26,2.26,2.26,2.26,2.26,2.26,1.860588235,2.26,2.26,2.26,2.26,2.26,2.26,2.26,2.26,1.860588235,2.26,2.26,2.26,2.26,2.26,2.26,2.26,1.860588235,2.26,1.860588235,2.26,2.26,2.26,2.26,2.26,2.26,2.26,2.26,2.26,2.26,2.26,2.26,2.26,2.26,2.26,2.26,2.26,2.26,2.26,2.26,2.26,2.26,2.26,2.26,2.26,2.26,2.26,2.26,2.26,2.26,2.26,2.26,2.26,2.26,2.26,2.26,1.860588235,1.860588235,1.860588235,2.26,1.860588235,1.860588235,1.860588235,1.860588235,2.26
2.13,2.13,2.13,2.13,2.13,2.13,2.13,2.13,2.13,2.13,2.13,1.860588235,1.860588235,2.13,2.13,2.13,2.13,1.860588235,1.860588235,1.860588235,2.13,2.13,2.13,2.13,2.13,2.13,2.13,2.13,2.13,1.860588235,2.13,2.13,2.13,2.13,2.13,2.13,2.13,2.13,2.13,1.860588235,2.13,2.13,2.13,2.13,2.13,2.13,2.13,2.13,1.860588235,2.13,2.13,2.13,2.13,2.13,2.13,2.13,1.860588235,2.13,1.860588235,2.13,2.13,2.13,2.13,2.13,2.13,2.13,2.13,2.13,2.13,2.13,2.13,2.13,2.13,2.13,2.13,2.13,2.13,2.13,2.13,2.13,2.13,2.13,2.13,2.13,2.13,2.13,2.13,2.13,2.13,2.13,2.13,2.13,2.13,2.13,2.13,1.860588235,1.860588235,1.860588235,2.13,1.860588235,1.860588235,1.860588235,1.860588235,2.13
2.13,2.13,2.13,2.13,2.13,2.13,2.13,2.13,2.13,2.13,2.13,1.860588235,1.860588235,2.13,2.13,2.13,2.13,1.860588235,1.860588235,1.860588235,2.13,2.13,2.13,2.13,2.13,2.13,2.13,2.13,2.13,1.860588235,2.13,2.13,2.13,2.13,2.13,2.13,2.13,2.13,2.13,1.860588235,2.13,2.13,2.13,2.13,2.13,2.13,2.13,2.13,1.860588235,2.13,2.13,2.13,2.13,2.13,2.13,2.13,1.860588235,2.13,1.860588235,2.13,2.13,2.13,2.13,2.13,2.13,2.13,2.13,2.13,2.13,2.13,2.13,2.13,2.13,2.13,2.13,2.13,2.13,2.13,2.13,2.13,2.13,2.13,2.13,2.13,2.13,2.13,2.13,2.13,2.13,2.13,2.13,2.13,2.13,2.13,2.13,1.860588235,1.860588235,1.860588235,2.13,1.860588235,1.860588235,1.860588235,1.860588235,2.13
2.13,2.13,2.13,2.13,2.13,2.13,2.13,2.13,2.13,2.13,2.13,1.860588235,1.860588235,2.13,2.13,2.13,2.13,1.860588235,1.860588235,1.860588235,2.13,2.13,2.13,2.13,2.13,2.13,2.13,2.13,2.13,1.860588235,2.13,2.13,2.13,2.13,2.13,2.13,2.13,2.13,2.13,1.860588235,2.13,2.13,2.13,2.13,2.13,2.13,2.13,2.13,1.860588235,2.13,2.13,2.13,2.13,2.13,2.13,2.13,1.860588235,2.13,1.860588235,2.13,2.13,2.13,2.13,2.13,2.13,2.13,2.13,2.13,2.13,2.13,2.13,2.13,2.13,2.13,2.13,2.13,2.13,2.13,2.13,2.13,2.13,2.13,2.13,2.13,2.13,2.13,2.13,2.13,2.13,2.13,2.13,2.13,2.13,2.13,2.13,1.860588235,1.860588235,1.860588235,2.13,1.860588235,1.860588235,1.860588235,1.860588235,2.13
2.13,2.13,2.13,2.13,2.13,2.13,2.13,2.13,2.13,2.13,2.13,1.860588235,1.860588235,2.13,2.13,2.13,2.13,1.860588235,1.860588235,1.860588235,2.13,2.13,2.13,2.13,2.13,2.13,2.13,2.13,2.13,1.860588235,2.13,2.13,2.13,2.13,2.13,2.13,2.13,2.13,2.13,1.860588235,2.13,2.13,2.13,2.13,2.13,2.13,2.13,2.13,1.860588235,2.13,2.13,2.13,2.13,2.13,2.13,2.13,1.860588235,2.13,1.860588235,2.13,2.13,2.13,2.13,2.13,2.13,2.13,2.13,2.13,2.13,2.13,2.13,2.13,2.13,2.13,2.13,2.13,2.13,2.13,2.13,2.13,2.13,2.13,2.13,2.13,2.13,2.13,2.13,2.13,2.13,2.13,2.13,2.13,2.13,2.13,2.13,1.860588235,1.860588235,1.860588235,2.13,1.860588235,1.860588235,1.860588235,1.860588235,2.13
2.29,2.29,2.29,2.29,2.29,2.29,2.29,2.29,2.29,2.29,2.29,1.860588235,1.860588235,2.29,2.29,2.29,2.29,1.860588235,1.860588235,1.860588235,2.29,2.29,2.29,2.29,2.29,2.29,2.29,2.29,2.29,1.860588235,2.29,2.29,2.29,2.29,2.29,2.29,2.29,2.29,2.29,1.860588235,2.29,2.29,2.29,2.29,2.29,2.29,2.29,2.29,1.860588235,2.29,2.29,2.29,2.29,2.29,2.29,2.29,1.860588235,2.29,1.860588235,2.29,2.29,2.29,2.29,2.29,2.29,2.29,2.29,2.29,2.29,2.29,2.29,2.29,2.29,2.29,2.29,2.29,2.29,2.29,2.29,2.29,2.29,2.29,2.29,2.29,2.29,2.29,2.29,2.29,2.29,2.29,2.29,2.29,2.29,2.29,2.29,1.860588235,1.860588235,1.860588235,2.29,1.860588235,1.860588235,1.860588235,1.860588235,2.29
2.44,2.44,2.44,2.44,2.44,2.44,2.44,2.44,2.44,2.44,2.44,1.860588235,1.860588235,2.44,2.44,2.44,2.44,1.860588235,1.860588235,1.860588235,2.44,2.44,2.44,2.44,2.44,2.44,2.44,2.44,2.44,1.860588235,2.44,2.44,2.44,2.44,2.44,2.44,2.44,2.44,2.44,1.860588235,2.44,2.44,2.44,2.44,2.44,2.44,2.44,2.44,1.860588235,2.44,2.44,2.44,2.44,2.44,2.44,2.44,1.860588235,2.44,1.860588235,2.44,2.44,2.44,2.44,2.44,2.44,2.44,2.44,2.44,2.44,2.44,2.44,2.44,2.44,2.44,2.44,2.44,2.44,2.44,2.44,2.44,2.44,2.44,2.44,2.44,2.44,2.44,2.44,2.44,2.44,2.44,2.44,2.44,2.44,2.44,2.44,1.860588235,1.860588235,1.860588235,2.44,1.860588235,1.860588235,1.860588235,1.860588235,2.44
2.29,2.29,2.29,2.29,2.29,2.29,2.29,2.29,2.29,2.29,2.29,1.860588235,1.860588235,2.29,2.29,2.29,2.29,1.860588235,1.860588235,1.860588235,2.29,2.29,2.29,2.29,2.29,2.29,2.29,2.29,2.29,1.860588235,2.29,2.29,2.29,2.29,2.29,2.29,2.29,2.29,2.29,1.860588235,2.29,2.29,2.29,2.29,2.29,2.29,2.29,2.29,1.860588235,2.29,2.29,2.29,2.29,2.29,2.29,2.29,1.860588235,2.29,1.860588235,2.29,2.29,2.29,2.29,2.29,2.29,2.29,2.29,2.29,2.29,2.29,2.29,2.29,2.29,2.29,2.29,2.29,2.29,2.29,2.29,2.29,2.29,2.29,2.29,2.29,2.29,2.29,2.29,2.29,2.29,2.29,2.29,2.29,2.29,2.29,2.29,1.860588235,1.860588235,1.860588235,2.29,1.860588235,1.860588235,1.860588235,1.860588235,2.29
2.08,2.08,2.08,2.08,2.08,2.08,2.08,2.08,2.08,2.08,2.08,1.860588235,1.860588235,2.08,2.08,2.08,2.08,1.860588235,1.860588235,1.860588235,2.08,2.08,2.08,2.08,2.08,2.08,2.08,2.08,2.08,1.860588235,2.08,2.08,2.08,2.08,2.08,2.08,2.08,2.08,2.08,1.860588235,2.08,2.08,2.08,2.08,2.08,2.08,2.08,2.08,1.860588235,2.08,2.08,2.08,2.08,2.08,2.08,2.08,1.860588235,2.08,1.860588235,2.08,2.08,2.08,2.08,2.08,2.08,2.08,2.08,2.08,2.08,2.08,2.08,2.08,2.08,2.08,2.08,2.08,2.08,2.08,2.08,2.08,2.08,2.08,2.08,2.08,2.08,2.08,2.08,2.08,2.08,2.08,2.08,2.08,2.08,2.08,2.08,1.860588235,1.860588235,1.860588235,2.08,1.860588235,1.860588235,1.860588235,1.860588235,2.08
2.096666667,2.096666667,2.096666667,2.096666667,2.096666667,2.096666667,2.096666667,2.096666667,2.096666667,2.096666667,2.096666667,1.860588235,1.860588235,2.096666667,2.096666667,2.096666667,2.096666667,1.860588235,1.860588235,1.860588235,2.096666667,2.096666667,2.096666667,2.096666667,2.096666667,2.096666667,2.096666667,2.096666667,2.096666667,1.860588235,2.096666667,2.096666667,2.096666667,2.096666667,2.096666667,2.096666667,2.096666667,2.096666667,2.096666667,1.860588235,2.096666667,2.096666667,2.096666667,2.096666667,2.096666667,2.096666667,2.096666667,2.096666667,1.860588235,2.096666667,2.096666667,2.096666667,2.096666667,2.096666667,2.096666667,2.096666667,1.860588235,2.096666667,1.860588235,2.096666667,2.096666667,2.096666667,2.096666667,2.096666667,2.096666667,2.096666667,2.096666667,2.096666667,2.096666667,2.096666667,2.096666667,2.096666667,2.096666667,2.096666667,2.096666667,2.096666667,2.096666667,2.096666667,2.096666667,2.096666667,2.096666667,2.096666667,2.096666667,2.096666667,2.096666667,2.096666667,2.096666667,2.096666667,2.096666667,2.096666667,2.096666667,2.096666667,2.096666667,2.096666667,2.096666667,1.860588235,1.860588235,1.860588235,2.096666667,1.860588235,1.860588235,1.860588235,1.860588235,2.096666667
2.113333333,2.113333333,2.113333333,2.113333333,2.113333333,2.113333333,2.113333333,2.113333333,2.113333333,2.113333333,2.113333333,1.860588235,1.860588235,2.113333333,2.113333333,2.113333333,2.113333333,1.860588235,1.860588235,1.860588235,2.113333333,2.113333333,2.113333333,2.113333333,2.113333333,2.113333333,2.113333333,2.113333333,2.113333333,1.860588235,2.113333333,2.113333333,2.113333333,2.113333333,2.113333333,2.113333333,2.113333333,2.113333333,2.113333333,1.860588235,2.113333333,2.113333333,2.113333333,2.113333333,2.113333333,2.113333333,2.113333333,2.113333333,1.860588235,2.113333333,2.113333333,2.113333333,2.113333333,2.113333333,2.113333333,2.113333333,1.860588235,2.113333333,1.860588235,2.113333333,2.113333333,2.113333333,2.113333333,2.113333333,2.113333333,2.113333333,2.113333333,2.113333333,2.113333333,2.113333333,2.113333333,2.113333333,2.113333333,2.113333333,2.113333333,2.113333333,2.113333333,2.113333333,2.113333333,2.113333333,2.113333333,2.113333333,2.113333333,2.113333333,2.113333333,2.113333333,2.113333333,2.113333333,2.113333333,2.113333333,2.113333333,2.113333333,2.113333333,2.113333333,2.113333333,1.860588235,1.860588235,1.860588235,2.113333333,1.860588235,1.860588235,1.860588235,1.860588235,2.113333333
2.13,2.13,2.13,2.13,2.13,2.13,2.13,2.13,2.13,2.13,2.13,1.860588235,1.860588235,2.13,2.13,2.13,2.13,1.860588235,1.860588235,1.860588235,2.13,2.13,2.13,2.13,2.13,2.13,2.13,2.13,2.13,1.860588235,2.13,2.13,2.13,2.13,2.13,2.13,2.13,2.13,2.13,1.860588235,2.13,2.13,2.13,2.13,2.13,2.13,2.13,2.13,1.860588235,2.13,2.13,2.13,2.13,2.13,2.13,2.13,1.860588235,2.13,1.860588235,2.13,2.13,2.13,2.13,2.13,2.13,2.13,2.13,2.13,2.13,2.13,2.13,2.13,2.13,2.13,2.13,2.13,2.13,2.13,2.13,2.13,2.13,2.13,2.13,2.13,2.13,2.13,2.13,2.13,2.13,2.13,2.13,2.13,2.13,2.13,2.13,1.860588235,1.860588235,1.860588235,2.13,1.860588235,1.860588235,1.860588235,1.860588235,2.13
2.21,2.21,2.21,2.21,2.21,2.21,2.21,2.21,2.21,2.21,2.21,1.860588235,1.860588235,2.21,2.21,2.21,2.21,1.860588235,1.860588235,1.860588235,2.21,2.21,2.21,2.21,2.21,2.21,2.21,2.21,2.21,1.860588235,2.21,2.21,2.21,2.21,2.21,2.21,2.21,2.21,2.21,1.860588235,2.21,2.21,2.21,2.21,2.21,2.21,2.21,2.21,1.860588235,2.21,2.21,2.21,2.21,2.21,2.21,2.21,1.860588235,2.21,1.860588235,2.21,2.21,2.21,2.21,2.21,2.21,2.21,2.21,2.21,2.21,2.21,2.21,2.21,2.21,2.21,2.21,2.21,2.21,2.21,2.21,2.21,2.21,2.21,2.21,2.21,2.21,2.21,2.21,2.21,2.21,2.21,2.21,2.21,2.21,2.21,2.21,1.860588235,1.860588235,1.860588235,2.21,1.860588235,1.860588235,1.860588235,1.860588235,2.21
2.34,2.34,2.34,2.34,2.34,2.34,2.34,2.34,2.34,2.34,2.34,1.860588235,1.860588235,2.34,2.34,2.34,2.34,1.860588235,1.860588235,1.860588235,2.34,2.34,2.34,2.34,2.34,2.34,2.34,2.34,2.34,1.860588235,2.34,2.34,2.34,2.34,2.34,2.34,2.34,2.34,2.34,1.860588235,2.34,2.34,2.34,2.34,2.34,2.34,2.34,2.34,1.860588235,2.34,2.34,2.34,2.34,2.34,2.34,2.34,1.860588235,2.34,1.860588235,2.34,2.34,2.34,2.34,2.34,2.34,2.34,2.34,2.34,2.34,2.34,2.34,2.34,2.34,2.34,2.34,2.34,2.34,2.34,2.34,2.34,2.34,2.34,2.34,2.34,2.34,2.34,2.34,2.34,2.34,2.34,2.34,2.34,2.34,2.34,2.34,1.860588235,1.860588235,1.860588235,2.34,1.860588235,1.860588235,1.860588235,1.860588235,2.34
2.33,2.33,2.33,2.33,2.33,2.33,2.33,2.33,2.33,2.33,2.33,1.860588235,1.860588235,2.33,2.33,2.33,2.33,1.860588235,1.860588235,1.860588235,2.33,2.33,2.33,2.33,2.33,2.33,2.33,2.33,2.33,1.860588235,2.33,2.33,2.33,2.33,2.33,2.33,2.33,2.33,2.33,1.860588235,2.33,2.33,2.33,2.33,2.33,2.33,2.33,2.33,1.860588235,2.33,2.33,2.33,2.33,2.33,2.33,2.33,1.860588235,2.33,1.860588235,2.33,2.33,2.33,2.33,2.33,2.33,2.33,2.33,2.33,2.33,2.33,2.33,2.33,2.33,2.33,2.33,2.33,2.33,2.33,2.33,2.33,2.33,2.33,2.33,2.33,2.33,2.33,2.33,2.33,2.33,2.33,2.33,2.33,2.33,2.33,2.33,1.860588235,1.860588235,1.860588235,2.33,1.860588235,1.860588235,1.860588235,1.860588235,2.33
2.26,2.26,2.26,2.26,2.26,2.26,2.26,2.26,2.26,2.26,2.26,1.860588235,1.860588235,2.26,2.26,2.26,2.26,1.860588235,1.860588235,1.860588235,2.26,2.26,2.26,2.26,2.26,2.26,2.26,2.26,2.26,1.860588235,2.26,2.26,2.26,2.26,2.26,2.26,2.26,2.26,2.26,1.860588235,2.26,2.26,2.26,2.26,2.26,2.26,2.26,2.26,1.860588235,2.26,2.26,2.26,2.26,2.26,2.26,2.26,1.860588235,2.26,1.860588235,2.26,2.26,2.26,2.26,2.26,2.26,2.26,2.26,2.26,2.26,2.26,2.26,2.26,2.26,2.26,2.26,2.26,2.26,2.26,2.26,2.26,2.26,2.26,2.26,2.26,2.26,2.26,2.26,2.26,2.26,2.26,2.26,2.26,2.26,2.26,2.26,1.860588235,1.860588235,1.860588235,2.26,1.860588235,1.860588235,1.860588235,1.860588235,2.26
2.336666667,2.336666667,2.336666667,2.336666667,2.336666667,2.336666667,2.336666667,2.336666667,2.336666667,2.336666667,2.336666667,1.860588235,1.860588235,2.336666667,2.336666667,2.336666667,2.336666667,1.860588235,1.860588235,1.860588235,2.336666667,2.336666667,2.336666667,2.336666667,2.336666667,2.336666667,2.336666667,2.336666667,2.336666667,1.860588235,2.336666667,2.336666667,2.336666667,2.336666667,2.336666667,2.336666667,2.336666667,2.336666667,2.336666667,1.860588235,2.336666667,2.336666667,2.336666667,2.336666667,2.336666667,2.336666667,2.336666667,2.336666667,1.860588235,2.336666667,2.336666667,2.336666667,2.336666667,2.336666667,2.336666667,2.336666667,1.860588235,2.336666667,1.860588235,2.336666667,2.336666667,2.336666667,2.336666667,2.336666667,2.336666667,2.336666667,2.336666667,2.336666667,2.336666667,2.336666667,2.336666667,2.336666667,2.336666667,2.336666667,2.336666667,2.336666667,2.336666667,2.336666667,2.336666667,2.336666667,2.336666667,2.336666667,2.336666667,2.336666667,2.336666667,2.336666667,2.336666667,2.336666667,2.336666667,2.336666667,2.336666667,2.336666667,2.336666667,2.336666667,2.336666667,1.860588235,1.860588235,1.860588235,2.336666667,1.860588235,1.860588235,1.860588235,1.860588235,2.336666667
2.413333333,2.413333333,2.413333333,2.413333333,2.413333333,2.413333333,2.413333333,2.413333333,2.413333333,2.413333333,2.413333333,1.860588235,1.860588235,2.413333333,2.413333333,2.413333333,2.413333333,1.860588235,1.860588235,1.860588235,2.413333333,2.413333333,2.413333333,2.413333333,2.413333333,2.413333333,2.413333333,2.413333333,2.413333333,1.860588235,2.413333333,2.413333333,2.413333333,2.413333333,2.413333333,2.413333333,2.413333333,2.413333333,2.413333333,1.860588235,2.413333333,2.413333333,2.413333333,2.413333333,2.413333333,2.413333333,2.413333333,2.413333333,1.860588235,2.413333333,2.413333333,2.413333333,2.413333333,2.413333333,2.413333333,2.413333333,1.860588235,2.413333333,1.860588235,2.413333333,2.413333333,2.413333333,2.413333333,2.413333333,2.413333333,2.413333333,2.413333333,2.413333333,2.413333333,2.413333333,2.413333333,2.413333333,2.413333333,2.413333333,2.413333333,2.413333333,2.413333333,2.413333333,2.413333333,2.413333333,2.413333333,2.413333333,2.413333333,2.413333333,2.413333333,2.413333333,2.413333333,2.413333333,2.413333333,2.413333333,2.413333333,2.413333333,2.413333333,2.413333333,2.413333333,1.860588235,1.860588235,1.860588235,2.413333333,1.860588235,1.860588235,1.860588235,1.860588235,2.413333333
2.49,2.49,2.49,2.49,2.49,2.49,2.49,2.49,2.49,2.49,2.49,1.860588235,1.860588235,2.49,2.49,2.49,2.49,1.860588235,1.860588235,1.860588235,2.49,2.49,2.49,2.49,2.49,2.49,2.49,2.49,2.49,1.860588235,2.49,2.49,2.49,2.49,2.49,2.49,2.49,2.49,2.49,1.860588235,2.49,2.49,2.49,2.49,2.49,2.49,2.49,2.49,1.860588235,2.49,2.49,2.49,2.49,2.49,2.49,2.49,1.860588235,2.49,1.860588235,2.49,2.49,2.49,2.49,2.49,2.49,2.49,2.49,2.49,2.49,2.49,2.49,2.49,2.49,2.49,2.49,2.49,2.49,2.49,2.49,2.49,2.49,2.49,2.49,2.49,2.49,2.49,2.49,2.49,2.49,2.49,2.49,2.49,2.49,2.49,2.49,1.860588235,1.860588235,1.860588235,2.49,1.860588235,1.860588235,1.860588235,1.860588235,2.49
2.61,2.61,2.61,2.61,2.61,2.61,2.61,2.61,2.61,2.61,2.61,1.860588235,1.860588235,2.61,2.61,2.61,2.61,1.860588235,1.860588235,1.860588235,2.61,2.61,2.61,2.61,2.61,2.61,2.61,2.61,2.61,1.860588235,2.61,2.61,2.61,2.61,2.61,2.61,2.61,2.61,2.61,1.860588235,2.61,2.61,2.61,2.61,2.61,2.61,2.61,2.61,1.860588235,2.61,2.61,2.61,2.61,2.61,2.61,2.61,1.860588235,2.61,1.860588235,2.61,2.61,2.61,2.61,2.61,2.61,2.61,2.61,2.61,2.61,2.61,2.61,2.61,2.61,2.61,2.61,2.61,2.61,2.61,2.61,2.61,2.61,2.61,2.61,2.61,2.61,2.61,2.61,2.61,2.61,2.61,2.61,2.61,2.61,2.61,2.61,1.860588235,1.860588235,1.860588235,2.61,1.860588235,1.860588235,1.860588235,1.860588235,2.61
